source_column,series_name,region,subregion,product,metric,unit,period_type
W_EPOBGRR_IM0_R10-Z00_MBBLD,"weekly East Coast (PADD 1) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",East Coast,,"(PADD 1) Imports from  All Countries of Motor Gasoline Blending Components, RBOB","(PADD 1) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_IM0_R20-Z00_MBBLD,"weekly Midwest (PADD 2) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Midwest,,"(PADD 2) Imports from  All Countries of Motor Gasoline Blending Components, RBOB","(PADD 2) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_IM0_R30-Z00_MBBLD,"weekly Gulf Coast (PADD 3) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"(PADD 3) Imports from  All Countries of Motor Gasoline Blending Components, RBOB","(PADD 3) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOBGRR_IM0_R40-Z00_MBBLD,weekly Rocky Mountain (PADD 4) Imports from  All Countries of Motor Gasoline Blending Components Reformulated RBOB,Rocky Mountain,,(PADD 4) Imports from  All Countries of Motor Gasoline Blending Components Reformulated RBOB,(PADD 4) Imports from  All Countries of Motor Gasoline Blending Components Reformulated RBOB,Thousand Barrels per Day,weekly
W_EPOBGRR_IM0_R50-Z00_MBBLD,"weekly West Coast (PADD 5) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",West Coast,,"(PADD 5) Imports from  All Countries of Motor Gasoline Blending Components, RBOB","(PADD 5) Imports from  All Countries of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
W_EPOOXE_IM0_R10-Z00_MBBLD,weekly East Coast (PADD 1) Imports of Fuel Ethanol,East Coast,,(PADD 1) Imports of Fuel Ethanol,(PADD 1) Imports of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Fuel Ethanol,Midwest,,(PADD 2) Imports of Fuel Ethanol,(PADD 2) Imports of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_IM0_R30-Z00_MBBLD,weekly Gulf Coast (PADD 3) Imports of Fuel Ethanol,Gulf Coast,,(PADD 3) Imports of Fuel Ethanol,(PADD 3) Imports of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_IM0_R40-Z00_MBBLD,weekly Rocky Mountain (PADD 4) Imports of Fuel Ethanol,Rocky Mountain,,(PADD 4) Imports of Fuel Ethanol,(PADD 4) Imports of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPOOXE_IM0_R50-Z00_MBBLD,weekly West Coast (PADD 5) Imports of Fuel Ethanol,West Coast,,(PADD 5) Imports of Fuel Ethanol,(PADD 5) Imports of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPPK_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Kerosene,U.S.,,Imports of Kerosene,Imports of Kerosene,Thousand Barrels per Day,weekly
W_EPPO6_IM0_R10-Z00_MBBLD,weekly East Coast (PADD 1) Imports of Other Oils (Excluding Fuel Ethanol),East Coast,,(PADD 1) Imports of Other Oils (Excluding Fuel Ethanol),(PADD 1) Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,weekly
W_EPPO6_IM0_R20-Z00_MBBLD,weekly Midwest (PADD 2) Imports of Other Oils (Excluding Fuel Ethanol),Midwest,,(PADD 2) Imports of Other Oils (Excluding Fuel Ethanol),(PADD 2) Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,weekly
W_EPPO6_IM0_R30-Z00_MBBLD,weekly Gulf Coast (PADD 3) Imports of Other Oils (Excluding Fuel Ethanol),Gulf Coast,,(PADD 3) Imports of Other Oils (Excluding Fuel Ethanol),(PADD 3) Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,weekly
W_EPPO6_IM0_R40-Z00_MBBLD,weekly Rocky Mountain (PADD 4) Imports of Other Oils (Excluding Fuel Ethanol),Rocky Mountain,,(PADD 4) Imports of Other Oils (Excluding Fuel Ethanol),(PADD 4) Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,weekly
W_EPPO6_IM0_R50-Z00_MBBLD,weekly West Coast (PADD 5) Imports of Other Oils (Excluding Fuel Ethanol),West Coast,,(PADD 5) Imports of Other Oils (Excluding Fuel Ethanol),(PADD 5) Imports of Other Oils (Excluding Fuel Ethanol),Thousand Barrels per Day,weekly
WDIEXUS2,weekly U.S. Exports of Total Distillate,U.S.,,Exports of Total Distillate,Exports of Total Distillate,Thousand Barrels per Day,weekly
WKJEXUS2,weekly U.S. Exports of Kerosene-Type Jet Fuel,U.S.,,Exports of Kerosene-Type Jet Fuel,Exports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
WREEXUS2,weekly U.S. Exports of Residual Fuel Oil,U.S.,,Exports of Residual Fuel Oil,Exports of Residual Fuel Oil,Thousand Barrels per Day,weekly
W_EPLLPZ_EEX_NUS-Z00_MBBLD,weekly U.S. Exports of Propane,U.S.,,Exports of Propane,Exports of Propane,Thousand Barrels per Day,weekly
W_EPM0F_EEX_NUS-Z00_MBBLD,weekly U.S. Exports of Total Motor Gasoline,U.S.,,Exports of Total Motor Gasoline,Exports of Total Motor Gasoline,Thousand Barrels per Day,weekly
W_EPOOXE_EEX_NUS-Z00_MBBLD,weekly U.S. Exports of Fuel Ethanol,U.S.,,Exports of Fuel Ethanol,Exports of Fuel Ethanol,Thousand Barrels per Day,weekly
W_EPPO4_EEX_NUS-Z00_MBBLD,weekly U.S. Exports of Other Oils,U.S.,,Exports of Other Oils,Exports of Other Oils,Thousand Barrels per Day,weekly
