source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
NUS,Data 1,WCRFPUS2,weekly U.S. Field Production of Crude Oil,U.S.,,Field Production of Crude Oil,Field Production of Crude Oil,Thousand Barrels per Day,weekly
NUS,Data 10,WCRNTUS2,weekly U.S. Net Imports of Crude Oil,U.S.,,Net Imports of Crude Oil,Net Imports of Crude Oil,Thousand Barrels per Day,weekly
NUS,Data 10,WRPNTUS2,weekly U.S. Net Imports of Total Petroleum Products,U.S.,,Net Imports of Total Petroleum Products,Net Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 10,WTTNTUS2,weekly U.S. Net Imports of Crude Oil and Petroleum Products,U.S.,,Net Imports of Crude Oil and Petroleum Products,Net Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 11,WDIUPUS2,weekly U.S. Product Supplied of Distillate Fuel Oil,U.S.,,Product Supplied of Distillate Fuel Oil,Product Supplied of Distillate Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 11,WGFUPUS2,weekly U.S. Product Supplied of Finished Motor Gasoline,U.S.,,Product Supplied of Finished Motor Gasoline,Product Supplied of Finished Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 11,WKJUPUS2,weekly U.S. Product Supplied of Kerosene-Type Jet Fuel,U.S.,,Product Supplied of Kerosene-Type Jet Fuel,Product Supplied of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
NUS,Data 11,WPRUP_NUS_2,weekly U.S. Product Supplied of Propane and Propylene,U.S.,,Product Supplied of Propane and Propylene,Product Supplied of Propane and Propylene,Thousand Barrels per Day,weekly
NUS,Data 11,WREUPUS2,weekly U.S. Product Supplied of Residual Fuel Oil,U.S.,,Product Supplied of Residual Fuel Oil,Product Supplied of Residual Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 11,WRPUPUS2,weekly U.S. Product Supplied of Petroleum Products,U.S.,,Product Supplied of Petroleum Products,Product Supplied of Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 11,WWOUP_NUS_2,weekly U.S. Product Supplied of Other Oils,U.S.,,Product Supplied of Other Oils,Product Supplied of Other Oils,Thousand Barrels per Day,weekly
NUS,Data 12,W_EPDM10_VUA_NUS_2,"weekly U.S. Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Supply Adjustment of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 2,WCRRIUS2,weekly U.S. Refiner Net Input of Crude Oil,U.S.,,Refiner Net Input of Crude Oil,Refiner Net Input of Crude Oil,Thousand Barrels per Day,weekly
NUS,Data 2,WGIRIUS2,weekly U.S. Gross Inputs into Refineries,U.S.,,Gross Inputs into Refineries,Gross Inputs into Refineries,Thousand Barrels per Day,weekly
NUS,Data 2,WOCLEUS2,weekly U. S. Operable Crude Oil Distillation Capacity,,,U. S. Operable Crude Oil Distillation Capacity,U. S. Operable Crude Oil Distillation Capacity,Thousand Barrels per Calendar Day,weekly
NUS,Data 2,WPULEUS3,weekly U.S. Percent Utilization of Refinery Operable Capacity,U.S.,,Percent Utilization of Refinery Operable Capacity,Percent Utilization of Refinery Operable Capacity,Percent,weekly
NUS,Data 3,WBCRI_NUS_2,weekly U.S. Refiner and Blender Net Input of Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Gasoline Blending Components,Refiner and Blender Net Input of Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 3,WO6RI_NUS_2,weekly U.S. Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Refiner and Blender Net Input of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 3,WO7RI_NUS_2,weekly U.S. Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Refiner and Blender Net Input of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 3,WO9RI_NUS_2,weekly U.S. Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,U.S.,,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Refiner and Blender Net Input of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 3,W_EPOBGRR_YIR_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",U.S.,,"Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB","Refiner and Blender Net Input of Motor Gasoline Blending Components, RBOB",Thousand Barrels per Day,weekly
NUS,Data 3,W_EPOOXE_YIR_NUS_MBBLD,weekly U.S. Refiner and Blender Net Input of Fuel Ethanol,U.S.,,Refiner and Blender Net Input of Fuel Ethanol,Refiner and Blender Net Input of Fuel Ethanol,Thousand Barrels per Day,weekly
NUS,Data 4,WD0TP_NUS_2,"weekly U.S. Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 4,WD1TP_NUS_2,"weekly U.S. Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 4,WDGRPUS2,weekly U.S. Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,U.S.,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
NUS,Data 4,WDIRPUS2,weekly U.S. Refiner and Blender Net Production of Distillate Fuel Oil,U.S.,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 4,WG1TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,U.S.,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
NUS,Data 4,WG4TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Conventional Motor Gasoline,U.S.,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 4,WG5TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,U.S.,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
NUS,Data 4,WG6TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,U.S.,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 4,WGFRPUS2,weekly U.S. Refiner and Blender Adjusted Net Production of Finished Motor Gasoline,U.S.,,Refiner and Blender Adjusted Net Production of Finished Motor Gasoline,Refiner and Blender Adjusted Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 4,WGRRPUS2,weekly U.S. Refiner and Blender Net Production of Reformulated Motor Gasoline,U.S.,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 4,WKCRPUS2,weekly U.S. Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,U.S.,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
NUS,Data 4,WKJRPUS2,weekly U.S. Refiner and Blender Net Production of Kerosene-Type Jet Fuel,U.S.,,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
NUS,Data 4,WKMRPUS2,weekly U.S. Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,U.S.,,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Military Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
NUS,Data 4,WPRTP_NUS_2,"weekly U.S. Refiner, Blender, and Gas Plant Net Production of Propane and Propylene",U.S.,,"Refiner, Blender, and Gas Plant Net Production of Propane and Propylene","Refiner, Blender, and Gas Plant Net Production of Propane and Propylene",Thousand Barrels per Day,weekly
NUS,Data 4,WRERPUS2,weekly U.S. Refiner and Blender Net Production of Residual Fuel Oil,U.S.,,Refiner and Blender Net Production of Residual Fuel Oil,Refiner and Blender Net Production of Residual Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 4,W_EPM0CAG55_YPT_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",U.S.,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Greater than Ed 55",Thousand Barrels per Day,weekly
NUS,Data 4,W_EPM0CAL55_YPT_NUS_MBBLD,"weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",U.S.,,"Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower","Refiner and Blender Net Production of Finished Conventional Motor Gasoline, Ed 55 and Lower",Thousand Barrels per Day,weekly
NUS,Data 4,W_EPM0F_VUA_NUS_MBBLD,weekly U.S. Supply Adjustment of Finished Motor Gasoline,U.S.,,Supply Adjustment of Finished Motor Gasoline,Supply Adjustment of Finished Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 4,W_EPM0F_YPR_NUS_MBBLD,weekly U.S. Refiner and Blender Net Production of Finished Motor Gasoline,U.S.,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 4,W_EPM0RO_YPT_NUS_MBBLD,weekly U.S. Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,U.S.,,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Refiner and Blender Net Production of Other Finished Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 5,W_EPOOXE_YOP_NUS_MBBLD,weekly U.S. Oxygenate Plant Production of Fuel Ethanol,U.S.,,Oxygenate Plant Production of Fuel Ethanol,Oxygenate Plant Production of Fuel Ethanol,Thousand Barrels per Day,weekly
NUS,Data 6,WBCSTUS1,weekly U.S. Ending Stocks of Gasoline Blending Components,U.S.,,Ending Stocks of Gasoline Blending Components,Ending Stocks of Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WCESTUS1,weekly U.S. Ending Stocks excluding SPR of Crude Oil,U.S.,,Ending Stocks excluding SPR of Crude Oil,Ending Stocks excluding SPR of Crude Oil,Thousand Barrels,weekly
NUS,Data 6,WCRSTUS1,weekly U.S. Ending Stocks of Crude Oil,U.S.,,Ending Stocks of Crude Oil,Ending Stocks of Crude Oil,Thousand Barrels,weekly
NUS,Data 6,WCSSTUS1,weekly U.S. Ending Stocks of Crude Oil in SPR,U.S.,,Ending Stocks of Crude Oil in SPR,Ending Stocks of Crude Oil in SPR,Thousand Barrels,weekly
NUS,Data 6,WD0ST_NUS_1,"weekly U.S. Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels,weekly
NUS,Data 6,WD1ST_NUS_1,"weekly U.S. Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels,weekly
NUS,Data 6,WDGSTUS1,"weekly U.S. Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",U.S.,,"Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur","Ending Stocks of Distillate Fuel Oil, Greater Than 500 ppm Sulfur",Thousand Barrels,weekly
NUS,Data 6,WDISTUS1,weekly U.S. Ending Stocks of Distillate Fuel Oil,U.S.,,Ending Stocks of Distillate Fuel Oil,Ending Stocks of Distillate Fuel Oil,Thousand Barrels,weekly
NUS,Data 6,WG1ST_NUS_1,weekly U.S. Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Ending Stocks of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels,weekly
NUS,Data 6,WG3ST_NUS_1,"weekly U.S. Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",U.S.,,"Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated","Ending Stocks of Reformulated Motor Gasoline, Non-Oxygentated",Thousand Barrels,weekly
NUS,Data 6,WG4ST_NUS_1,weekly U.S. Ending Stocks of Conventional Motor Gasoline,U.S.,,Ending Stocks of Conventional Motor Gasoline,Ending Stocks of Conventional Motor Gasoline,Thousand Barrels,weekly
NUS,Data 6,WG5ST_NUS_1,weekly U.S. Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Ending Stocks of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels,weekly
NUS,Data 6,WG6ST_NUS_1,weekly U.S. Ending Stocks of Other Conventional Motor Gasoline,U.S.,,Ending Stocks of Other Conventional Motor Gasoline,Ending Stocks of Other Conventional Motor Gasoline,Thousand Barrels,weekly
NUS,Data 6,WGFSTUS1,weekly U.S. Ending Stocks of Finished Motor Gasoline,U.S.,,Ending Stocks of Finished Motor Gasoline,Ending Stocks of Finished Motor Gasoline,Thousand Barrels,weekly
NUS,Data 6,WGRSTUS1,weekly U.S. Ending Stocks of Reformulated Motor Gasoline,U.S.,,Ending Stocks of Reformulated Motor Gasoline,Ending Stocks of Reformulated Motor Gasoline,Thousand Barrels,weekly
NUS,Data 6,WGTSTUS1,weekly U.S. Ending Stocks of Total Gasoline,U.S.,,Ending Stocks of Total Gasoline,Ending Stocks of Total Gasoline,Thousand Barrels,weekly
NUS,Data 6,WKJSTUS1,weekly U.S. Ending Stocks of Kerosene-Type Jet Fuel,U.S.,,Ending Stocks of Kerosene-Type Jet Fuel,Ending Stocks of Kerosene-Type Jet Fuel,Thousand Barrels,weekly
NUS,Data 6,WO3ST_NUS_1,weekly U.S. Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,U.S.,,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WO4ST_NUS_1,weekly U.S. Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,U.S.,,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Ending Stocks of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WO6ST_NUS_1,weekly U.S. Ending Stocks of Conventional CBOB Gasoline Blending Components,U.S.,,Ending Stocks of Conventional CBOB Gasoline Blending Components,Ending Stocks of Conventional CBOB Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WO7ST_NUS_1,weekly U.S. Ending Stocks of Conventional GTAB Gasoline Blending Components,U.S.,,Ending Stocks of Conventional GTAB Gasoline Blending Components,Ending Stocks of Conventional GTAB Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WO9ST_NUS_1,weekly U.S. Ending Stocks of Conventional Other Gasoline Blending Components,U.S.,,Ending Stocks of Conventional Other Gasoline Blending Components,Ending Stocks of Conventional Other Gasoline Blending Components,Thousand Barrels,weekly
NUS,Data 6,WPLSTUS1,weekly U.S. Propylene Nonfuel Use Stocks at Bulk Terminals,U.S.,,Propylene Nonfuel Use Stocks at Bulk Terminals,Propylene Nonfuel Use Stocks at Bulk Terminals,Thousand Barrels,weekly
NUS,Data 6,WPRSTUS1,weekly U.S. Propane and Propylene Ending Stocks Excluding Propylene at Terminal,U.S.,,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Propane and Propylene Ending Stocks Excluding Propylene at Terminal,Thousand Barrels,weekly
NUS,Data 6,WRESTUS1,weekly U.S. Ending Stocks of Residual Fuel Oil,U.S.,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
NUS,Data 6,WTESTUS1,weekly U.S. Ending Stocks excluding SPR of Crude Oil and Petroleum Products,U.S.,,Ending Stocks excluding SPR of Crude Oil and Petroleum Products,Ending Stocks excluding SPR of Crude Oil and Petroleum Products,Thousand Barrels,weekly
NUS,Data 6,WTTSTUS1,weekly U.S. Ending Stocks of Crude Oil and Petroleum Products,U.S.,,Ending Stocks of Crude Oil and Petroleum Products,Ending Stocks of Crude Oil and Petroleum Products,Thousand Barrels,weekly
NUS,Data 6,WUOSTUS1,weekly U.S. Ending Stocks of Unfinished Oils,U.S.,,Ending Stocks of Unfinished Oils,Ending Stocks of Unfinished Oils,Thousand Barrels,weekly
NUS,Data 6,W_EPC0_SAX_NUS_MBBL,weekly U.S. Ending Stocks excluding SPR and including Lease Stock of Crude Oil,U.S.,,Ending Stocks excluding SPR and including Lease Stock of Crude Oil,Ending Stocks excluding SPR and including Lease Stock of Crude Oil,Thousand Barrels,weekly
NUS,Data 6,W_EPC0_SKA_NUS_MBBL,weekly U.S. Crude Oil Stocks in Transit (on Ships) from Alaska,U.S.,,Crude Oil Stocks in Transit (on Ships) from Alaska,Crude Oil Stocks in Transit (on Ships) from Alaska,Thousand Barrels,weekly
NUS,Data 6,W_EPL0XP_SAE_NUS_MBBL,weekly U.S. Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),U.S.,,Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),Thousand Barrels,weekly
NUS,Data 6,W_EPLLPZ_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Propane and Propylene,U.S.,,Ending Stocks of Propane and Propylene,Ending Stocks of Propane and Propylene,Thousand Barrels,weekly
NUS,Data 6,W_EPM0CAG55_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",U.S.,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
NUS,Data 6,W_EPM0CAL55_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",U.S.,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
NUS,Data 6,W_EPOOXE_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Fuel Ethanol,U.S.,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
NUS,Data 7,W_EPC0_VSD_NUS_DAYS,weekly U.S. Days of Supply of Crude Oil excluding SPR,U.S.,,Days of Supply of Crude Oil excluding SPR,Days of Supply of Crude Oil excluding SPR,Number of Days,weekly
NUS,Data 7,W_EPD0_VSD_NUS_DAYS,weekly U.S. Days of Supply of Total Distillate,U.S.,,Days of Supply of Total Distillate,Days of Supply of Total Distillate,Number of Days,weekly
NUS,Data 7,W_EPJK_VSD_NUS_DAYS,weekly U.S. Days of Supply of Kerosene-Type Jet Fuel,U.S.,,Days of Supply of Kerosene-Type Jet Fuel,Days of Supply of Kerosene-Type Jet Fuel,Number of Days,weekly
NUS,Data 7,W_EPLLPZ_VSD_NUS_DAYS,weekly U.S. Days of Supply of Propane/Propylene,U.S.,,Days of Supply of Propane/Propylene,Days of Supply of Propane/Propylene,Number of Days,weekly
NUS,Data 7,W_EPM0_VSD_NUS_DAYS,weekly U.S. Days of Supply of Total Gasoline,U.S.,,Days of Supply of Total Gasoline,Days of Supply of Total Gasoline,Number of Days,weekly
NUS,Data 8,WBCIMUS2,weekly U.S. Imports of Gasoline Blending Components,U.S.,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WCEIMUS2,weekly U.S. Commercial Crude Oil Imports Excluding SPR,U.S.,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
NUS,Data 8,WCRIMUS2,weekly U.S. Imports of Crude Oil,U.S.,,Imports of Crude Oil,Imports of Crude Oil,Thousand Barrels per Day,weekly
NUS,Data 8,WCSIMUS2,weekly U.S. Crude Oil Imports by SPR,U.S.,,Crude Oil Imports by SPR,Crude Oil Imports by SPR,Thousand Barrels per Day,weekly
NUS,Data 8,WD0IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 8,WD1IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 8,WD2IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 8,WD3IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
NUS,Data 8,WDIIMUS2,weekly U.S. Imports of Distillate Fuel Oil,U.S.,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 8,WG1IM_NUS-Z00_2,weekly U.S. Imports of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
NUS,Data 8,WG4IM_NUS-Z00_2,weekly U.S. Imports of Conventional Motor Gasoline,U.S.,,Imports of Conventional Motor Gasoline,Imports of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 8,WG5IM_NUS-Z00_2,weekly U.S. Imports of Conventional Motor Gasoline with Fuel Ethanol,U.S.,,Imports of Conventional Motor Gasoline with Fuel Ethanol,Imports of Conventional Motor Gasoline with Fuel Ethanol,Thousand Barrels per Day,weekly
NUS,Data 8,WG6IM_NUS-Z00_2,weekly U.S. Imports of Other Conventional Motor Gasoline,U.S.,,Imports of Other Conventional Motor Gasoline,Imports of Other Conventional Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 8,WGRIMUS2,weekly U.S. Imports of Reformulated Motor Gasoline,U.S.,,Imports of Reformulated Motor Gasoline,Imports of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
NUS,Data 8,WGTIMUS2,weekly U.S. Imports of Total Gasoline,U.S.,,Imports of Total Gasoline,Imports of Total Gasoline,Thousand Barrels per Day,weekly
NUS,Data 8,WKJIMUS2,weekly U.S. Imports of Kerosene-Type Jet Fuel,U.S.,,Imports of Kerosene-Type Jet Fuel,Imports of Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
NUS,Data 8,WO3IM_NUS-Z00_2,weekly U.S. Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,U.S.,,Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Imports of Reformulated RBOB with Alcohol Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WO4IM_NUS-Z00_2,weekly U.S. Imports of Reformulated RBOB with Ether Gasoline Blending Components,U.S.,,Imports of Reformulated RBOB with Ether Gasoline Blending Components,Imports of Reformulated RBOB with Ether Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WO6IM_NUS-Z00_2,weekly U.S. Imports of Conventional CBOB Gasoline Blending Components,U.S.,,Imports of Conventional CBOB Gasoline Blending Components,Imports of Conventional CBOB Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WO7IM_NUS-Z00_2,weekly U.S. Imports of Conventional GTAB Gasoline Blending Components,U.S.,,Imports of Conventional GTAB Gasoline Blending Components,Imports of Conventional GTAB Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WO9IM_NUS-Z00_2,weekly U.S. Imports of Conventional Other Gasoline Blending Components,U.S.,,Imports of Conventional Other Gasoline Blending Components,Imports of Conventional Other Gasoline Blending Components,Thousand Barrels per Day,weekly
NUS,Data 8,WPRIM_NUS-Z00_2,weekly U.S. Imports of Propane and Propylene,U.S.,,Imports of Propane and Propylene,Imports of Propane and Propylene,Thousand Barrels per Day,weekly
NUS,Data 8,WREIMUS2,weekly U.S. Imports of Residual Fuel Oil,U.S.,,Imports of Residual Fuel Oil,Imports of Residual Fuel Oil,Thousand Barrels per Day,weekly
NUS,Data 8,WRPIMUS2,weekly U.S. Imports of Total Petroleum Products,U.S.,,Imports of Total Petroleum Products,Imports of Total Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 8,WTTIMUS2,weekly U.S. Imports of Crude Oil and Petroleum Products,U.S.,,Imports of Crude Oil and Petroleum Products,Imports of Crude Oil and Petroleum Products,Thousand Barrels per Day,weekly
NUS,Data 8,W_EPC0_IMU_NUS-Z00_MBBLD,weekly U.S. Crude Oil Imports for SPR by Others,U.S.,,Crude Oil Imports for SPR by Others,Crude Oil Imports for SPR by Others,Thousand Barrels per Day,weekly
NUS,Data 8,W_EPL0XP_IM0_NUS-Z00_MBBLD,weekly U.S. Imports of Liquefied Petroleum Gasses Less Propane/Propylene,U.S.,,Imports of Liquefied Petroleum Gasses Less Propane/Propylene,Imports of Liquefied Petroleum Gasses Less Propane/Propylene,Thousand Barrels per Day,weekly
NUS,Data 8,W_EPM0CAG55_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",U.S.,,"Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55","Imports of Motor Gasoline, Finished, Conventional, Greater than Ed55",Thousand Barrels per Day,weekly
NUS,Data 8,W_EPM0CAL55_IM0_NUS-Z00_MBBLD,"weekly U.S. Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",U.S.,,"Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower","Imports of Motor Gasoline, Finished, Conventional, Ed55 and Lower",Thousand Barrels per Day,weekly
