source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R1X_1,Weekly New England (PADD 1A ) Distillate 15-500 ppm Sulfur Ending Stocks,,,Weekly New England (PADD 1A ) Distillate 15-500 ppm Sulfur Ending Stocks,Weekly New England (PADD 1A ) Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R1Y_1,Weekly Central Atlantic (PADD 1B) Distillate 15-500 ppm Sulfur Ending Stocks,,,Weekly Central Atlantic (PADD 1B) Distillate 15-500 ppm Sulfur Ending Stocks,Weekly Central Atlantic (PADD 1B) Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R1Z_1,Weekly Lower Atlantic (PADD 1C) Distillate 15-500 ppm Sulfur Ending Stocks,,,Weekly Lower Atlantic (PADD 1C) Distillate 15-500 ppm Sulfur Ending Stocks,Weekly Lower Atlantic (PADD 1C) Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R20_1,weekly Midwest (PADD 2) Distillate 15-500 ppm Sulfur Ending Stocks,Midwest,,Distillate 15-500 ppm Sulfur Ending Stocks,Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R30_1,Weekly Gulf Coast (PADD 3) Distillate 15-500 ppm Sulfur Ending Stocks,,,Weekly Gulf Coast (PADD 3) Distillate 15-500 ppm Sulfur Ending Stocks,Weekly Gulf Coast (PADD 3) Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R40_1,Weekly Rocky Mountain (PADD 4) Distillate 15-500 ppm Sulfur Ending Stocks,,,Weekly Rocky Mountain (PADD 4) Distillate 15-500 ppm Sulfur Ending Stocks,Weekly Rocky Mountain (PADD 4) Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1ST_R50_1,Weekly West Coast (PADD 5) Distillate 15-500 ppm Sulfur Ending Stocks,,,Weekly West Coast (PADD 5) Distillate 15-500 ppm Sulfur Ending Stocks,Weekly West Coast (PADD 5) Distillate 15-500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1TP_NUS_2,"weekly U.S. Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",U.S.,,"Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur","Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1TP_R10_2,"weekly East Coast (PADD 1) Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",East Coast,,"Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur","Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1TP_R20_2,"weekly Midwest (PADD 2) Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Midwest,,"Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur","Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1TP_R30_2,"weekly Gulf Coast (PADD 3) Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Gulf Coast,,"Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur","Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1TP_R40_2,"weekly Rocky Mountain (PADD 4) Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Rocky Mountain,,"Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur","Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD1TP_R50_2,"weekly West Coast (PADD 5) Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",West Coast,,"Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur","Refinery and Blender Net Production of Distillate Fuel Oil, 15-500 ppm Sulfur",Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD2IM_NUS-Z00_2,Weekly U.S. Distillate Greater than 500 to 2000 ppm Sulfur Imports,,,Weekly U.S. Distillate Greater than 500 to 2000 ppm Sulfur Imports,Weekly U.S. Distillate Greater than 500 to 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD2IM_R10-Z00_2,Weekly East Coast (PADD 1) Distillate Greater than 500 to 2000 ppm Sulfur Imports,,,Weekly East Coast (PADD 1) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Weekly East Coast (PADD 1) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD2IM_R20-Z00_2,weekly Midwest (PADD 2) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Midwest,,Distillate Greater than 500 to 2000 ppm Sulfur Imports,Distillate Greater than 500 to 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD2IM_R30-Z00_2,Weekly Gulf Coast (PADD 3) Distillate Greater than 500 to 2000 ppm Sulfur Imports,,,Weekly Gulf Coast (PADD 3) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Weekly Gulf Coast (PADD 3) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD2IM_R40-Z00_2,Weekly Rocky Mountain (PADD 4) Distillate Greater than 500 to 2000 ppm Sulfur Imports,,,Weekly Rocky Mountain (PADD 4) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Weekly Rocky Mountain (PADD 4) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD2IM_R50-Z00_2,Weekly West Coast (PADD 5) Distillate Greater than 500 to 2000 ppm Sulfur Imports,,,Weekly West Coast (PADD 5) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Weekly West Coast (PADD 5) Distillate Greater than 500 to 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD3IM_NUS-Z00_2,Weekly U.S. Distillate Greater than 2000 ppm Sulfur Imports,,,Weekly U.S. Distillate Greater than 2000 ppm Sulfur Imports,Weekly U.S. Distillate Greater than 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD3IM_R10-Z00_2,Weekly East Coast (PADD 1) Distillate Greater than 2000 ppm Sulfur Imports,,,Weekly East Coast (PADD 1) Distillate Greater than 2000 ppm Sulfur Imports,Weekly East Coast (PADD 1) Distillate Greater than 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD3IM_R20-Z00_2,weekly Midwest (PADD 2) Distillate Greater than 2000 ppm Sulfur Imports,Midwest,,Distillate Greater than 2000 ppm Sulfur Imports,Distillate Greater than 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD3IM_R30-Z00_2,Weekly Gulf Coast (PADD 3) Distillate Greater than 2000 ppm Sulfur Imports,,,Weekly Gulf Coast (PADD 3) Distillate Greater than 2000 ppm Sulfur Imports,Weekly Gulf Coast (PADD 3) Distillate Greater than 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD3IM_R40-Z00_2,Weekly Rocky Mountain (PADD 4) Distillate Greater than 2000 ppm Sulfur Imports,,,Weekly Rocky Mountain (PADD 4) Distillate Greater than 2000 ppm Sulfur Imports,Weekly Rocky Mountain (PADD 4) Distillate Greater than 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WD3IM_R50-Z00_2,Weekly West Coast (PADD 5) Distillate Greater than 2000 ppm Sulfur Imports,,,Weekly West Coast (PADD 5) Distillate Greater than 2000 ppm Sulfur Imports,Weekly West Coast (PADD 5) Distillate Greater than 2000 ppm Sulfur Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGRPP12,weekly East Coast (PADD 1) Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,East Coast,,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGRPP22,weekly Midwest (PADD 2) Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Midwest,,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGRPP32,weekly Gulf Coast (PADD 3) Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Gulf Coast,,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGRPP42,weekly Rocky Mountain (PADD 4) Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Rocky Mountain,,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGRPP52,weekly West Coast (PADD 5) Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,West Coast,,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGRPUS2,weekly U.S. Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,U.S.,,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refinery and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGST1A1,weekly New England (PADD 1A) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,,,New England (PADD 1A) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,New England (PADD 1A) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGST1B1,weekly Central Atlantic (PADD 1B) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,,,Central Atlantic (PADD 1B) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Central Atlantic (PADD 1B) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGST1C1,weekly Lower Atlantic (PADD 1C) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,,,Lower Atlantic (PADD 1C) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Lower Atlantic (PADD 1C) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGSTP11,weekly East Coast (PADD 1) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,East Coast,,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGSTP21,weekly Midwest (PADD 2) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Midwest,,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGSTP31,weekly Gulf Coast (PADD 3) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Gulf Coast,,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGSTP41,weekly Rocky Mountain (PADD 4) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Rocky Mountain,,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGSTP51,weekly West Coast (PADD 5) Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,West Coast,,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDGSTUS1,weekly U.S. Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,U.S.,,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Weekly Distillate Greater than 500 ppm Sulfur Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIEXUS2,weekly U.S. Total Distillate Exports,U.S.,,Total Distillate Exports,Total Distillate Exports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIIMUS2,weekly U.S. Weekly Total Distillate Imports,U.S.,,Weekly Total Distillate Imports,Weekly Total Distillate Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIIM_R10-Z00_2,Weekly East Coast (PADD 1) Total Distillate Imports,,,Weekly East Coast (PADD 1) Total Distillate Imports,Weekly East Coast (PADD 1) Total Distillate Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIIM_R20-Z00_2,weekly Midwest (PADD 2) Total Distillate Imports,Midwest,,Total Distillate Imports,Total Distillate Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIIM_R30-Z00_2,Weekly Gulf Coast (PADD 3) Total Distillate Imports,,,Weekly Gulf Coast (PADD 3) Total Distillate Imports,Weekly Gulf Coast (PADD 3) Total Distillate Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIIM_R40-Z00_2,Weekly Rocky Mountain (PADD 4) Total Distillate Imports,,,Weekly Rocky Mountain (PADD 4) Total Distillate Imports,Weekly Rocky Mountain (PADD 4) Total Distillate Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIIM_R50-Z00_2,Weekly West Coast (PADD 5) Total Distillate Imports,,,Weekly West Coast (PADD 5) Total Distillate Imports,Weekly West Coast (PADD 5) Total Distillate Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIRPP12,weekly East Coast (PADD 1) Refinery and Blender Net Production of Distillate Fuel Oil,East Coast,,Refinery and Blender Net Production of Distillate Fuel Oil,Refinery and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIRPP22,weekly Midwest (PADD 2) Refinery and Blender Net Production of Distillate Fuel Oil,Midwest,,Refinery and Blender Net Production of Distillate Fuel Oil,Refinery and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIRPP32,weekly Gulf Coast (PADD 3) Refinery and Blender Net Production of Distillate Fuel Oil,Gulf Coast,,Refinery and Blender Net Production of Distillate Fuel Oil,Refinery and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIRPP42,weekly Rocky Mountain (PADD 4) Refinery and Blender Net Production of Distillate Fuel Oil,Rocky Mountain,,Refinery and Blender Net Production of Distillate Fuel Oil,Refinery and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIRPP52,weekly West Coast (PADD 5) Refinery and Blender Net Production of Distillate Fuel Oil,West Coast,,Refinery and Blender Net Production of Distillate Fuel Oil,Refinery and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIRPUS2,weekly U.S. Refinery and Blender Net Production of Distillate Fuel Oil,U.S.,,Refinery and Blender Net Production of Distillate Fuel Oil,Refinery and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIST1A1,weekly New England (PADD 1A) Weekly Total Distillate Ending Stocks,,,New England (PADD 1A) Weekly Total Distillate Ending Stocks,New England (PADD 1A) Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIST1B1,weekly Central Atlantic (PADD 1B) Weekly Total Distillate Ending Stocks,,,Central Atlantic (PADD 1B) Weekly Total Distillate Ending Stocks,Central Atlantic (PADD 1B) Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIST1C1,weekly Lower Atlantic (PADD 1C) Weekly Total Distillate Ending Stocks,,,Lower Atlantic (PADD 1C) Weekly Total Distillate Ending Stocks,Lower Atlantic (PADD 1C) Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDISTP11,weekly East Coast (PADD 1) Weekly Total Distillate Ending Stocks,East Coast,,Weekly Total Distillate Ending Stocks,Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDISTP21,weekly Midwest (PADD 2) Weekly Total Distillate Ending Stocks,Midwest,,Weekly Total Distillate Ending Stocks,Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDISTP31,weekly Gulf Coast (PADD 3) Weekly Total Distillate Ending Stocks,Gulf Coast,,Weekly Total Distillate Ending Stocks,Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDISTP41,weekly Rocky Mountain (PADD 4) Weekly Total Distillate Ending Stocks,Rocky Mountain,,Weekly Total Distillate Ending Stocks,Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDISTP51,weekly West Coast (PADD 5) Weekly Total Distillate Ending Stocks,West Coast,,Weekly Total Distillate Ending Stocks,Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDISTUS1,weekly U.S. Weekly Total Distillate Ending Stocks,U.S.,,Weekly Total Distillate Ending Stocks,Weekly Total Distillate Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WDIUPUS2,weekly U.S. Weekly Total Distillate Fuel Oil Product Supplied,U.S.,,Weekly Total Distillate Fuel Oil Product Supplied,Weekly Total Distillate Fuel Oil Product Supplied,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1IM_NUS-Z00_2,Weekly U.S. Reformulated Gasoline with Alcohol Imports,,,Weekly U.S. Reformulated Gasoline with Alcohol Imports,Weekly U.S. Reformulated Gasoline with Alcohol Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1IM_R10-Z00_2,Weekly East Coast (PADD 1) Reformulated Gasoline with Alcohol Imports,,,Weekly East Coast (PADD 1) Reformulated Gasoline with Alcohol Imports,Weekly East Coast (PADD 1) Reformulated Gasoline with Alcohol Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1IM_R20-Z00_2,weekly Midwest (PADD 2) Reformulated Gasoline with Alcohol Imports,Midwest,,Reformulated Gasoline with Alcohol Imports,Reformulated Gasoline with Alcohol Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1IM_R30-Z00_2,Weekly Gulf Coast (PADD 3) Reformulated Gasoline with Alcohol Imports,,,Weekly Gulf Coast (PADD 3) Reformulated Gasoline with Alcohol Imports,Weekly Gulf Coast (PADD 3) Reformulated Gasoline with Alcohol Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1IM_R40-Z00_2,Weekly Rocky Mountain (PADD 4) Reformulated Gasoline with Alcohol Imports,,,Weekly Rocky Mountain (PADD 4) Reformulated Gasoline with Alcohol Imports,Weekly Rocky Mountain (PADD 4) Reformulated Gasoline with Alcohol Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1IM_R50-Z00_2,Weekly West Coast (PADD 5) Reformulated Gasoline with Alcohol Imports,,,Weekly West Coast (PADD 5) Reformulated Gasoline with Alcohol Imports,Weekly West Coast (PADD 5) Reformulated Gasoline with Alcohol Imports,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1ST_NUS_1,Weekly U.S. Reformulated Gasoline with Alcohol Ending Stocks,,,Weekly U.S. Reformulated Gasoline with Alcohol Ending Stocks,Weekly U.S. Reformulated Gasoline with Alcohol Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1ST_R10_1,Weekly East Coast (PADD 1) Reformulated Gasoline with Alcohol Ending Stocks,,,Weekly East Coast (PADD 1) Reformulated Gasoline with Alcohol Ending Stocks,Weekly East Coast (PADD 1) Reformulated Gasoline with Alcohol Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1ST_R20_1,weekly Midwest (PADD 2) Reformulated Gasoline with Alcohol Ending Stocks,Midwest,,Reformulated Gasoline with Alcohol Ending Stocks,Reformulated Gasoline with Alcohol Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1ST_R30_1,Weekly Gulf Coast (PADD 3) Reformulated Gasoline with Alcohol Ending Stocks,,,Weekly Gulf Coast (PADD 3) Reformulated Gasoline with Alcohol Ending Stocks,Weekly Gulf Coast (PADD 3) Reformulated Gasoline with Alcohol Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1ST_R40_1,Weekly Rocky Mountain (PADD 4) Reformulated Gasoline with Alcohol Ending Stocks,,,Weekly Rocky Mountain (PADD 4) Reformulated Gasoline with Alcohol Ending Stocks,Weekly Rocky Mountain (PADD 4) Reformulated Gasoline with Alcohol Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1ST_R50_1,Weekly West Coast (PADD 5) Reformulated Gasoline with Alcohol Ending Stocks,,,Weekly West Coast (PADD 5) Reformulated Gasoline with Alcohol Ending Stocks,Weekly West Coast (PADD 5) Reformulated Gasoline with Alcohol Ending Stocks,Thousand Barrels,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1TP_NUS_2,weekly U.S. Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,U.S.,,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1TP_R10_2,weekly East Coast (PADD 1) Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,East Coast,,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1TP_R20_2,weekly Midwest (PADD 2) Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Midwest,,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1TP_R30_2,weekly Gulf Coast (PADD 3) Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Gulf Coast,,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1TP_R40_2,weekly Rocky Mountain (PADD 4) Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Rocky Mountain,,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
WPSR_CSV,https://irtest.eia.gov/wpsr/wpsr.csv,WG1TP_R50_2,weekly West Coast (PADD 5) Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,West Coast,,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refinery and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
