Date;Latin America;North West Europe Zone;MED Zone (MED Sea+Black Sea);Other North Africa;Unknown;Western Africa;East Coast Canada;Southern Africa;Oceania;South-Central Asia;South-East Asia;Eastern Asia;Eastern Africa;Other Southern Europe;Other Middle East;West Coast Canada;Mideast Gulf;Period End Date
2022-07-08;888.62;80.56;0;0;0;0;0;0;0;0;2.96;0;0;0;0;0;0;2022-07-08
2022-07-15;1235.98;42.64;0;0;0;44.48;49.09;0;0;0;0;0;0;0;0;0;0;2022-07-15
2022-07-22;1244.49;158.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-07-22
2022-07-29;1258.36;46.90;0;0;0;0;47.46;0;0;0;0;0;0;0;0;0;0;2022-07-29
2022-08-05;975.10;0;0;0;2.38;0;5.57;0;0;0;0;0;0;0;0;0;0;2022-08-05
2022-08-12;815.56;0;0;0;40.50;0;34.53;0;0;0;0;0;0;0;0;0;0;2022-08-12
2022-08-19;1055.25;122.28;0;0;8.56;0;13.81;0;0;0;0;0;0;0;0;0;0;2022-08-19
2022-08-26;992.09;42.64;0;0;5.07;0;0;0;0;0;0;0;0;0;0;0;0;2022-08-26
2022-09-02;1113.76;57.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-09-02
2022-09-09;813.24;95.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-09-09
2022-09-16;828.06;210.51;0;15.33;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-09-16
2022-09-23;767.64;172.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-09-23
2022-09-30;872.41;109.21;0;0;12.12;0;31.98;0;0;0;0;0;0;0;0;0;0;2022-09-30
2022-10-07;884.76;143.40;6.21;0;0;43.35;0;0;0;0;0;0;0;0;0;0;0;2022-10-07
2022-10-14;830.81;19.28;0;0;13.54;0;0;0;0;0;0;0;0;0;0;0;0;2022-10-14
2022-10-21;963.39;0;43.13;0;17.79;0;0;0;0;0;0;0;0;0;0;0;0;2022-10-21
2022-10-28;629.06;84.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-10-28
2022-11-04;887.61;86.76;0;0;18.68;0;0;0;0;0;0;0;0;0;0;0;0;2022-11-04
2022-11-11;706.53;43.42;0;0;5.03;0;0;0;0;0;0;0;0;0;0;0;0;2022-11-11
2022-11-18;797.81;83.25;0;0;0;42.64;0;0;0;0;0;0;0;0;0;0;0;2022-11-18
2022-11-25;702.18;133.17;0;0;0;43.77;0;0;0;0;0;0;0;0;0;0;0;2022-11-25
2022-12-02;869.85;179.91;0;0;0;40.36;0;0;0;0;0;0;0;0;0;0;0;2022-12-02
2022-12-09;473.44;277.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-12-09
2022-12-16;720.39;388.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022-12-16
2022-12-23;774.60;95.43;0;0;0;42.64;0;0;0;0;0;0;0;0;0;0;0;2022-12-23
2022-12-30;785.95;49.34;0;0;0;0;2.88;0;0;0;0;0;0;0;0;0;0;2022-12-30
2023-01-06;687.88;216.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-01-06
2023-01-13;825.04;0;0;0;0;0;73.73;0;0;0;0;0;0;0;0;0;0;2023-01-13
2023-01-20;730.99;38.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-01-20
2023-01-27;540.09;61.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-01-27
2023-02-03;457.35;44.77;0.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-02-03
2023-02-10;615.34;151.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-02-10
2023-02-17;704.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-02-17
2023-02-24;793.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-02-24
2023-03-03;600.88;43.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-03-03
2023-03-10;694.59;0;0;42.64;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-03-10
2023-03-17;836.09;87.72;46.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-03-17
2023-03-24;866.82;82.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-03-24
2023-03-31;872.17;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;2023-03-31
2023-04-07;624.30;82.79;44.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-04-07
2023-04-14;704.70;0;46.76;0;50.42;0;0;0;0;0;0;0;0;0;0;0;0;2023-04-14
2023-04-21;627.89;188.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-04-21
2023-04-28;549.72;146.93;0;0;3.17;0;0;0;0;0;0;0;0;0;0;0;0;2023-04-28
2023-05-05;625.82;294.47;0;0;61.59;0;39.08;0;0;0;0;0;0;0;0;0;0;2023-05-05
2023-05-12;551.61;169.78;0;0;44.06;0;0;0;0;0;0;0;0;0;0;0;0;2023-05-12
2023-05-19;683.05;258.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-05-19
2023-05-26;792.03;203.90;44.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-05-26
2023-06-02;591.81;386.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-06-02
2023-06-09;621.40;128.89;0;0;26.66;0;0;0;0;0;0;0;0;0;0;0;0;2023-06-09
2023-06-16;799.62;46.90;42.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-06-16
2023-06-23;741.59;260.29;0;0;0;0;36.49;0;0;0;0;0;0;0;0;0;0;2023-06-23
2023-06-30;645.83;337.02;0;42.68;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-06-30
2023-07-07;625.00;271.88;40.50;0;3.51;0;0;0;0;0;0;0;0;0;0;0;0;2023-07-07
2023-07-14;850.31;175.55;79.51;44.85;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-07-14
2023-07-21;830.22;180.56;0;0;0;0;45.67;0;0;0;0;0;0;0;0;0;0;2023-07-21
2023-07-28;773.44;252.52;0;0;0;43.56;33.54;0;0;0;0;0;0;0;0;0;0;2023-07-28
2023-08-04;712.47;265.40;38.95;0;10.72;0;0;0;0;0;0;0;0;0;0;0;0;2023-08-04
2023-08-11;983.94;98.86;0;0;1.68;49.34;0;0;0;0;0;0;0;0;0;0;0;2023-08-11
2023-08-18;770.36;255.63;0;0;4.26;0;0;0;0;0;0;0;0;0;0;0;0;2023-08-18
2023-08-25;967.04;122.20;0;0;2.13;0;37.66;0;0;0;0;0;0;0;0;0;0;2023-08-25
2023-09-01;948.55;111.89;0;0;0;46.85;0;0;0;0;0;0;0;0;0;0;0;2023-09-01
2023-09-08;899.62;45.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-09-08
2023-09-15;903.09;138.88;0;0;0;39.21;0;0;0;0;0;0;0;0;0;0;0;2023-09-15
2023-09-22;788.42;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-09-22
2023-09-29;583.31;136.32;0;0;0;42.86;0;0;0;0;0;0;0;0;0;0;0;2023-09-29
2023-10-06;812.37;228.49;0;0;0;38.57;37.86;0;0;0;0;0;0;0;0;0;0;2023-10-06
2023-10-13;772.11;118.34;0;0;12.56;86.71;0;0;0;0;0;0;0;0;0;0;0;2023-10-13
2023-10-20;784.76;171.18;0;0;42.54;0;0;0;0;0;0;0;0;0;0;0;0;2023-10-20
2023-10-27;701.26;94.57;0;0;7.71;85.05;32.86;0;0;0;0;0;0;0;0;0;0;2023-10-27
2023-11-03;740.45;86.69;0;46.43;0;0;11.71;0;0;0;0;0;0;0;0;0;0;2023-11-03
2023-11-10;569.55;174.02;0;0;0;44.29;0;0;0;0;0;0;0;0;0;0;0;2023-11-10
2023-11-17;753.71;309.93;0;0;11.31;0;0;0;0;0;0;0;0;0;0;0;0;2023-11-17
2023-11-24;887.97;89.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-11-24
2023-12-01;389.45;269.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2023-12-01
2023-12-08;579.02;381.83;0;42.00;1.69;47.00;0;0;0;0;0;0;0;0;0;0;0;2023-12-08
2023-12-15;640.88;377.43;47.14;0;0.82;0;40.00;0;0;0;0;0;0;0;0;0;0;2023-12-15
2023-12-22;714.57;396.39;0;49.35;52.57;0;0;0;0;0;0;0;0;0;0;0;0;2023-12-22
2023-12-29;713.33;231.23;0;87.81;8.16;0;0;0;0;0;0;0;0;0;0;0;0;2023-12-29
2024-01-05;716.82;215.83;41.71;0;0;0;17.64;0;0;0;0;0;0;0;0;0;0;2024-01-05
2024-01-12;544.14;285.32;43.83;25.71;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-01-12
2024-01-19;541.98;186.99;42.86;42.86;2.43;0;0;0;0;0;0;0;0;0;0;0;0;2024-01-19
2024-01-26;396.70;164.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-01-26
2024-02-02;731.29;249.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-02-02
2024-02-09;427.70;241.72;0;0;3.36;0;0;0;0;0;0;0;0;0;0;0;0;2024-02-09
2024-02-16;356.01;280.21;0;0;0;0;22.86;0;0;0;0;0;0;32.90;0;0;0;2024-02-16
2024-02-23;511.80;221.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-02-23
2024-03-01;642.87;17.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-03-01
2024-03-08;365.99;215.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-03-08
2024-03-15;630.40;221.85;46.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-03-15
2024-03-22;704.76;96.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-03-22
2024-03-29;740.48;139.20;43.54;0;3.57;0;0;0;0;0;0;0;0;0;0;0;0;2024-03-29
2024-04-05;449.50;546.86;0;0;10.03;0;0;0;0;0;0;0;0;0;0;0;0;2024-04-05
2024-04-12;663.76;399.70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-04-12
2024-04-19;692.46;268.23;0;0;2.86;0;0;0;0;0;0;0;0;0;0;0;0;2024-04-19
2024-04-26;578.22;90.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-04-26
2024-05-03;786.64;42.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-05-03
2024-05-10;702.52;218.42;25.97;0;0.54;0;0;0;0;0;0;0;0;22.43;0;0;0;2024-05-10
2024-05-17;732.98;224.08;13.20;0;1.43;0;0;0;0;0;0;0;0;0;0;0;0;2024-05-17
2024-05-24;726.39;189.02;33.46;11.54;2.14;0;23.57;0;0;0;0;0;0;0;0;0;0;2024-05-24
2024-05-31;925.72;183.74;0;0;1.86;0;0;0;0;0;0;0;0;0;0;0;0;2024-05-31
2024-06-07;892.16;228.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-06-07
2024-06-14;640.53;132.33;46.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-06-14
2024-06-21;784.58;189.54;45.71;90.00;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-06-21
2024-06-28;953.52;256.51;0;92.01;0;43.94;0;0;0;0;0;0;0;0;0;0;0;2024-06-28
2024-07-05;778.75;131.08;47.81;0;7.06;42.14;27.00;0;0;0;0;0;0;0;0;0;0;2024-07-05
2024-07-12;608.73;223.42;42.65;42.86;0.16;0;0;0;0;0;0;0;0;0;0;0;0;2024-07-12
2024-07-19;717.82;182.57;134.46;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-07-19
2024-07-26;563.47;551.02;104.88;25.87;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-07-26
2024-08-02;603.69;386.02;73.81;11.90;27.55;0;0;0;0;0;0;0;0;0;0;0;0;2024-08-02
2024-08-09;802.63;285.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-08-09
2024-08-16;638.41;515.91;129.43;0;0;0;26.00;0;0;0;0;0;0;0;0;0;0;2024-08-16
2024-08-23;748.37;241.04;89.30;86.17;11.95;0;11.43;0;0;0;0;0;0;0;0;0;0;2024-08-23
2024-08-30;505.43;293.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-08-30
2024-09-06;1010.01;259.90;49.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-09-06
2024-09-13;603.59;43.43;49.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-09-13
2024-09-20;718.65;361.83;88.54;0;0;0;27.14;0;0;0;0;0;0;0;0;0;0;2024-09-20
2024-09-27;661.07;272.69;0;44.43;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-09-27
2024-10-04;745.86;396.54;48.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-10-04
2024-10-11;545.26;367.03;47.09;0;0;42.95;0;0;0;0;0;0;0;0;0;0;0;2024-10-11
2024-10-18;652.65;326.87;0;0;46.64;0;0;0;0;0;0;0;0;0;0;0;0;2024-10-18
2024-10-25;674.65;199.38;0;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-10-25
2024-11-01;598.86;218.08;43.57;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-01
2024-11-08;1004.85;51.46;49.11;0;0.07;0;27.14;0;0;0;0;0;0;0;0;0;0;2024-11-08
2024-11-15;952.62;272.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-15
2024-11-22;761.08;483.49;42.86;0;43.00;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-22
2024-11-29;603.19;384.39;0;43.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-11-29
2024-12-06;784.78;538.07;0;0;0;0;0;0;0;0;4.60;0;0;0;0;0;0;2024-12-06
2024-12-13;741.49;332.90;44.29;0;0;42.86;31.44;0;0;0;0;0;0;0;0;0;0;2024-12-13
2024-12-20;936.10;376.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-20
2024-12-27;778.36;145.27;0;21.72;49.23;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-27
2025-01-03;739.67;300.16;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-03
2025-01-10;680.07;135.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-10
2025-01-17;803.13;273.57;0;0;6.43;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-17
2025-01-24;586.35;163.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-24
2025-01-31;850.80;84.87;0;0;0;0;21.43;0;0;0;0;0;0;0;0;0;0;2025-01-31
2025-02-07;621.01;46.82;0;0;27.01;0;0;0;0;16.83;0;0;0;0;0;0;0;2025-02-07
2025-02-14;537.00;40.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-02-14
2025-02-21;865.35;33.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-02-21
2025-02-28;480.08;94.10;85.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-02-28
2025-03-07;524.50;133.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-03-07
2025-03-14;510.18;132.34;0;0;15.71;0;0;0;0;0;0;0;0;0;0;0;0;2025-03-14
2025-03-21;881.94;46.55;0;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-03-21
2025-03-28;648.50;227.90;46.86;44.29;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-03-28
2025-04-04;645.65;92.87;78.41;0;0;0;21.43;0;0;0;0;0;0;0;0;0;0;2025-04-04
2025-04-11;742.40;153.71;0;0;0;0;42.86;0;0;0;0;0;0;0;0;0;0;2025-04-11
2025-04-18;676.75;243.93;0;0;44.56;0;0;0;0;0;0;0;0;0;0;0;0;2025-04-18
2025-04-25;895.27;86.15;43.72;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-04-25
2025-05-02;681.35;173.76;57.10;20.75;40.86;0;0;0;0;0;0;0;0;0;0;0;0;2025-05-02
2025-05-09;809.28;220.92;0;46.53;31.85;0;0;0;0;0;0;3.87;0;0;0;0;0;2025-05-09
2025-05-16;795.77;126.15;74.13;187.39;130.02;0;0;0;0;0;0;0;0;0;0;0;0;2025-05-16
2025-05-23;716.11;94.73;0;0;0;41.79;47.86;0;0;0;0;0;0;0;0;0;0;2025-05-23
2025-05-30;888.83;252.81;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-05-30
2025-06-06;737.98;267.20;17.10;0;35.97;0;0;0;0;0;0;0;0;0;0;0;0;2025-06-06
2025-06-13;758.94;381.20;49.34;0;54.20;0;0;0;0;0;0;0;0;0;0;0;0;2025-06-13
2025-06-20;866.05;161.20;57.28;29.75;23.94;42.86;0;0;0;0;0;0;0;0;0;0;0;2025-06-20
2025-06-27;955.18;162.14;42.86;0;9.16;0;24.02;0;0;0;0;0;0;0;0;0;0;2025-06-27
2025-07-04;879.32;126.34;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;2025-07-04
2025-07-11;651.38;331.40;0;44.23;71.73;0;0;0;0;0;0;0;0;0;0;0;0;2025-07-11
2025-07-18;669.36;261.24;38.57;0;7.80;0;0;0;0;0;0;0;0;0;0;0;0;2025-07-18
2025-07-25;894.20;221.29;45.19;0;8.64;0;0;0;0;0;0;0;0;0;0;0;0;2025-07-25
2025-08-01;829.09;407.07;40.71;0;0;0;35.72;0;0;0;0;0;0;0;0;0;10.49;2025-08-01
2025-08-08;669.13;262.67;42.86;0;49.46;0;0;0;0;0;0;0;0;0;0;0;0;2025-08-08
2025-08-15;853.77;86.99;42.86;94.10;1.44;0;0;0;0;0;0;0;0;0;0;0;0;2025-08-15
2025-08-22;740.36;266.21;115.87;3.86;32.21;0;0;0;0;0;0;0;0;0;0;0;0;2025-08-22
2025-08-29;885.26;199.28;0;43.58;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-08-29
2025-09-05;529.32;248.58;42.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-09-05
2025-09-12;436.12;88.90;0;0;40.70;0;30.00;0;0;0;0;0;0;0;0;0;0;2025-09-12
2025-09-19;872.62;369.24;0;43.20;42.02;0;0;0;0;0;0;0;0;0;0;0;0;2025-09-19
2025-09-26;604.98;274.35;0;44.69;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-09-26
2025-10-03;558.83;367.85;46.37;46.08;0;44.29;0;0;0;0;0;0;0;0;0;0;0;2025-10-03
2025-10-10;839.03;146.59;96.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-10-10
2025-10-17;795.59;89.58;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;2025-10-17
2025-10-24;791.72;92.91;0;0;5.48;0;0;0;0;0;0;0;0;0;0;0;0;2025-10-24
2025-10-31;921.56;43.26;0;0;42.86;0;28.57;0;0;0;0;0;0;0;0;0;0;2025-10-31
2025-11-07;547.80;181.90;0;85.71;13.89;0;0;0;0;0;0;0;0;0;0;0;0;2025-11-07
2025-11-14;813.67;214.03;0;0;10.66;0;0;0;0;0;0;0;0;0;0;0;0;2025-11-14
2025-11-21;807.03;197.83;46.72;43.57;42.77;42.86;0;0;0;0;0;0;0;0;0;0;0;2025-11-21
2025-11-28;854.32;359.41;0;87.41;0;0;21.43;0;0;0;0;0;0;0;0;0;0;2025-11-28
2025-12-05;793.27;320.96;0;0;0;0;26.86;0;0;0;0;0;0;0;0;0;0;2025-12-05
2025-12-12;896.07;92.53;85.64;45.71;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12
2025-12-19;523.70;224.74;27.72;18.02;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-19
2025-12-26;574.51;178.86;0;47.14;42.86;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-26
2026-01-02;847.67;441.17;0;90.51;9.43;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-02
2026-01-09;692.57;403.53;46.71;0;0;83.58;0;0;0;0;0;0;0;0;0;0;0;2026-01-09
2026-01-16;549.75;295.07;44.29;0;0;42.86;0;0;0;0;0;0;0;0;0;0;0;2026-01-16
2026-01-23;330.26;346.71;43.20;0;30.23;0;10.89;0;0;0;0;0;0;0;0;0;0;2026-01-23
2026-01-30;632.06;202.04;76.28;12.51;12.60;0;21.49;0;0;0;0;0;0;0;0;0;0;2026-01-30
2026-02-06;540.32;212.43;87.00;45.93;11.02;31.84;0;0;0;0;0;0;0;0;0;0;0;2026-02-06
2026-02-13;458.69;177.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-13
2026-02-20;745.25;270.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-20
2026-02-27;456.82;421.40;92.86;43.86;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-02-27
2026-03-06;495.95;200.40;0;42.86;0;0;32.14;71.43;0;0;0;0;0;0;0;0;0;2026-03-06
2026-03-13;611.55;124.31;0;0;0;40.71;0;106.60;0;0;0;0;0;0;0;0;0;2026-03-13
2026-03-20;499.79;244.00;44.29;0;0;0;0;88.19;85.71;0;0;0;0;0;0;0;0;2026-03-20
2026-03-27;597.38;45.00;0;87.89;26.15;168.00;0;42.43;71.49;0;8.53;0;113.46;0;0;0;0;2026-03-27
2026-04-03;601.59;131.98;85.86;0;0;0;0;127.93;48.29;42.86;0;0;0;0;0;0;0;2026-04-03
2026-04-10;903.78;199.14;86.50;0;5.00;83.00;0;12.19;95.71;87.84;34.48;0;0;0;0;0;0;2026-04-10
2026-04-17;752.92;0;43.14;0;13.84;160.04;27.55;92.91;0;0;0;0;0;0;0;0;0;2026-04-17
2026-04-24;759.99;174.83;0;85.31;0;88.57;0;32.14;0;0;0;0;0;0;0;0;0;2026-04-24
2026-05-01;658.35;375.62;0;42.71;54.14;0;0;0;0;0;0;0;0;0;0;0;0;2026-05-01
2026-05-08;975.72;132.33;110.71;45.36;0;84.17;0;43.27;0;0;0;0;0;0;0;0;0;2026-05-08
2026-05-15;802.15;184.65;47.17;0;0;86.92;0;0;0;0;0;0;0;0;0;0;0;2026-05-15
2026-05-22;737.94;333.73;0;114.70;20.36;0;0;45.00;0;0;0;0;0;0;0;0;0;2026-05-22
2026-05-29;898.59;209.37;87.82;0;24.14;47.47;0;106.87;0;25.67;0;0;0;0;0;0;0;2026-05-29
2026-06-05;798.08;203.39;80.25;0;42.84;83.24;33.68;17.03;0;31.29;0;0;0;0;0;0;0;2026-06-05
2026-06-12;823.94;168.24;80.87;106.10;25.04;0;0;0;0;0;0;0;0;0;0;0;0;2026-06-12
2026-06-19;821.96;96.46;0;39.72;50.94;42.86;43.26;0;0;0;0;0;0;0;0;0;0;2026-06-19
2026-06-26;1213.26;21.71;0;44.29;0;86.03;0;0;0;0;0;0;0;0;0;0;0;2026-06-26
2026-07-03;1152.81;82.00;175.62;0;42.86;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-03
2026-07-10;514.06;347.09;0;0;62.76;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-10
2026-07-17;49.42;0;0;0;149.18;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-17
2026-07-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-24
2026-07-31;0;48.74;0;0;71.86;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-31
2026-08-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-08-07
2026-08-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-08-14
2026-08-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-08-21
