Date;Latin America;East Coast Canada;North West Europe Zone;MED Zone (MED Sea+Black Sea);Unknown;Western Africa;West Coast Canada;Other North Africa;Oceania;Eastern Asia;Other Southern Europe;Southern Africa;Period End Date
2024-02-16;153.94;20.00;45.00;46.24;0;0;0;0;0;0;0;0;2024-02-16
2024-02-23;109.83;42.86;0;0;0;0;0;0;0;0;0;0;2024-02-23
2024-03-01;138.30;37.05;0;0;0;0;0;0;0;0;0;0;2024-03-01
2024-03-08;101.62;0;0;0;0;0;0;0;0;0;0;0;2024-03-08
2024-03-15;188.47;42.89;0;0;0;0;0;0;0;0;0;0;2024-03-15
2024-03-22;90.87;0;0;0;0;0;0;0;0;0;0;0;2024-03-22
2024-03-29;113.78;42.86;0;0;0;0;0;0;0;0;0;0;2024-03-29
2024-04-05;112.98;35.71;0;0;0;0;0;0;0;0;0;0;2024-04-05
2024-04-12;135.35;0;0;0;0;0;0;0;0;0;0;0;2024-04-12
2024-04-19;130.21;37.14;0;0;0;0;0;0;0;0;0;0;2024-04-19
2024-04-26;67.15;0;0;0;0;0;0;0;0;0;0;0;2024-04-26
2024-05-03;125.53;0;0;46.02;8.12;0;0;0;0;0;0;0;2024-05-03
2024-05-10;167.02;0;0;0;2.29;0;0;0;0;0;0;0;2024-05-10
2024-05-17;110.37;0;0;33.53;0;0;0;0;0;0;0;0;2024-05-17
2024-05-24;113.16;62.86;0;0;0;0;0;0;0;0;0;0;2024-05-24
2024-05-31;121.49;0;0;0;0;0;0;0;0;0;0;0;2024-05-31
2024-06-07;150.98;42.55;0;0;0;0;0;0;0;0;0;0;2024-06-07
2024-06-14;233.15;0;0;0;0;0;0;0;0;0;0;0;2024-06-14
2024-06-21;55.95;0;0;0;0;0;0;0;0;0;0;0;2024-06-21
2024-06-28;175.52;0;0;0;0;0;0;0;0;0;0;0;2024-06-28
2024-07-05;184.11;12.71;0;0;0;0;0;0;0;0;0;0;2024-07-05
2024-07-12;95.15;0;0;46.71;0;0;0;0;0;0;0;0;2024-07-12
2024-07-19;189.68;0;8.90;0;0;0;0;0;0;0;0;0;2024-07-19
2024-07-26;60.88;20.28;0;0;8.00;0;0;0;0;0;0;0;2024-07-26
2024-08-02;153.80;41.29;0;0;0;0;0;0;0;0;0;0;2024-08-02
2024-08-09;117.48;0;0;0;0;0;0;0;0;0;0;0;2024-08-09
2024-08-16;123.69;55.57;15.71;0;0;0;0;0;0;0;0;0;2024-08-16
2024-08-23;72.14;0;73.71;0;0;0;0;0;0;0;0;0;2024-08-23
2024-08-30;95.28;97.68;27.21;26.56;0;0;0;18.97;0;0;0;0;2024-08-30
2024-09-06;142.38;0;0;0;0;0;0;0;0;0;0;0;2024-09-06
2024-09-13;190.55;0;45.71;46.68;0;0;0;0;0;0;0;0;2024-09-13
2024-09-20;178.47;12.86;47.82;0;0;0;0;0;0;0;0;0;2024-09-20
2024-09-27;8.41;0;0;0;0;0;0;0;0;0;0;0;2024-09-27
2024-10-04;125.10;0;0;0;0;0;0;0;0;0;0;0;2024-10-04
2024-10-11;131.45;0;43.14;49.35;0;0;0;0;0;0;0;0;2024-10-11
2024-10-18;148.17;37.14;0;0;0;0;0;0;0;0;0;0;2024-10-18
2024-10-25;96.29;42.86;0;0;34.03;0;0;11.74;0;0;0;0;2024-10-25
2024-11-01;111.62;48.94;0;0;0;0;0;0;0;0;0;0;2024-11-01
2024-11-08;121.39;47.98;65.61;0;0;0;0;0;0;0;0;0;2024-11-08
2024-11-15;56.53;0;0;0;0;0;0;0;0;0;0;0;2024-11-15
2024-11-22;215.99;36.57;0;0;0;0;0;0;0;0;0;0;2024-11-22
2024-11-29;48.55;0;0;0;0;0;0;0;0;0;0;0;2024-11-29
2024-12-06;141.83;39.85;44.71;46.41;0;0;0;0;0;0;0;0;2024-12-06
2024-12-13;187.26;34.33;0;0;0;0;37.51;0;0;0;0;0;2024-12-13
2024-12-20;120.84;0;0;0;0;0;0;0;0;0;0;0;2024-12-20
2024-12-27;99.37;37.14;0;0;0;0;0;0;0;0;0;0;2024-12-27
2025-01-03;177.74;0;22.14;0;0;0;0;0;0;0;0;0;2025-01-03
2025-01-10;86.55;35.71;0;0;0;0;0;0;0;0;0;0;2025-01-10
2025-01-17;103.52;0;0;0;0;0;0;0;0;0;0;0;2025-01-17
2025-01-24;85.67;37.25;0;0;6.86;0;0;0;0;0;0;0;2025-01-24
2025-01-31;110.94;21.43;0;0;0;0;0;0;0;0;0;0;2025-01-31
2025-02-07;110.13;35.71;0;0;0;0;0;0;0;0;0;0;2025-02-07
2025-02-14;42.29;77.43;0;0;0;0;0;0;0;0;0;0;2025-02-14
2025-02-21;143.96;0;0;0;0;0;0;0;0;0;0;0;2025-02-21
2025-02-28;101.61;34.91;0;0;0;0;0;0;0;0;0;0;2025-02-28
2025-03-07;145.15;36.14;0;0;0;0;0;0;0;0;0;0;2025-03-07
2025-03-14;146.75;42.86;0;0;0.63;0;0;0;0;0;0;0;2025-03-14
2025-03-21;111.02;35.29;0;0;0;0;0;0;0;0;0;0;2025-03-21
2025-03-28;115.56;0;0;0;0;0;0;0;0;0;0;0;2025-03-28
2025-04-04;87.95;0;44.35;47.08;42.86;0;0;0;0;0;0;0;2025-04-04
2025-04-11;125.05;118.79;0;0;0;0;0;0;0;0;0;0;2025-04-11
2025-04-18;145.23;0;0;0;0;0;0;0;0;0;0;0;2025-04-18
2025-04-25;82.20;0;0;0;0;0;0;0;0;0;0;0;2025-04-25
2025-05-02;74.81;0;0;0;0;0;0;0;0;0;0;0;2025-05-02
2025-05-09;100.05;42.86;44.31;0;0;0;0;0;0;0;0;0;2025-05-09
2025-05-16;79.09;0;0;0;0;0;0;0;0;0;0;0;2025-05-16
2025-05-23;141.22;51.43;0;0;0;0;0;0;0;0;0;0;2025-05-23
2025-05-30;93.21;64.91;0;45.67;0;0;0;0;0;0;0;0;2025-05-30
2025-06-06;91.91;0;58.93;0;0;0;0;0;0;0;0;0;2025-06-06
2025-06-13;88.26;57.71;57.09;0;0;0;0;0;0;0;0;0;2025-06-13
2025-06-20;217.96;0;45.23;0;0.66;0;0;0;0;0;0;0;2025-06-20
2025-06-27;89.83;50.00;44.30;0;0;0;0;0;0;0;0;0;2025-06-27
2025-07-04;140.24;42.86;42.86;0;9.59;0;0;0;0;0;0;0;2025-07-04
2025-07-11;154.74;37.99;0;46.68;0;0;0;0;0;0;0;0;2025-07-11
2025-07-18;138.62;0;0;0;0;0;0;0;0;0;0;0;2025-07-18
2025-07-25;135.70;79.68;0;0;0;0;0;0;0;0;0;0;2025-07-25
2025-08-01;86.14;48.29;0;0;0;0;0;0;0;0;0;0;2025-08-01
2025-08-08;155.35;0;0;0;0;0;0;0;0;0;0;0;2025-08-08
2025-08-15;173.07;0;0;0;0;0;0;0;0;0;0;0;2025-08-15
2025-08-22;107.15;76.08;0;0;11.00;0;0;0;0;0;0;0;2025-08-22
2025-08-29;74.17;4.70;0;0;2.49;0;0;0;0;0;0;0;2025-08-29
2025-09-05;150.17;0;87.57;0;0;0;0;0;0;0;0;0;2025-09-05
2025-09-12;89.11;9.27;0;0;0;0;0;0;0;0;0;0;2025-09-12
2025-09-19;245.75;0;0;0;0;0;0;0;0;0;0;0;2025-09-19
2025-09-26;100.03;31.43;0;45.74;0;0;0;0;0;0;0;0;2025-09-26
2025-10-03;135.94;42.81;0;0;0;0;0;0;0;0;0;0;2025-10-03
2025-10-10;73.87;0;0;0;0;0;0;0;0;0;0;0;2025-10-10
2025-10-17;137.82;0;0;0;0;0;0;0;0;0;0;0;2025-10-17
2025-10-24;155.08;27.09;10.71;0;0;0;0;0;0;0;0;0;2025-10-24
2025-10-31;109.36;53.57;10.71;0;0;0;0;0;0;0;0;0;2025-10-31
2025-11-07;53.31;48.90;0;0;0;0;0;0;0;0;0;0;2025-11-07
2025-11-14;180.59;33.70;0;0;0;0;0;0;0;0;0;0;2025-11-14
2025-11-21;82.84;0;45.00;0;0;0;0;0;0;0;0;0;2025-11-21
2025-11-28;102.16;40.00;106.12;0;0;0;0;0;0;0;0;0;2025-11-28
2025-12-05;152.47;51.18;88.57;0;0;0;0;0;0;0;0;0;2025-12-05
2025-12-12;77.52;40.10;0;0;0;0;0;0;0;0;0;0;2025-12-12
2025-12-19;256.58;0;0;0;0;0;0;0;0;0;0;0;2025-12-19
2025-12-26;94.45;0;86.63;0;0;0;0;0;0;0;0;0;2025-12-26
2026-01-02;171.13;34.16;43.99;0;0;0;0;0;0;0;0;0;2026-01-02
2026-01-09;150.81;35.92;134.94;0;0;0;0;0;0;0;0;0;2026-01-09
2026-01-16;186.01;0;137.29;0;0;0;0;0;0;0;0;0;2026-01-16
2026-01-23;181.74;0;44.41;0;0;0;0;0;0;0;0;0;2026-01-23
2026-01-30;105.16;99.65;0;0;0;0;0;0;0;0;0;0;2026-01-30
2026-02-06;146.46;36.10;25.20;0;45.00;0;0;17.64;0;0;0;0;2026-02-06
2026-02-13;101.22;0;0;0;0;0;0;0;0;0;0;0;2026-02-13
2026-02-20;217.35;38.06;0;0;0;0;0;0;0;0;0;0;2026-02-20
2026-02-27;122.13;0;0;0;0;0;0;0;0;0;0;0;2026-02-27
2026-03-06;89.02;50.00;0;0;0;0;0;0;0;0;0;0;2026-03-06
2026-03-13;251.36;0;0;0;0;0;0;0;0;0;0;0;2026-03-13
2026-03-20;138.50;40.71;91.53;0;0;0;0;0;0;0;0;0;2026-03-20
2026-03-27;165.28;11.10;134.95;0;0;0;0;0;42.86;0;0;0;2026-03-27
2026-04-03;146.45;0;129.72;46.62;42.86;0;44.55;0;0;0;0;0;2026-04-03
2026-04-10;159.17;0;0;47.00;3.57;0;16.17;0;0;0;0;0;2026-04-10
2026-04-17;150.54;40.57;89.84;45.98;0;0;0;0;0;0;0;0;2026-04-17
2026-04-24;206.09;0;82.27;0;0;0;0;0;0;0;0;10.71;2026-04-24
2026-05-01;118.79;0;182.22;0;19.93;0;0;0;0;0;19.93;0;2026-05-01
2026-05-08;127.14;48.57;157.86;0;0;0;0;0;0;0;0;0;2026-05-08
2026-05-15;122.74;0;198.49;0;8.80;0;0;0;0;0;0;0;2026-05-15
2026-05-22;189.57;0;104.26;0;0;0;0;0;0;0;0;0;2026-05-22
2026-05-29;81.97;0;88.48;115.29;0;0;0;16.78;0;0;0;0;2026-05-29
2026-06-05;137.58;54.77;117.42;0;0;0;0;0;0;0;0;0;2026-06-05
2026-06-12;143.65;0;188.76;0;27.57;0;0;0;0;0;0;0;2026-06-12
2026-06-19;103.52;0;48.84;88.29;80.80;0;0;0;0;0;0;0;2026-06-19
2026-06-26;191.54;48.78;47.14;45.00;0;0;0;0;0;0;0;0;2026-06-26
2026-07-03;162.13;0;0;45.00;43.42;0;0;0;0;0;0;0;2026-07-03
2026-07-10;43.00;0;0;0;18.71;0;0;0;0;0;0;0;2026-07-10
2026-07-17;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-17
2026-07-24;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-24
2026-07-31;0;0;0;0;0;0;0;0;0;0;0;0;2026-07-31
2026-08-07;0;0;0;0;0;0;0;0;0;0;0;0;2026-08-07
2026-08-14;0;0;0;0;0;0;0;0;0;0;0;0;2026-08-14
2026-08-21;0;0;0;0;0;0;0;0;0;0;0;0;2026-08-21
