fuel2002,fuel2002TypeDescription,fuelType,fuelTypeDescription,period,plantCode,plantName,primeMover,state,stateDescription,total-consumption,total-consumption-units
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-10,61890,NRG Chalk Point CT,ALL,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-10,61890,NRG Chalk Point CT,GT,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,568,Bridgeport Station,ALL,CT,Connecticut,1415,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,568,Bridgeport Station,CA,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,568,Bridgeport Station,CT,CT,Connecticut,1415,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,589,J C McNeil,ALL,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,589,J C McNeil,ST,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,594,Indian River Generating Station,ALL,DE,Delaware,26,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,594,Indian River Generating Station,GT,DE,Delaware,26,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,602,Brandon Shores,ALL,MD,Maryland,4849,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,602,Brandon Shores,ST,MD,Maryland,4849,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1507,William F Wyman Hybrid,ALL,ME,Maine,358,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1507,William F Wyman Hybrid,ST,ME,Maine,358,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1507,William F Wyman Hybrid,ALL,ME,Maine,1965,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1507,William F Wyman Hybrid,ST,ME,Maine,1965,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1554,Herbert A Wagner,ALL,MD,Maryland,22799,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1554,Herbert A Wagner,GT,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1554,Herbert A Wagner,ST,MD,Maryland,22799,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1556,Perryman,ALL,MD,Maryland,3219,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1556,Perryman,GT,MD,Maryland,3219,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1571,Chalk Point Power,ALL,MD,Maryland,2995,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1571,Chalk Point Power,GT,MD,Maryland,2995,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1571,Chalk Point Power,ST,MD,Maryland,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1571,Chalk Point Power,ALL,MD,Maryland,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1571,Chalk Point Power,ST,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1572,Dickerson Power,ALL,MD,Maryland,8661,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1572,Dickerson Power,GT,MD,Maryland,8661,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1573,Morgantown Generating Plant,ALL,MD,Maryland,8389,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1573,Morgantown Generating Plant,GT,MD,Maryland,8389,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1580,Easton,ALL,MD,Maryland,33,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1580,Easton,IC,MD,Maryland,33,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1595,Kendall Square Station,ALL,MA,Massachusetts,1205,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1595,Kendall Square Station,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1595,Kendall Square Station,CT,MA,Massachusetts,728,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1595,Kendall Square Station,GT,MA,Massachusetts,477,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1595,Kendall Square Station,ALL,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1595,Kendall Square Station,CT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1599,Canal,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1599,Canal,GT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,1599,Canal,ST,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1599,Canal,ALL,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,1599,Canal,ST,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2364,Merrimack,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2364,Merrimack,ST,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2364,Merrimack,ALL,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2364,Merrimack,GT,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2367,Schiller,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2367,Schiller,ST,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2367,Schiller,ALL,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2367,Schiller,ST,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2406,PSEG Linden Generating Station,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2406,PSEG Linden Generating Station,CA,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2406,PSEG Linden Generating Station,CT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2406,PSEG Linden Generating Station,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2410,PSEG Salem Generating Station,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2410,PSEG Salem Generating Station,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2411,PSEG Sewaren Generating Station,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2411,PSEG Sewaren Generating Station,CA,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2411,PSEG Sewaren Generating Station,CT,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2411,PSEG Sewaren Generating Station,ALL,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2411,PSEG Sewaren Generating Station,CT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2434,Howard Down,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2434,Howard Down,GT,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2434,Howard Down,ALL,NJ,New Jersey,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2434,Howard Down,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2493,East River,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2493,East River,GT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2493,East River,ST,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2493,East River,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2493,East River,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2500,Ravenswood,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2500,Ravenswood,CA,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2500,Ravenswood,CT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2500,Ravenswood,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2511,E F Barrett,ALL,NY,New York,2424,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2511,E F Barrett,GT,NY,New York,2424,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2511,E F Barrett,ALL,NY,New York,2507,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2511,E F Barrett,ST,NY,New York,2507,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2516,Northport,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2516,Northport,GT,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2516,Northport,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2516,Northport,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2517,Port Jefferson,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2517,Port Jefferson,GT,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2517,Port Jefferson,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2517,Port Jefferson,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2594,Oswego Harbor Power,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,2594,Oswego Harbor Power,ST,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2594,Oswego Harbor Power,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2594,Oswego Harbor Power,ST,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2625,Bowline Point,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,2625,Bowline Point,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3118,Conemaugh,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3118,Conemaugh,IC,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3130,Seward (PA),ALL,PA,Pennsylvania,2186,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3130,Seward (PA),ST,PA,Pennsylvania,2186,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3131,Shawville,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3131,Shawville,IC,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3131,Shawville,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3136,Keystone,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3136,Keystone,IC,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3136,Keystone,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3140,Brunner Island,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3140,Brunner Island,IC,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3140,Brunner Island,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3148,TalenEnergy Martins Creek,ALL,PA,Pennsylvania,5,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3148,TalenEnergy Martins Creek,ST,PA,Pennsylvania,5,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,3148,TalenEnergy Martins Creek,ALL,PA,Pennsylvania,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,3148,TalenEnergy Martins Creek,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3149,TalenEnergy Montour,ALL,PA,Pennsylvania,380,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3149,TalenEnergy Montour,ST,PA,Pennsylvania,380,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3236,Manchester Street,ALL,RI,Rhode Island,38,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3236,Manchester Street,CA,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3236,Manchester Street,CT,RI,Rhode Island,38,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3708,Ascutney,ALL,VT,Vermont,23,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3708,Ascutney,GT,VT,Vermont,23,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3723,Rutland,ALL,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3723,Rutland,GT,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3734,Berlin 5,ALL,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3734,Berlin 5,GT,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3737,Essex Junction 19,ALL,VT,Vermont,23,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3737,Essex Junction 19,IC,VT,Vermont,23,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3775,Clinch River,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3775,Clinch River,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3797,Chesterfield,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3797,Chesterfield,CA,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3797,Chesterfield,CT,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3804,Possum Point,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3804,Possum Point,CA,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3804,Possum Point,CT,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3804,Possum Point,GT,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3935,John E Amos,ALL,WV,West Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3935,John E Amos,ST,WV,West Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3943,FirstEnergy Fort Martin Power Station,ALL,WV,West Virginia,3476,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3943,FirstEnergy Fort Martin Power Station,ST,WV,West Virginia,3476,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3948,Mitchell (WV),ALL,WV,West Virginia,5349,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3948,Mitchell (WV),ST,WV,West Virginia,5349,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3954,Mt Storm,ALL,WV,West Virginia,1016,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,3954,Mt Storm,ST,WV,West Virginia,1016,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,4257,Easton 2,ALL,MD,Maryland,42,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,4257,Easton 2,GT,MD,Maryland,32,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,4257,Easton 2,IC,MD,Maryland,10,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,4257,Easton 2,ALL,MD,Maryland,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,4257,Easton 2,IC,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6081,Stony Brook,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6081,Stony Brook,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6081,Stony Brook,CT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6081,Stony Brook,GT,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6081,Stony Brook,IC,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6156,New Haven Harbor,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6156,New Haven Harbor,ST,CT,Connecticut,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,6156,New Haven Harbor,ALL,CT,Connecticut,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,6156,New Haven Harbor,ST,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6264,Mountaineer,ALL,WV,West Virginia,6295,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6264,Mountaineer,ST,WV,West Virginia,6295,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6567,Block Island,ALL,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6567,Block Island,IC,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6635,A L Pierce,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,6635,A L Pierce,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7153,Hay Road,ALL,DE,Delaware,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7153,Hay Road,CA,DE,Delaware,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7153,Hay Road,CT,DE,Delaware,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7213,Clover,ALL,VA,Virginia,852,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7213,Clover,ST,VA,Virginia,852,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7397,Falling Spring,ALL,PA,Pennsylvania,1,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7397,Falling Spring,IC,PA,Pennsylvania,1,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7839,Ladysmith,ALL,VA,Virginia,22720,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7839,Ladysmith,GT,VA,Virginia,22720,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7962,Warren F Sam Beasley Generation Station,ALL,DE,Delaware,180,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,7962,Warren F Sam Beasley Generation Station,GT,DE,Delaware,180,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,8002,Newington,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,8002,Newington,ST,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,8002,Newington,ALL,NH,New Hampshire,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,8002,Newington,ST,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,8006,Roseton Generating Facility,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,8006,Roseton Generating Facility,ST,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,8006,Roseton Generating Facility,ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,8006,Roseton Generating Facility,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10017,WestRock-West Point Mill,ALL,VA,Virginia,25,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10017,WestRock-West Point Mill,ST,VA,Virginia,25,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10017,WestRock-West Point Mill,ALL,VA,Virginia,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10017,WestRock-West Point Mill,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10025,"RED-Rochester, LLC",ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10025,"RED-Rochester, LLC",ST,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10025,"RED-Rochester, LLC",ALL,NY,New York,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10025,"RED-Rochester, LLC",ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10029,General Electric Aircraft Engines,ALL,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10029,General Electric Aircraft Engines,ST,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10029,General Electric Aircraft Engines,ALL,MA,Massachusetts,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10029,General Electric Aircraft Engines,ST,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10030,Energy Center Dover,ALL,DE,Delaware,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10030,Energy Center Dover,GT,DE,Delaware,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10058,"Wabtec U.S Rail, Grove City Engine Plant",ALL,PA,Pennsylvania,1769,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10058,"Wabtec U.S Rail, Grove City Engine Plant",IC,PA,Pennsylvania,1769,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10108,Hampton Facility,ALL,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10108,Hampton Facility,GT,NH,New Hampshire,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10122,CIP II/AR Bridgewater Holdings - NJCOE,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10122,CIP II/AR Bridgewater Holdings - NJCOE,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10123,Hoffmann LaRoche,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10123,Hoffmann LaRoche,GT,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10129,Indiana University of Pennsylvania,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10129,Indiana University of Pennsylvania,IC,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10224,Merck Rahway Power Plant,ALL,NJ,New Jersey,109,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10224,Merck Rahway Power Plant,ST,NJ,New Jersey,109,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10435,Camden Resource Recovery Facility,ALL,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10435,Camden Resource Recovery Facility,ST,NJ,New Jersey,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10495,Rumford Cogeneration,ALL,ME,Maine,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2025-11,10495,Rumford Cogeneration,ST,ME,Maine,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2025-11,10495,Rumford Cogeneration,ALL,ME,Maine,2585,barrels
