fueltype,period,respondent,respondent-name,timezone,timezone-description,type-name,value,value-units
OIL,2020-03-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,5047,megawatthours
OIL,2020-03-18,NE,New England,Central,Central,Petroleum,231,megawatthours
OIL,2020-03-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,5642,megawatthours
OIL,2020-03-19,NE,New England,Central,Central,Petroleum,257,megawatthours
OIL,2020-03-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5153,megawatthours
OIL,2020-03-20,NE,New England,Central,Central,Petroleum,248,megawatthours
OIL,2020-03-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5055,megawatthours
OIL,2020-03-21,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-03-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5077,megawatthours
OIL,2020-03-22,NE,New England,Central,Central,Petroleum,24,megawatthours
OIL,2020-03-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,5231,megawatthours
OIL,2020-03-23,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-03-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5191,megawatthours
OIL,2020-03-24,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2020-03-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5351,megawatthours
OIL,2020-03-25,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2020-03-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5246,megawatthours
OIL,2020-03-26,NE,New England,Central,Central,Petroleum,10,megawatthours
OIL,2020-03-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5159,megawatthours
OIL,2020-03-27,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2020-03-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,5164,megawatthours
OIL,2020-03-28,NE,New England,Central,Central,Petroleum,9,megawatthours
OIL,2020-03-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,5189,megawatthours
OIL,2020-03-29,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-03-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,5177,megawatthours
OIL,2020-03-30,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2020-03-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,5505,megawatthours
OIL,2020-03-31,NE,New England,Central,Central,Petroleum,1,megawatthours
OIL,2020-04-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,5246,megawatthours
OIL,2020-04-01,NE,New England,Central,Central,Petroleum,39,megawatthours
OIL,2020-04-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,5322,megawatthours
OIL,2020-04-02,NE,New England,Central,Central,Petroleum,11,megawatthours
OIL,2020-04-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5247,megawatthours
OIL,2020-04-03,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5182,megawatthours
OIL,2020-04-04,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,6532,megawatthours
OIL,2020-04-05,NE,New England,Central,Central,Petroleum,11,megawatthours
OIL,2020-04-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,5381,megawatthours
OIL,2020-04-06,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5620,megawatthours
OIL,2020-04-07,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,5400,megawatthours
OIL,2020-04-08,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5163,megawatthours
OIL,2020-04-09,NE,New England,Central,Central,Petroleum,57,megawatthours
OIL,2020-04-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,5289,megawatthours
OIL,2020-04-10,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,5190,megawatthours
OIL,2020-04-11,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,5132,megawatthours
OIL,2020-04-12,NE,New England,Central,Central,Petroleum,16,megawatthours
OIL,2020-04-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,5204,megawatthours
OIL,2020-04-13,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,5293,megawatthours
OIL,2020-04-14,NE,New England,Central,Central,Petroleum,245,megawatthours
OIL,2020-04-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,5179,megawatthours
OIL,2020-04-15,NE,New England,Central,Central,Petroleum,201,megawatthours
OIL,2020-04-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,5249,megawatthours
OIL,2020-04-16,NE,New England,Central,Central,Petroleum,342,megawatthours
OIL,2020-04-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,5347,megawatthours
OIL,2020-04-17,NE,New England,Central,Central,Petroleum,262,megawatthours
OIL,2020-04-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,5252,megawatthours
OIL,2020-04-18,NE,New England,Central,Central,Petroleum,126,megawatthours
OIL,2020-04-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,5329,megawatthours
OIL,2020-04-19,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5307,megawatthours
OIL,2020-04-20,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5362,megawatthours
OIL,2020-04-21,NE,New England,Central,Central,Petroleum,93,megawatthours
OIL,2020-04-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5348,megawatthours
OIL,2020-04-22,NE,New England,Central,Central,Petroleum,13,megawatthours
OIL,2020-04-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,5260,megawatthours
OIL,2020-04-23,NE,New England,Central,Central,Petroleum,22,megawatthours
OIL,2020-04-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5195,megawatthours
OIL,2020-04-24,NE,New England,Central,Central,Petroleum,31,megawatthours
OIL,2020-04-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5309,megawatthours
OIL,2020-04-25,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5221,megawatthours
OIL,2020-04-26,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5238,megawatthours
OIL,2020-04-27,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,5376,megawatthours
OIL,2020-04-28,NE,New England,Central,Central,Petroleum,5,megawatthours
OIL,2020-04-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,5238,megawatthours
OIL,2020-04-29,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-04-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,5180,megawatthours
OIL,2020-04-30,NE,New England,Central,Central,Petroleum,124,megawatthours
OIL,2020-05-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,5112,megawatthours
OIL,2020-05-01,NE,New England,Central,Central,Petroleum,45,megawatthours
OIL,2020-05-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,5087,megawatthours
OIL,2020-05-02,NE,New England,Central,Central,Petroleum,23,megawatthours
OIL,2020-05-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5037,megawatthours
OIL,2020-05-03,NE,New England,Central,Central,Petroleum,1,megawatthours
OIL,2020-05-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5145,megawatthours
OIL,2020-05-04,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-05-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,5086,megawatthours
OIL,2020-05-05,NE,New England,Central,Central,Petroleum,138,megawatthours
OIL,2020-05-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,5120,megawatthours
OIL,2020-05-06,NE,New England,Central,Central,Petroleum,336,megawatthours
OIL,2020-05-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5041,megawatthours
OIL,2020-05-07,NE,New England,Central,Central,Petroleum,113,megawatthours
OIL,2020-05-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,4931,megawatthours
OIL,2020-05-08,NE,New England,Central,Central,Petroleum,91,megawatthours
OIL,2020-05-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,4928,megawatthours
OIL,2020-05-09,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-05-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,4974,megawatthours
OIL,2020-05-10,NE,New England,Central,Central,Petroleum,22,megawatthours
OIL,2020-05-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,4955,megawatthours
OIL,2020-05-11,NE,New England,Central,Central,Petroleum,72,megawatthours
OIL,2020-05-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,5139,megawatthours
OIL,2020-05-12,NE,New England,Central,Central,Petroleum,86,megawatthours
OIL,2020-05-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,5156,megawatthours
OIL,2020-05-13,NE,New England,Central,Central,Petroleum,69,megawatthours
OIL,2020-05-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,4830,megawatthours
OIL,2020-05-14,NE,New England,Central,Central,Petroleum,2,megawatthours
OIL,2020-05-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,4721,megawatthours
OIL,2020-05-15,NE,New England,Central,Central,Petroleum,92,megawatthours
OIL,2020-05-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,4635,megawatthours
OIL,2020-05-16,NE,New England,Central,Central,Petroleum,68,megawatthours
OIL,2020-05-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,4593,megawatthours
OIL,2020-05-17,NE,New England,Central,Central,Petroleum,285,megawatthours
OIL,2020-05-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,5321,megawatthours
OIL,2020-05-18,NE,New England,Central,Central,Petroleum,250,megawatthours
OIL,2020-05-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,4546,megawatthours
OIL,2020-05-19,NE,New England,Central,Central,Petroleum,104,megawatthours
OIL,2020-05-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5300,megawatthours
OIL,2020-05-20,NE,New England,Central,Central,Petroleum,42,megawatthours
OIL,2020-05-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,4580,megawatthours
OIL,2020-05-21,NE,New England,Central,Central,Petroleum,4,megawatthours
OIL,2020-05-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,4608,megawatthours
OIL,2020-05-22,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2020-05-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,4710,megawatthours
OIL,2020-05-23,NE,New England,Central,Central,Petroleum,5,megawatthours
OIL,2020-05-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,4609,megawatthours
OIL,2020-05-24,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-05-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,4640,megawatthours
OIL,2020-05-25,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-05-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5796,megawatthours
OIL,2020-05-26,NE,New England,Central,Central,Petroleum,66,megawatthours
OIL,2020-05-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,4684,megawatthours
OIL,2020-05-27,NE,New England,Central,Central,Petroleum,1620,megawatthours
OIL,2020-05-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,4355,megawatthours
OIL,2020-05-28,NE,New England,Central,Central,Petroleum,2583,megawatthours
OIL,2020-05-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,5250,megawatthours
OIL,2020-05-29,NE,New England,Central,Central,Petroleum,1548,megawatthours
OIL,2020-05-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,4430,megawatthours
OIL,2020-05-30,NE,New England,Central,Central,Petroleum,882,megawatthours
OIL,2020-05-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,4446,megawatthours
OIL,2020-05-31,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,4709,megawatthours
OIL,2020-06-01,NE,New England,Central,Central,Petroleum,59,megawatthours
OIL,2020-06-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,4910,megawatthours
OIL,2020-06-02,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,4812,megawatthours
OIL,2020-06-03,NE,New England,Central,Central,Petroleum,21,megawatthours
OIL,2020-06-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,4772,megawatthours
OIL,2020-06-04,NE,New England,Central,Central,Petroleum,261,megawatthours
OIL,2020-06-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,4680,megawatthours
OIL,2020-06-05,NE,New England,Central,Central,Petroleum,3307,megawatthours
OIL,2020-06-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,4553,megawatthours
OIL,2020-06-06,NE,New England,Central,Central,Petroleum,2159,megawatthours
OIL,2020-06-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,4436,megawatthours
OIL,2020-06-07,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,4594,megawatthours
OIL,2020-06-08,NE,New England,Central,Central,Petroleum,4,megawatthours
OIL,2020-06-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,7127,megawatthours
OIL,2020-06-09,NE,New England,Central,Central,Petroleum,485,megawatthours
OIL,2020-06-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,10158,megawatthours
OIL,2020-06-10,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,5127,megawatthours
OIL,2020-06-11,NE,New England,Central,Central,Petroleum,79,megawatthours
OIL,2020-06-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,4797,megawatthours
OIL,2020-06-12,NE,New England,Central,Central,Petroleum,328,megawatthours
OIL,2020-06-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,4438,megawatthours
OIL,2020-06-13,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,4177,megawatthours
OIL,2020-06-14,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,4437,megawatthours
OIL,2020-06-15,NE,New England,Central,Central,Petroleum,128,megawatthours
OIL,2020-06-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,4294,megawatthours
OIL,2020-06-16,NE,New England,Central,Central,Petroleum,92,megawatthours
OIL,2020-06-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,4709,megawatthours
OIL,2020-06-17,NE,New England,Central,Central,Petroleum,220,megawatthours
OIL,2020-06-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,4432,megawatthours
OIL,2020-06-18,NE,New England,Central,Central,Petroleum,356,megawatthours
OIL,2020-06-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,4813,megawatthours
OIL,2020-06-19,NE,New England,Central,Central,Petroleum,232,megawatthours
OIL,2020-06-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,4533,megawatthours
OIL,2020-06-20,NE,New England,Central,Central,Petroleum,10,megawatthours
OIL,2020-06-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,4364,megawatthours
OIL,2020-06-21,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,12521,megawatthours
OIL,2020-06-22,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,9217,megawatthours
OIL,2020-06-23,NE,New England,Central,Central,Petroleum,1147,megawatthours
OIL,2020-06-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5980,megawatthours
OIL,2020-06-24,NE,New England,Central,Central,Petroleum,1255,megawatthours
OIL,2020-06-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,4975,megawatthours
OIL,2020-06-25,NE,New England,Central,Central,Petroleum,4896,megawatthours
OIL,2020-06-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,4952,megawatthours
OIL,2020-06-26,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,4433,megawatthours
OIL,2020-06-27,NE,New England,Central,Central,Petroleum,110,megawatthours
OIL,2020-06-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,4433,megawatthours
OIL,2020-06-28,NE,New England,Central,Central,Petroleum,8,megawatthours
OIL,2020-06-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,9182,megawatthours
OIL,2020-06-29,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-06-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,4569,megawatthours
OIL,2020-06-30,NE,New England,Central,Central,Petroleum,157,megawatthours
OIL,2020-07-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,4619,megawatthours
OIL,2020-07-01,NE,New England,Central,Central,Petroleum,65,megawatthours
OIL,2020-07-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,4631,megawatthours
OIL,2020-07-02,NE,New England,Central,Central,Petroleum,1314,megawatthours
OIL,2020-07-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,14929,megawatthours
OIL,2020-07-03,NE,New England,Central,Central,Petroleum,10,megawatthours
OIL,2020-07-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5565,megawatthours
OIL,2020-07-04,NE,New England,Central,Central,Petroleum,6,megawatthours
OIL,2020-07-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,4665,megawatthours
OIL,2020-07-05,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-07-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,6769,megawatthours
OIL,2020-07-06,NE,New England,Central,Central,Petroleum,60,megawatthours
OIL,2020-07-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,8193,megawatthours
OIL,2020-07-07,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-07-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,9156,megawatthours
OIL,2020-07-08,NE,New England,Central,Central,Petroleum,4658,megawatthours
OIL,2020-07-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,19275,megawatthours
OIL,2020-07-09,NE,New England,Central,Central,Petroleum,440,megawatthours
OIL,2020-07-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,6433,megawatthours
OIL,2020-07-10,NE,New England,Central,Central,Petroleum,321,megawatthours
OIL,2020-07-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,4967,megawatthours
OIL,2020-07-11,NE,New England,Central,Central,Petroleum,29,megawatthours
OIL,2020-07-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,4266,megawatthours
OIL,2020-07-12,NE,New England,Central,Central,Petroleum,27,megawatthours
OIL,2020-07-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,7700,megawatthours
OIL,2020-07-13,NE,New England,Central,Central,Petroleum,415,megawatthours
OIL,2020-07-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,8425,megawatthours
OIL,2020-07-14,NE,New England,Central,Central,Petroleum,368,megawatthours
OIL,2020-07-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,8559,megawatthours
OIL,2020-07-15,NE,New England,Central,Central,Petroleum,352,megawatthours
OIL,2020-07-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,4789,megawatthours
OIL,2020-07-16,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-07-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,8753,megawatthours
OIL,2020-07-17,NE,New England,Central,Central,Petroleum,361,megawatthours
OIL,2020-07-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,13340,megawatthours
OIL,2020-07-18,NE,New England,Central,Central,Petroleum,284,megawatthours
OIL,2020-07-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,10480,megawatthours
OIL,2020-07-19,NE,New England,Central,Central,Petroleum,167,megawatthours
OIL,2020-07-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,13367,megawatthours
OIL,2020-07-20,NE,New England,Central,Central,Petroleum,711,megawatthours
OIL,2020-07-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,13138,megawatthours
OIL,2020-07-21,NE,New England,Central,Central,Petroleum,844,megawatthours
OIL,2020-07-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,19916,megawatthours
OIL,2020-07-22,NE,New England,Central,Central,Petroleum,3791,megawatthours
OIL,2020-07-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,7360,megawatthours
OIL,2020-07-23,NE,New England,Central,Central,Petroleum,624,megawatthours
OIL,2020-07-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,7453,megawatthours
OIL,2020-07-24,NE,New England,Central,Central,Petroleum,76,megawatthours
OIL,2020-07-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,14993,megawatthours
OIL,2020-07-25,NE,New England,Central,Central,Petroleum,54,megawatthours
OIL,2020-07-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5138,megawatthours
OIL,2020-07-26,NE,New England,Central,Central,Petroleum,77,megawatthours
OIL,2020-07-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,14414,megawatthours
OIL,2020-07-27,NE,New England,Central,Central,Petroleum,2340,megawatthours
OIL,2020-07-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,21554,megawatthours
OIL,2020-07-28,NE,New England,Central,Central,Petroleum,308,megawatthours
OIL,2020-07-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,18859,megawatthours
OIL,2020-07-29,NE,New England,Central,Central,Petroleum,231,megawatthours
OIL,2020-07-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,16528,megawatthours
OIL,2020-07-30,NE,New England,Central,Central,Petroleum,239,megawatthours
OIL,2020-07-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,4807,megawatthours
OIL,2020-07-31,NE,New England,Central,Central,Petroleum,28,megawatthours
OIL,2020-08-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,4675,megawatthours
OIL,2020-08-01,NE,New England,Central,Central,Petroleum,837,megawatthours
OIL,2020-08-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,5256,megawatthours
OIL,2020-08-02,NE,New England,Central,Central,Petroleum,49,megawatthours
OIL,2020-08-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5263,megawatthours
OIL,2020-08-03,NE,New England,Central,Central,Petroleum,3607,megawatthours
OIL,2020-08-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,8217,megawatthours
OIL,2020-08-04,NE,New England,Central,Central,Petroleum,258,megawatthours
OIL,2020-08-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,17072,megawatthours
OIL,2020-08-05,NE,New England,Central,Central,Petroleum,194,megawatthours
OIL,2020-08-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,7192,megawatthours
OIL,2020-08-06,NE,New England,Central,Central,Petroleum,108,megawatthours
OIL,2020-08-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5453,megawatthours
OIL,2020-08-07,NE,New England,Central,Central,Petroleum,87,megawatthours
OIL,2020-08-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,4504,megawatthours
OIL,2020-08-08,NE,New England,Central,Central,Petroleum,24,megawatthours
OIL,2020-08-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,4283,megawatthours
OIL,2020-08-09,NE,New England,Central,Central,Petroleum,2497,megawatthours
OIL,2020-08-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,7498,megawatthours
OIL,2020-08-10,NE,New England,Central,Central,Petroleum,426,megawatthours
OIL,2020-08-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,7111,megawatthours
OIL,2020-08-11,NE,New England,Central,Central,Petroleum,1281,megawatthours
OIL,2020-08-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,7046,megawatthours
OIL,2020-08-12,NE,New England,Central,Central,Petroleum,151,megawatthours
OIL,2020-08-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,5792,megawatthours
OIL,2020-08-13,NE,New England,Central,Central,Petroleum,65,megawatthours
OIL,2020-08-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,4737,megawatthours
OIL,2020-08-14,NE,New England,Central,Central,Petroleum,59,megawatthours
OIL,2020-08-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,4575,megawatthours
OIL,2020-08-15,NE,New England,Central,Central,Petroleum,10,megawatthours
OIL,2020-08-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,4299,megawatthours
OIL,2020-08-16,NE,New England,Central,Central,Petroleum,6,megawatthours
OIL,2020-08-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,4406,megawatthours
OIL,2020-08-17,NE,New England,Central,Central,Petroleum,65,megawatthours
OIL,2020-08-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,4677,megawatthours
OIL,2020-08-18,NE,New England,Central,Central,Petroleum,33,megawatthours
OIL,2020-08-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,4597,megawatthours
OIL,2020-08-19,NE,New England,Central,Central,Petroleum,6,megawatthours
OIL,2020-08-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,4435,megawatthours
OIL,2020-08-20,NE,New England,Central,Central,Petroleum,169,megawatthours
OIL,2020-08-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5114,megawatthours
OIL,2020-08-21,NE,New England,Central,Central,Petroleum,27,megawatthours
OIL,2020-08-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,4674,megawatthours
OIL,2020-08-22,NE,New England,Central,Central,Petroleum,417,megawatthours
OIL,2020-08-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,4929,megawatthours
OIL,2020-08-23,NE,New England,Central,Central,Petroleum,256,megawatthours
OIL,2020-08-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,6902,megawatthours
OIL,2020-08-24,NE,New England,Central,Central,Petroleum,222,megawatthours
OIL,2020-08-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5267,megawatthours
OIL,2020-08-25,NE,New England,Central,Central,Petroleum,798,megawatthours
OIL,2020-08-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5023,megawatthours
OIL,2020-08-26,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2020-08-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5380,megawatthours
OIL,2020-08-27,NE,New England,Central,Central,Petroleum,6,megawatthours
OIL,2020-08-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,4890,megawatthours
OIL,2020-08-28,NE,New England,Central,Central,Petroleum,29,megawatthours
OIL,2020-08-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,5135,megawatthours
OIL,2020-08-29,NE,New England,Central,Central,Petroleum,68,megawatthours
OIL,2020-08-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,4430,megawatthours
OIL,2020-08-30,NE,New England,Central,Central,Petroleum,21,megawatthours
