fueltype,period,respondent,respondent-name,timezone,timezone-description,type-name,value,value-units
OIL,2022-01-27,NE,New England,Central,Central,Petroleum,63378,megawatthours
OIL,2022-01-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,6511,megawatthours
OIL,2022-01-28,NE,New England,Central,Central,Petroleum,39764,megawatthours
OIL,2022-01-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,13700,megawatthours
OIL,2022-01-29,NE,New England,Central,Central,Petroleum,59727,megawatthours
OIL,2022-01-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,30488,megawatthours
OIL,2022-01-30,NE,New England,Central,Central,Petroleum,50642,megawatthours
OIL,2022-01-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,27005,megawatthours
OIL,2022-01-31,NE,New England,Central,Central,Petroleum,62011,megawatthours
OIL,2022-02-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,9505,megawatthours
OIL,2022-02-01,NE,New England,Central,Central,Petroleum,34687,megawatthours
OIL,2022-02-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,9502,megawatthours
OIL,2022-02-02,NE,New England,Central,Central,Petroleum,8320,megawatthours
OIL,2022-02-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5983,megawatthours
OIL,2022-02-03,NE,New England,Central,Central,Petroleum,347,megawatthours
OIL,2022-02-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5418,megawatthours
OIL,2022-02-04,NE,New England,Central,Central,Petroleum,17428,megawatthours
OIL,2022-02-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,7759,megawatthours
OIL,2022-02-05,NE,New England,Central,Central,Petroleum,7756,megawatthours
OIL,2022-02-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,11650,megawatthours
OIL,2022-02-06,NE,New England,Central,Central,Petroleum,8692,megawatthours
OIL,2022-02-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,6044,megawatthours
OIL,2022-02-07,NE,New England,Central,Central,Petroleum,4527,megawatthours
OIL,2022-02-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,7906,megawatthours
OIL,2022-02-08,NE,New England,Central,Central,Petroleum,90,megawatthours
OIL,2022-02-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5844,megawatthours
OIL,2022-02-09,NE,New England,Central,Central,Petroleum,98,megawatthours
OIL,2022-02-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,6286,megawatthours
OIL,2022-02-10,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,5463,megawatthours
OIL,2022-02-11,NE,New England,Central,Central,Petroleum,34,megawatthours
OIL,2022-02-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,5348,megawatthours
OIL,2022-02-12,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,5689,megawatthours
OIL,2022-02-13,NE,New England,Central,Central,Petroleum,3279,megawatthours
OIL,2022-02-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,7746,megawatthours
OIL,2022-02-14,NE,New England,Central,Central,Petroleum,24594,megawatthours
OIL,2022-02-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,17314,megawatthours
OIL,2022-02-15,NE,New England,Central,Central,Petroleum,24209,megawatthours
OIL,2022-02-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,5612,megawatthours
OIL,2022-02-16,NE,New England,Central,Central,Petroleum,8083,megawatthours
OIL,2022-02-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,5594,megawatthours
OIL,2022-02-17,NE,New England,Central,Central,Petroleum,75,megawatthours
OIL,2022-02-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,8171,megawatthours
OIL,2022-02-18,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,5769,megawatthours
OIL,2022-02-19,NE,New England,Central,Central,Petroleum,580,megawatthours
OIL,2022-02-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5871,megawatthours
OIL,2022-02-20,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5528,megawatthours
OIL,2022-02-21,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5301,megawatthours
OIL,2022-02-22,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,9253,megawatthours
OIL,2022-02-23,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-02-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,7593,megawatthours
OIL,2022-02-24,NE,New England,Central,Central,Petroleum,124,megawatthours
OIL,2022-02-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5858,megawatthours
OIL,2022-02-25,NE,New England,Central,Central,Petroleum,18918,megawatthours
OIL,2022-02-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5441,megawatthours
OIL,2022-02-26,NE,New England,Central,Central,Petroleum,8673,megawatthours
OIL,2022-02-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5487,megawatthours
OIL,2022-02-27,NE,New England,Central,Central,Petroleum,61,megawatthours
OIL,2022-02-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,6091,megawatthours
OIL,2022-02-28,NE,New England,Central,Central,Petroleum,6998,megawatthours
OIL,2022-03-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,6822,megawatthours
OIL,2022-03-01,NE,New England,Central,Central,Petroleum,1544,megawatthours
OIL,2022-03-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,6182,megawatthours
OIL,2022-03-02,NE,New England,Central,Central,Petroleum,86,megawatthours
OIL,2022-03-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,6685,megawatthours
OIL,2022-03-03,NE,New England,Central,Central,Petroleum,8002,megawatthours
OIL,2022-03-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,6336,megawatthours
OIL,2022-03-04,NE,New England,Central,Central,Petroleum,7295,megawatthours
OIL,2022-03-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,5393,megawatthours
OIL,2022-03-05,NE,New England,Central,Central,Petroleum,139,megawatthours
OIL,2022-03-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,5395,megawatthours
OIL,2022-03-06,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5394,megawatthours
OIL,2022-03-07,NE,New England,Central,Central,Petroleum,21,megawatthours
OIL,2022-03-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,4982,megawatthours
OIL,2022-03-08,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5198,megawatthours
OIL,2022-03-09,NE,New England,Central,Central,Petroleum,15,megawatthours
OIL,2022-03-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,5172,megawatthours
OIL,2022-03-10,NE,New England,Central,Central,Petroleum,16,megawatthours
OIL,2022-03-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,5588,megawatthours
OIL,2022-03-11,NE,New England,Central,Central,Petroleum,87,megawatthours
OIL,2022-03-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,6810,megawatthours
OIL,2022-03-12,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,6592,megawatthours
OIL,2022-03-13,NE,New England,Central,Central,Petroleum,32,megawatthours
OIL,2022-03-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,8447,megawatthours
OIL,2022-03-14,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,7808,megawatthours
OIL,2022-03-15,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,6894,megawatthours
OIL,2022-03-16,NE,New England,Central,Central,Petroleum,24,megawatthours
OIL,2022-03-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,7348,megawatthours
OIL,2022-03-17,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,5347,megawatthours
OIL,2022-03-18,NE,New England,Central,Central,Petroleum,50,megawatthours
OIL,2022-03-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,5297,megawatthours
OIL,2022-03-19,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5369,megawatthours
OIL,2022-03-20,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5516,megawatthours
OIL,2022-03-21,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5410,megawatthours
OIL,2022-03-22,NE,New England,Central,Central,Petroleum,73,megawatthours
OIL,2022-03-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,8640,megawatthours
OIL,2022-03-23,NE,New England,Central,Central,Petroleum,29,megawatthours
OIL,2022-03-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5273,megawatthours
OIL,2022-03-24,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5269,megawatthours
OIL,2022-03-25,NE,New England,Central,Central,Petroleum,35,megawatthours
OIL,2022-03-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5223,megawatthours
OIL,2022-03-26,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5154,megawatthours
OIL,2022-03-27,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-03-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,6068,megawatthours
OIL,2022-03-28,NE,New England,Central,Central,Petroleum,843,megawatthours
OIL,2022-03-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,7367,megawatthours
OIL,2022-03-29,NE,New England,Central,Central,Petroleum,7080,megawatthours
OIL,2022-03-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,6262,megawatthours
OIL,2022-03-30,NE,New England,Central,Central,Petroleum,2717,megawatthours
OIL,2022-03-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,5322,megawatthours
OIL,2022-03-31,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,6413,megawatthours
OIL,2022-04-01,NE,New England,Central,Central,Petroleum,37,megawatthours
OIL,2022-04-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,5338,megawatthours
OIL,2022-04-02,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2022-04-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5802,megawatthours
OIL,2022-04-03,NE,New England,Central,Central,Petroleum,28,megawatthours
OIL,2022-04-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,10869,megawatthours
OIL,2022-04-04,NE,New England,Central,Central,Petroleum,19,megawatthours
OIL,2022-04-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,5825,megawatthours
OIL,2022-04-05,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,5375,megawatthours
OIL,2022-04-06,NE,New England,Central,Central,Petroleum,2,megawatthours
OIL,2022-04-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,6135,megawatthours
OIL,2022-04-07,NE,New England,Central,Central,Petroleum,52,megawatthours
OIL,2022-04-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,5111,megawatthours
OIL,2022-04-08,NE,New England,Central,Central,Petroleum,232,megawatthours
OIL,2022-04-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5638,megawatthours
OIL,2022-04-09,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,5398,megawatthours
OIL,2022-04-10,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,6088,megawatthours
OIL,2022-04-11,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,5683,megawatthours
OIL,2022-04-12,NE,New England,Central,Central,Petroleum,7,megawatthours
OIL,2022-04-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,5410,megawatthours
OIL,2022-04-13,NE,New England,Central,Central,Petroleum,327,megawatthours
OIL,2022-04-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,5722,megawatthours
OIL,2022-04-14,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,5386,megawatthours
OIL,2022-04-15,NE,New England,Central,Central,Petroleum,243,megawatthours
OIL,2022-04-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,5438,megawatthours
OIL,2022-04-16,NE,New England,Central,Central,Petroleum,7,megawatthours
OIL,2022-04-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,5328,megawatthours
OIL,2022-04-17,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,5853,megawatthours
OIL,2022-04-18,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,4741,megawatthours
OIL,2022-04-19,NE,New England,Central,Central,Petroleum,179,megawatthours
OIL,2022-04-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5276,megawatthours
OIL,2022-04-20,NE,New England,Central,Central,Petroleum,25,megawatthours
OIL,2022-04-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5477,megawatthours
OIL,2022-04-21,NE,New England,Central,Central,Petroleum,27,megawatthours
OIL,2022-04-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5233,megawatthours
OIL,2022-04-22,NE,New England,Central,Central,Petroleum,193,megawatthours
OIL,2022-04-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,5291,megawatthours
OIL,2022-04-23,NE,New England,Central,Central,Petroleum,42,megawatthours
OIL,2022-04-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5494,megawatthours
OIL,2022-04-24,NE,New England,Central,Central,Petroleum,265,megawatthours
OIL,2022-04-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5256,megawatthours
OIL,2022-04-25,NE,New England,Central,Central,Petroleum,4,megawatthours
OIL,2022-04-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5231,megawatthours
OIL,2022-04-26,NE,New England,Central,Central,Petroleum,4,megawatthours
OIL,2022-04-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5395,megawatthours
OIL,2022-04-27,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-04-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,5300,megawatthours
OIL,2022-04-28,NE,New England,Central,Central,Petroleum,63,megawatthours
OIL,2022-04-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,5382,megawatthours
OIL,2022-04-29,NE,New England,Central,Central,Petroleum,70,megawatthours
OIL,2022-04-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,3805,megawatthours
OIL,2022-04-30,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2022-05-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,1920,megawatthours
OIL,2022-05-01,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2022-05-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,2020,megawatthours
OIL,2022-05-02,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,4138,megawatthours
OIL,2022-05-03,NE,New England,Central,Central,Petroleum,2,megawatthours
OIL,2022-05-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,1948,megawatthours
OIL,2022-05-04,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2022-05-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,1878,megawatthours
OIL,2022-05-05,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,1843,megawatthours
OIL,2022-05-06,NE,New England,Central,Central,Petroleum,65,megawatthours
OIL,2022-05-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,1717,megawatthours
OIL,2022-05-07,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,1574,megawatthours
OIL,2022-05-08,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,1770,megawatthours
OIL,2022-05-09,NE,New England,Central,Central,Petroleum,25,megawatthours
OIL,2022-05-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,2214,megawatthours
OIL,2022-05-10,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,5425,megawatthours
OIL,2022-05-11,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,3069,megawatthours
OIL,2022-05-12,NE,New England,Central,Central,Petroleum,5,megawatthours
OIL,2022-05-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,2186,megawatthours
OIL,2022-05-13,NE,New England,Central,Central,Petroleum,3,megawatthours
OIL,2022-05-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,2400,megawatthours
OIL,2022-05-14,NE,New England,Central,Central,Petroleum,1,megawatthours
OIL,2022-05-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,1813,megawatthours
OIL,2022-05-15,NE,New England,Central,Central,Petroleum,27,megawatthours
OIL,2022-05-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,1825,megawatthours
OIL,2022-05-16,NE,New England,Central,Central,Petroleum,34,megawatthours
OIL,2022-05-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,1929,megawatthours
OIL,2022-05-17,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,2105,megawatthours
OIL,2022-05-18,NE,New England,Central,Central,Petroleum,127,megawatthours
OIL,2022-05-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,2290,megawatthours
OIL,2022-05-19,NE,New England,Central,Central,Petroleum,129,megawatthours
OIL,2022-05-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,4237,megawatthours
OIL,2022-05-20,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,11516,megawatthours
OIL,2022-05-21,NE,New England,Central,Central,Petroleum,442,megawatthours
OIL,2022-05-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,8959,megawatthours
OIL,2022-05-22,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,1834,megawatthours
OIL,2022-05-23,NE,New England,Central,Central,Petroleum,264,megawatthours
OIL,2022-05-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,1907,megawatthours
OIL,2022-05-24,NE,New England,Central,Central,Petroleum,80,megawatthours
OIL,2022-05-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,1908,megawatthours
OIL,2022-05-25,NE,New England,Central,Central,Petroleum,73,megawatthours
OIL,2022-05-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,2165,megawatthours
OIL,2022-05-26,NE,New England,Central,Central,Petroleum,4,megawatthours
OIL,2022-05-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5380,megawatthours
OIL,2022-05-27,NE,New England,Central,Central,Petroleum,89,megawatthours
OIL,2022-05-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,5067,megawatthours
OIL,2022-05-28,NE,New England,Central,Central,Petroleum,167,megawatthours
OIL,2022-05-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,4999,megawatthours
OIL,2022-05-29,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,5165,megawatthours
OIL,2022-05-30,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-05-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,7049,megawatthours
OIL,2022-05-31,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,6960,megawatthours
OIL,2022-06-01,NE,New England,Central,Central,Petroleum,22,megawatthours
OIL,2022-06-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,5260,megawatthours
OIL,2022-06-02,NE,New England,Central,Central,Petroleum,75,megawatthours
OIL,2022-06-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5209,megawatthours
OIL,2022-06-03,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5132,megawatthours
OIL,2022-06-04,NE,New England,Central,Central,Petroleum,192,megawatthours
OIL,2022-06-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,5131,megawatthours
OIL,2022-06-05,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,5188,megawatthours
OIL,2022-06-06,NE,New England,Central,Central,Petroleum,28,megawatthours
OIL,2022-06-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5543,megawatthours
OIL,2022-06-07,NE,New England,Central,Central,Petroleum,4,megawatthours
OIL,2022-06-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,5815,megawatthours
OIL,2022-06-08,NE,New England,Central,Central,Petroleum,1,megawatthours
OIL,2022-06-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5909,megawatthours
OIL,2022-06-09,NE,New England,Central,Central,Petroleum,113,megawatthours
OIL,2022-06-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,6274,megawatthours
OIL,2022-06-10,NE,New England,Central,Central,Petroleum,40,megawatthours
OIL,2022-06-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,5410,megawatthours
OIL,2022-06-11,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,6712,megawatthours
OIL,2022-06-12,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,22412,megawatthours
OIL,2022-06-13,NE,New England,Central,Central,Petroleum,1169,megawatthours
OIL,2022-06-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,8267,megawatthours
OIL,2022-06-14,NE,New England,Central,Central,Petroleum,526,megawatthours
OIL,2022-06-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,11670,megawatthours
OIL,2022-06-15,NE,New England,Central,Central,Petroleum,619,megawatthours
OIL,2022-06-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,6210,megawatthours
OIL,2022-06-16,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,6797,megawatthours
OIL,2022-06-17,NE,New England,Central,Central,Petroleum,59,megawatthours
OIL,2022-06-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,5138,megawatthours
OIL,2022-06-18,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,5121,megawatthours
OIL,2022-06-19,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,6137,megawatthours
OIL,2022-06-20,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5429,megawatthours
OIL,2022-06-21,NE,New England,Central,Central,Petroleum,46,megawatthours
OIL,2022-06-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5533,megawatthours
OIL,2022-06-22,NE,New England,Central,Central,Petroleum,52,megawatthours
OIL,2022-06-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,5190,megawatthours
OIL,2022-06-23,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,3678,megawatthours
OIL,2022-06-24,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,1865,megawatthours
OIL,2022-06-25,NE,New England,Central,Central,Petroleum,465,megawatthours
OIL,2022-06-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,1877,megawatthours
OIL,2022-06-26,NE,New England,Central,Central,Petroleum,578,megawatthours
OIL,2022-06-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,1863,megawatthours
OIL,2022-06-27,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2022-06-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,2015,megawatthours
OIL,2022-06-28,NE,New England,Central,Central,Petroleum,24,megawatthours
OIL,2022-06-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,3676,megawatthours
OIL,2022-06-29,NE,New England,Central,Central,Petroleum,172,megawatthours
OIL,2022-06-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,5617,megawatthours
OIL,2022-06-30,NE,New England,Central,Central,Petroleum,207,megawatthours
OIL,2022-07-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,7404,megawatthours
OIL,2022-07-01,NE,New England,Central,Central,Petroleum,143,megawatthours
OIL,2022-07-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,2039,megawatthours
OIL,2022-07-02,NE,New England,Central,Central,Petroleum,303,megawatthours
OIL,2022-07-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,4729,megawatthours
OIL,2022-07-03,NE,New England,Central,Central,Petroleum,18,megawatthours
OIL,2022-07-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5169,megawatthours
OIL,2022-07-04,NE,New England,Central,Central,Petroleum,25,megawatthours
OIL,2022-07-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,5284,megawatthours
OIL,2022-07-05,NE,New England,Central,Central,Petroleum,19,megawatthours
OIL,2022-07-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,6059,megawatthours
OIL,2022-07-06,NE,New England,Central,Central,Petroleum,108,megawatthours
OIL,2022-07-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5162,megawatthours
OIL,2022-07-07,NE,New England,Central,Central,Petroleum,1000,megawatthours
OIL,2022-07-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,5208,megawatthours
OIL,2022-07-08,NE,New England,Central,Central,Petroleum,27,megawatthours
OIL,2022-07-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5320,megawatthours
OIL,2022-07-09,NE,New England,Central,Central,Petroleum,24,megawatthours
OIL,2022-07-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,5050,megawatthours
OIL,2022-07-10,NE,New England,Central,Central,Petroleum,13,megawatthours
OIL,2022-07-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,11557,megawatthours
OIL,2022-07-11,NE,New England,Central,Central,Petroleum,18,megawatthours
