fueltype,period,respondent,respondent-name,type-name,value,value-units
OIL,2026-03-19T10,MIDA,Mid-Atlantic,Petroleum,765,megawatthours
OIL,2026-03-19T10,NE,New England,Petroleum,42,megawatthours
OIL,2026-03-19T09,MIDA,Mid-Atlantic,Petroleum,428,megawatthours
OIL,2026-03-19T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-19T08,MIDA,Mid-Atlantic,Petroleum,356,megawatthours
OIL,2026-03-19T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-19T07,MIDA,Mid-Atlantic,Petroleum,356,megawatthours
OIL,2026-03-19T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-19T06,MIDA,Mid-Atlantic,Petroleum,356,megawatthours
OIL,2026-03-19T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-19T05,MIDA,Mid-Atlantic,Petroleum,436,megawatthours
OIL,2026-03-19T05,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-19T04,MIDA,Mid-Atlantic,Petroleum,611,megawatthours
OIL,2026-03-19T03,MIDA,Mid-Atlantic,Petroleum,837,megawatthours
OIL,2026-03-19T02,MIDA,Mid-Atlantic,Petroleum,855,megawatthours
OIL,2026-03-19T01,MIDA,Mid-Atlantic,Petroleum,779,megawatthours
OIL,2026-03-19T00,MIDA,Mid-Atlantic,Petroleum,647,megawatthours
OIL,2026-03-18T23,MIDA,Mid-Atlantic,Petroleum,607,megawatthours
OIL,2026-03-18T22,MIDA,Mid-Atlantic,Petroleum,558,megawatthours
OIL,2026-03-18T21,MIDA,Mid-Atlantic,Petroleum,254,megawatthours
OIL,2026-03-18T20,MIDA,Mid-Atlantic,Petroleum,249,megawatthours
OIL,2026-03-18T19,MIDA,Mid-Atlantic,Petroleum,249,megawatthours
OIL,2026-03-18T18,MIDA,Mid-Atlantic,Petroleum,280,megawatthours
OIL,2026-03-18T17,MIDA,Mid-Atlantic,Petroleum,446,megawatthours
OIL,2026-03-18T16,MIDA,Mid-Atlantic,Petroleum,704,megawatthours
OIL,2026-03-18T15,MIDA,Mid-Atlantic,Petroleum,1045,megawatthours
OIL,2026-03-18T14,MIDA,Mid-Atlantic,Petroleum,1766,megawatthours
OIL,2026-03-18T13,MIDA,Mid-Atlantic,Petroleum,2085,megawatthours
OIL,2026-03-18T12,MIDA,Mid-Atlantic,Petroleum,2079,megawatthours
OIL,2026-03-18T11,MIDA,Mid-Atlantic,Petroleum,1674,megawatthours
OIL,2026-03-18T10,MIDA,Mid-Atlantic,Petroleum,945,megawatthours
OIL,2026-03-18T09,MIDA,Mid-Atlantic,Petroleum,851,megawatthours
OIL,2026-03-18T08,MIDA,Mid-Atlantic,Petroleum,810,megawatthours
OIL,2026-03-18T07,MIDA,Mid-Atlantic,Petroleum,670,megawatthours
OIL,2026-03-18T06,MIDA,Mid-Atlantic,Petroleum,554,megawatthours
OIL,2026-03-18T05,MIDA,Mid-Atlantic,Petroleum,545,megawatthours
OIL,2026-03-18T04,MIDA,Mid-Atlantic,Petroleum,568,megawatthours
OIL,2026-03-18T04,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-18T03,MIDA,Mid-Atlantic,Petroleum,764,megawatthours
OIL,2026-03-18T03,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-18T02,MIDA,Mid-Atlantic,Petroleum,1138,megawatthours
OIL,2026-03-18T02,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-18T01,MIDA,Mid-Atlantic,Petroleum,1120,megawatthours
OIL,2026-03-18T01,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-18T00,MIDA,Mid-Atlantic,Petroleum,1063,megawatthours
OIL,2026-03-18T00,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T23,MIDA,Mid-Atlantic,Petroleum,926,megawatthours
OIL,2026-03-17T23,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T22,MIDA,Mid-Atlantic,Petroleum,812,megawatthours
OIL,2026-03-17T22,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T21,MIDA,Mid-Atlantic,Petroleum,663,megawatthours
OIL,2026-03-17T21,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T20,MIDA,Mid-Atlantic,Petroleum,489,megawatthours
OIL,2026-03-17T20,NE,New England,Petroleum,41,megawatthours
OIL,2026-03-17T19,MIDA,Mid-Atlantic,Petroleum,511,megawatthours
OIL,2026-03-17T19,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T18,MIDA,Mid-Atlantic,Petroleum,451,megawatthours
OIL,2026-03-17T18,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T17,MIDA,Mid-Atlantic,Petroleum,458,megawatthours
OIL,2026-03-17T17,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T16,MIDA,Mid-Atlantic,Petroleum,455,megawatthours
OIL,2026-03-17T16,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T15,MIDA,Mid-Atlantic,Petroleum,502,megawatthours
OIL,2026-03-17T15,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T14,MIDA,Mid-Atlantic,Petroleum,751,megawatthours
OIL,2026-03-17T14,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T13,MIDA,Mid-Atlantic,Petroleum,997,megawatthours
OIL,2026-03-17T13,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T12,MIDA,Mid-Atlantic,Petroleum,882,megawatthours
OIL,2026-03-17T12,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T11,MIDA,Mid-Atlantic,Petroleum,774,megawatthours
OIL,2026-03-17T11,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T10,MIDA,Mid-Atlantic,Petroleum,591,megawatthours
OIL,2026-03-17T10,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T09,MIDA,Mid-Atlantic,Petroleum,256,megawatthours
OIL,2026-03-17T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T08,MIDA,Mid-Atlantic,Petroleum,219,megawatthours
OIL,2026-03-17T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T07,MIDA,Mid-Atlantic,Petroleum,185,megawatthours
OIL,2026-03-17T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T06,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-17T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-17T05,MIDA,Mid-Atlantic,Petroleum,197,megawatthours
OIL,2026-03-17T05,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T04,MIDA,Mid-Atlantic,Petroleum,291,megawatthours
OIL,2026-03-17T04,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T03,MIDA,Mid-Atlantic,Petroleum,303,megawatthours
OIL,2026-03-17T03,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T02,MIDA,Mid-Atlantic,Petroleum,266,megawatthours
OIL,2026-03-17T02,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T01,MIDA,Mid-Atlantic,Petroleum,290,megawatthours
OIL,2026-03-17T01,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-17T00,MIDA,Mid-Atlantic,Petroleum,281,megawatthours
OIL,2026-03-17T00,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-16T23,MIDA,Mid-Atlantic,Petroleum,258,megawatthours
OIL,2026-03-16T23,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-16T22,MIDA,Mid-Atlantic,Petroleum,275,megawatthours
OIL,2026-03-16T22,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-16T21,MIDA,Mid-Atlantic,Petroleum,272,megawatthours
OIL,2026-03-16T21,NE,New England,Petroleum,17,megawatthours
OIL,2026-03-16T20,MIDA,Mid-Atlantic,Petroleum,319,megawatthours
OIL,2026-03-16T20,NE,New England,Petroleum,41,megawatthours
OIL,2026-03-16T19,MIDA,Mid-Atlantic,Petroleum,260,megawatthours
OIL,2026-03-16T19,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T18,MIDA,Mid-Atlantic,Petroleum,266,megawatthours
OIL,2026-03-16T18,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T17,MIDA,Mid-Atlantic,Petroleum,261,megawatthours
OIL,2026-03-16T17,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T16,MIDA,Mid-Atlantic,Petroleum,310,megawatthours
OIL,2026-03-16T16,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T15,MIDA,Mid-Atlantic,Petroleum,283,megawatthours
OIL,2026-03-16T15,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T14,MIDA,Mid-Atlantic,Petroleum,321,megawatthours
OIL,2026-03-16T14,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T13,MIDA,Mid-Atlantic,Petroleum,306,megawatthours
OIL,2026-03-16T13,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T12,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-16T12,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T11,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-16T11,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T10,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-16T10,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T09,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-16T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T08,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-16T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T07,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-16T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T06,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-16T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T05,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-16T05,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-16T04,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-16T03,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-16T02,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-16T01,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2026-03-16T00,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2026-03-15T23,MIDA,Mid-Atlantic,Petroleum,168,megawatthours
OIL,2026-03-15T22,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2026-03-15T21,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-15T20,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2026-03-15T19,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-15T18,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-15T17,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-15T16,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-15T15,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-15T14,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-15T13,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-15T12,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-15T11,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-15T10,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-15T09,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-15T08,MIDA,Mid-Atlantic,Petroleum,165,megawatthours
OIL,2026-03-15T07,MIDA,Mid-Atlantic,Petroleum,165,megawatthours
OIL,2026-03-15T06,MIDA,Mid-Atlantic,Petroleum,165,megawatthours
OIL,2026-03-15T05,MIDA,Mid-Atlantic,Petroleum,167,megawatthours
OIL,2026-03-15T04,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-15T04,NE,New England,Petroleum,64,megawatthours
OIL,2026-03-15T03,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2026-03-15T03,NE,New England,Petroleum,63,megawatthours
OIL,2026-03-15T02,MIDA,Mid-Atlantic,Petroleum,197,megawatthours
OIL,2026-03-15T02,NE,New England,Petroleum,63,megawatthours
OIL,2026-03-15T01,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2026-03-15T01,NE,New England,Petroleum,63,megawatthours
OIL,2026-03-15T00,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2026-03-15T00,NE,New England,Petroleum,64,megawatthours
OIL,2026-03-14T23,MIDA,Mid-Atlantic,Petroleum,169,megawatthours
OIL,2026-03-14T23,NE,New England,Petroleum,38,megawatthours
OIL,2026-03-14T22,MIDA,Mid-Atlantic,Petroleum,187,megawatthours
OIL,2026-03-14T22,NE,New England,Petroleum,38,megawatthours
OIL,2026-03-14T21,MIDA,Mid-Atlantic,Petroleum,179,megawatthours
OIL,2026-03-14T21,NE,New England,Petroleum,38,megawatthours
OIL,2026-03-14T20,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2026-03-14T20,NE,New England,Petroleum,37,megawatthours
OIL,2026-03-14T19,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2026-03-14T19,NE,New England,Petroleum,36,megawatthours
OIL,2026-03-14T18,MIDA,Mid-Atlantic,Petroleum,185,megawatthours
OIL,2026-03-14T18,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T17,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-14T17,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T16,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-14T16,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T15,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-14T15,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T14,MIDA,Mid-Atlantic,Petroleum,242,megawatthours
OIL,2026-03-14T14,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T13,MIDA,Mid-Atlantic,Petroleum,527,megawatthours
OIL,2026-03-14T13,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T12,MIDA,Mid-Atlantic,Petroleum,665,megawatthours
OIL,2026-03-14T12,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T11,MIDA,Mid-Atlantic,Petroleum,837,megawatthours
OIL,2026-03-14T11,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T10,MIDA,Mid-Atlantic,Petroleum,269,megawatthours
OIL,2026-03-14T10,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T09,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-14T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T08,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-14T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T07,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-14T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T06,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-14T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-14T05,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-14T05,NE,New England,Petroleum,64,megawatthours
OIL,2026-03-14T04,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-14T04,NE,New England,Petroleum,64,megawatthours
OIL,2026-03-14T03,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-14T03,NE,New England,Petroleum,63,megawatthours
OIL,2026-03-14T02,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2026-03-14T02,NE,New England,Petroleum,63,megawatthours
OIL,2026-03-14T01,MIDA,Mid-Atlantic,Petroleum,612,megawatthours
OIL,2026-03-14T01,NE,New England,Petroleum,63,megawatthours
OIL,2026-03-14T00,MIDA,Mid-Atlantic,Petroleum,675,megawatthours
OIL,2026-03-14T00,NE,New England,Petroleum,64,megawatthours
OIL,2026-03-13T23,MIDA,Mid-Atlantic,Petroleum,575,megawatthours
OIL,2026-03-13T23,NE,New England,Petroleum,38,megawatthours
OIL,2026-03-13T22,MIDA,Mid-Atlantic,Petroleum,450,megawatthours
OIL,2026-03-13T22,NE,New England,Petroleum,38,megawatthours
OIL,2026-03-13T21,MIDA,Mid-Atlantic,Petroleum,451,megawatthours
OIL,2026-03-13T21,NE,New England,Petroleum,38,megawatthours
OIL,2026-03-13T20,MIDA,Mid-Atlantic,Petroleum,450,megawatthours
OIL,2026-03-13T20,NE,New England,Petroleum,37,megawatthours
OIL,2026-03-13T19,MIDA,Mid-Atlantic,Petroleum,520,megawatthours
OIL,2026-03-13T19,NE,New England,Petroleum,36,megawatthours
OIL,2026-03-13T18,MIDA,Mid-Atlantic,Petroleum,454,megawatthours
OIL,2026-03-13T18,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T17,MIDA,Mid-Atlantic,Petroleum,548,megawatthours
OIL,2026-03-13T17,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T16,MIDA,Mid-Atlantic,Petroleum,453,megawatthours
OIL,2026-03-13T16,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T15,MIDA,Mid-Atlantic,Petroleum,1020,megawatthours
OIL,2026-03-13T15,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T14,MIDA,Mid-Atlantic,Petroleum,1810,megawatthours
OIL,2026-03-13T14,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T13,MIDA,Mid-Atlantic,Petroleum,2434,megawatthours
OIL,2026-03-13T13,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T12,MIDA,Mid-Atlantic,Petroleum,829,megawatthours
OIL,2026-03-13T12,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T11,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-13T11,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T10,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-13T10,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T09,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2026-03-13T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T08,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-13T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T07,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-13T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T06,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2026-03-13T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T05,MIDA,Mid-Atlantic,Petroleum,204,megawatthours
OIL,2026-03-13T05,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-13T04,MIDA,Mid-Atlantic,Petroleum,659,megawatthours
OIL,2026-03-13T04,NE,New England,Petroleum,10,megawatthours
OIL,2026-03-13T03,MIDA,Mid-Atlantic,Petroleum,884,megawatthours
OIL,2026-03-13T03,NE,New England,Petroleum,10,megawatthours
OIL,2026-03-13T02,MIDA,Mid-Atlantic,Petroleum,884,megawatthours
OIL,2026-03-13T02,NE,New England,Petroleum,10,megawatthours
OIL,2026-03-13T01,MIDA,Mid-Atlantic,Petroleum,883,megawatthours
OIL,2026-03-13T01,NE,New England,Petroleum,10,megawatthours
OIL,2026-03-13T00,MIDA,Mid-Atlantic,Petroleum,764,megawatthours
OIL,2026-03-13T00,NE,New England,Petroleum,10,megawatthours
OIL,2026-03-12T23,MIDA,Mid-Atlantic,Petroleum,554,megawatthours
OIL,2026-03-12T23,NE,New England,Petroleum,83,megawatthours
OIL,2026-03-12T22,MIDA,Mid-Atlantic,Petroleum,461,megawatthours
OIL,2026-03-12T22,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T21,MIDA,Mid-Atlantic,Petroleum,601,megawatthours
OIL,2026-03-12T21,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T20,MIDA,Mid-Atlantic,Petroleum,714,megawatthours
OIL,2026-03-12T20,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T19,MIDA,Mid-Atlantic,Petroleum,196,megawatthours
OIL,2026-03-12T19,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T18,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-12T18,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T17,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-12T17,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T16,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-12T16,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T15,MIDA,Mid-Atlantic,Petroleum,201,megawatthours
OIL,2026-03-12T15,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T14,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-12T14,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T13,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-12T13,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T12,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-12T12,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T11,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-12T11,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T10,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2026-03-12T10,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T09,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-12T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T08,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-12T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T07,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-12T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T06,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2026-03-12T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T05,MIDA,Mid-Atlantic,Petroleum,203,megawatthours
OIL,2026-03-12T05,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-12T04,MIDA,Mid-Atlantic,Petroleum,708,megawatthours
OIL,2026-03-12T04,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-12T03,MIDA,Mid-Atlantic,Petroleum,965,megawatthours
OIL,2026-03-12T03,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-12T02,MIDA,Mid-Atlantic,Petroleum,956,megawatthours
OIL,2026-03-12T02,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-12T01,MIDA,Mid-Atlantic,Petroleum,960,megawatthours
OIL,2026-03-12T01,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-12T00,MIDA,Mid-Atlantic,Petroleum,957,megawatthours
OIL,2026-03-12T00,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T23,MIDA,Mid-Atlantic,Petroleum,949,megawatthours
OIL,2026-03-11T23,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-11T22,MIDA,Mid-Atlantic,Petroleum,914,megawatthours
OIL,2026-03-11T22,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-11T21,MIDA,Mid-Atlantic,Petroleum,943,megawatthours
OIL,2026-03-11T21,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-11T20,MIDA,Mid-Atlantic,Petroleum,940,megawatthours
OIL,2026-03-11T20,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-11T19,MIDA,Mid-Atlantic,Petroleum,831,megawatthours
OIL,2026-03-11T19,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T18,MIDA,Mid-Atlantic,Petroleum,658,megawatthours
OIL,2026-03-11T18,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T17,MIDA,Mid-Atlantic,Petroleum,689,megawatthours
OIL,2026-03-11T17,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T16,MIDA,Mid-Atlantic,Petroleum,694,megawatthours
OIL,2026-03-11T16,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T15,MIDA,Mid-Atlantic,Petroleum,241,megawatthours
OIL,2026-03-11T15,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T14,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-11T14,NE,New England,Petroleum,31,megawatthours
OIL,2026-03-11T13,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-11T13,NE,New England,Petroleum,32,megawatthours
OIL,2026-03-11T12,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-11T12,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T11,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2026-03-11T11,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T10,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-11T10,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T09,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2026-03-11T09,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T08,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2026-03-11T08,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T07,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2026-03-11T07,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T06,MIDA,Mid-Atlantic,Petroleum,169,megawatthours
OIL,2026-03-11T06,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T05,MIDA,Mid-Atlantic,Petroleum,168,megawatthours
OIL,2026-03-11T05,NE,New England,Petroleum,0,megawatthours
OIL,2026-03-11T04,MIDA,Mid-Atlantic,Petroleum,168,megawatthours
OIL,2026-03-11T03,MIDA,Mid-Atlantic,Petroleum,167,megawatthours
OIL,2026-03-11T02,MIDA,Mid-Atlantic,Petroleum,166,megawatthours
OIL,2026-03-11T01,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2026-03-11T00,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2026-03-10T23,MIDA,Mid-Atlantic,Petroleum,212,megawatthours
OIL,2026-03-10T22,MIDA,Mid-Atlantic,Petroleum,212,megawatthours
OIL,2026-03-10T21,MIDA,Mid-Atlantic,Petroleum,222,megawatthours
OIL,2026-03-10T20,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2026-03-10T19,MIDA,Mid-Atlantic,Petroleum,213,megawatthours
OIL,2026-03-10T18,MIDA,Mid-Atlantic,Petroleum,214,megawatthours
OIL,2026-03-10T17,MIDA,Mid-Atlantic,Petroleum,216,megawatthours
OIL,2026-03-10T16,MIDA,Mid-Atlantic,Petroleum,217,megawatthours
OIL,2026-03-10T15,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2026-03-10T14,MIDA,Mid-Atlantic,Petroleum,190,megawatthours
OIL,2026-03-10T13,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
