fueltype,period,respondent,respondent-name,type-name,value,value-units
OIL,2025-11-02T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-02T05,MIDA,Mid-Atlantic,Petroleum,254,megawatthours
OIL,2025-11-02T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-02T04,MIDA,Mid-Atlantic,Petroleum,254,megawatthours
OIL,2025-11-02T04,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-02T03,MIDA,Mid-Atlantic,Petroleum,325,megawatthours
OIL,2025-11-02T03,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-02T02,MIDA,Mid-Atlantic,Petroleum,981,megawatthours
OIL,2025-11-02T02,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-02T01,MIDA,Mid-Atlantic,Petroleum,1033,megawatthours
OIL,2025-11-02T01,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-02T00,MIDA,Mid-Atlantic,Petroleum,1029,megawatthours
OIL,2025-11-02T00,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T23,MIDA,Mid-Atlantic,Petroleum,1056,megawatthours
OIL,2025-11-01T23,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T22,MIDA,Mid-Atlantic,Petroleum,880,megawatthours
OIL,2025-11-01T22,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T21,MIDA,Mid-Atlantic,Petroleum,254,megawatthours
OIL,2025-11-01T21,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T20,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-11-01T20,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T19,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2025-11-01T19,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T18,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2025-11-01T18,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T17,MIDA,Mid-Atlantic,Petroleum,244,megawatthours
OIL,2025-11-01T17,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T16,MIDA,Mid-Atlantic,Petroleum,330,megawatthours
OIL,2025-11-01T16,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T15,MIDA,Mid-Atlantic,Petroleum,376,megawatthours
OIL,2025-11-01T15,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T14,MIDA,Mid-Atlantic,Petroleum,570,megawatthours
OIL,2025-11-01T14,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T13,MIDA,Mid-Atlantic,Petroleum,645,megawatthours
OIL,2025-11-01T13,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T12,MIDA,Mid-Atlantic,Petroleum,678,megawatthours
OIL,2025-11-01T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T11,MIDA,Mid-Atlantic,Petroleum,713,megawatthours
OIL,2025-11-01T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T10,MIDA,Mid-Atlantic,Petroleum,664,megawatthours
OIL,2025-11-01T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T09,MIDA,Mid-Atlantic,Petroleum,338,megawatthours
OIL,2025-11-01T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T08,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-11-01T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T07,MIDA,Mid-Atlantic,Petroleum,164,megawatthours
OIL,2025-11-01T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T06,MIDA,Mid-Atlantic,Petroleum,164,megawatthours
OIL,2025-11-01T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-11-01T05,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-11-01T05,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-01T04,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-11-01T04,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-01T03,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2025-11-01T03,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-01T02,MIDA,Mid-Atlantic,Petroleum,640,megawatthours
OIL,2025-11-01T02,NE,New England,Petroleum,21,megawatthours
OIL,2025-11-01T01,MIDA,Mid-Atlantic,Petroleum,712,megawatthours
OIL,2025-11-01T01,NE,New England,Petroleum,22,megawatthours
OIL,2025-11-01T00,MIDA,Mid-Atlantic,Petroleum,692,megawatthours
OIL,2025-11-01T00,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T23,MIDA,Mid-Atlantic,Petroleum,746,megawatthours
OIL,2025-10-31T23,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T22,MIDA,Mid-Atlantic,Petroleum,573,megawatthours
OIL,2025-10-31T22,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T21,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-31T21,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T20,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-31T20,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T19,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-31T19,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T18,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-31T18,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T17,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-10-31T17,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T16,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-31T16,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T15,MIDA,Mid-Atlantic,Petroleum,264,megawatthours
OIL,2025-10-31T15,NE,New England,Petroleum,22,megawatthours
OIL,2025-10-31T14,MIDA,Mid-Atlantic,Petroleum,714,megawatthours
OIL,2025-10-31T14,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T13,MIDA,Mid-Atlantic,Petroleum,1054,megawatthours
OIL,2025-10-31T13,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T12,MIDA,Mid-Atlantic,Petroleum,1104,megawatthours
OIL,2025-10-31T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T11,MIDA,Mid-Atlantic,Petroleum,1015,megawatthours
OIL,2025-10-31T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T10,MIDA,Mid-Atlantic,Petroleum,668,megawatthours
OIL,2025-10-31T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T09,MIDA,Mid-Atlantic,Petroleum,179,megawatthours
OIL,2025-10-31T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T08,MIDA,Mid-Atlantic,Petroleum,178,megawatthours
OIL,2025-10-31T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T07,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-31T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T06,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-31T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T05,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-31T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-31T04,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-31T04,NE,New England,Petroleum,39,megawatthours
OIL,2025-10-31T03,MIDA,Mid-Atlantic,Petroleum,239,megawatthours
OIL,2025-10-31T03,NE,New England,Petroleum,39,megawatthours
OIL,2025-10-31T02,MIDA,Mid-Atlantic,Petroleum,830,megawatthours
OIL,2025-10-31T02,NE,New England,Petroleum,39,megawatthours
OIL,2025-10-31T01,MIDA,Mid-Atlantic,Petroleum,923,megawatthours
OIL,2025-10-31T01,NE,New England,Petroleum,39,megawatthours
OIL,2025-10-31T00,MIDA,Mid-Atlantic,Petroleum,911,megawatthours
OIL,2025-10-31T00,NE,New England,Petroleum,40,megawatthours
OIL,2025-10-30T23,MIDA,Mid-Atlantic,Petroleum,933,megawatthours
OIL,2025-10-30T23,NE,New England,Petroleum,40,megawatthours
OIL,2025-10-30T22,MIDA,Mid-Atlantic,Petroleum,771,megawatthours
OIL,2025-10-30T22,NE,New England,Petroleum,32,megawatthours
OIL,2025-10-30T21,MIDA,Mid-Atlantic,Petroleum,263,megawatthours
OIL,2025-10-30T21,NE,New England,Petroleum,50,megawatthours
OIL,2025-10-30T20,MIDA,Mid-Atlantic,Petroleum,262,megawatthours
OIL,2025-10-30T20,NE,New England,Petroleum,50,megawatthours
OIL,2025-10-30T19,MIDA,Mid-Atlantic,Petroleum,265,megawatthours
OIL,2025-10-30T19,NE,New England,Petroleum,50,megawatthours
OIL,2025-10-30T18,MIDA,Mid-Atlantic,Petroleum,263,megawatthours
OIL,2025-10-30T18,NE,New England,Petroleum,50,megawatthours
OIL,2025-10-30T17,MIDA,Mid-Atlantic,Petroleum,266,megawatthours
OIL,2025-10-30T17,NE,New England,Petroleum,50,megawatthours
OIL,2025-10-30T16,MIDA,Mid-Atlantic,Petroleum,289,megawatthours
OIL,2025-10-30T16,NE,New England,Petroleum,50,megawatthours
OIL,2025-10-30T15,MIDA,Mid-Atlantic,Petroleum,539,megawatthours
OIL,2025-10-30T15,NE,New England,Petroleum,58,megawatthours
OIL,2025-10-30T14,MIDA,Mid-Atlantic,Petroleum,844,megawatthours
OIL,2025-10-30T14,NE,New England,Petroleum,48,megawatthours
OIL,2025-10-30T13,MIDA,Mid-Atlantic,Petroleum,814,megawatthours
OIL,2025-10-30T13,NE,New England,Petroleum,48,megawatthours
OIL,2025-10-30T12,MIDA,Mid-Atlantic,Petroleum,764,megawatthours
OIL,2025-10-30T12,NE,New England,Petroleum,49,megawatthours
OIL,2025-10-30T11,MIDA,Mid-Atlantic,Petroleum,706,megawatthours
OIL,2025-10-30T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T10,MIDA,Mid-Atlantic,Petroleum,473,megawatthours
OIL,2025-10-30T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T09,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-30T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T08,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-30T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T07,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-30T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T06,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-30T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T05,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-30T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-30T04,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-30T04,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-30T03,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2025-10-30T03,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-30T02,MIDA,Mid-Atlantic,Petroleum,913,megawatthours
OIL,2025-10-30T02,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-30T01,MIDA,Mid-Atlantic,Petroleum,1118,megawatthours
OIL,2025-10-30T01,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-30T00,MIDA,Mid-Atlantic,Petroleum,1244,megawatthours
OIL,2025-10-30T00,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-29T23,MIDA,Mid-Atlantic,Petroleum,1200,megawatthours
OIL,2025-10-29T23,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-29T22,MIDA,Mid-Atlantic,Petroleum,724,megawatthours
OIL,2025-10-29T22,NE,New England,Petroleum,42,megawatthours
OIL,2025-10-29T21,MIDA,Mid-Atlantic,Petroleum,181,megawatthours
OIL,2025-10-29T21,NE,New England,Petroleum,92,megawatthours
OIL,2025-10-29T20,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-29T20,NE,New England,Petroleum,68,megawatthours
OIL,2025-10-29T19,MIDA,Mid-Atlantic,Petroleum,179,megawatthours
OIL,2025-10-29T19,NE,New England,Petroleum,45,megawatthours
OIL,2025-10-29T18,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-29T18,NE,New England,Petroleum,24,megawatthours
OIL,2025-10-29T17,MIDA,Mid-Atlantic,Petroleum,322,megawatthours
OIL,2025-10-29T17,NE,New England,Petroleum,46,megawatthours
OIL,2025-10-29T16,MIDA,Mid-Atlantic,Petroleum,229,megawatthours
OIL,2025-10-29T16,NE,New England,Petroleum,47,megawatthours
OIL,2025-10-29T15,MIDA,Mid-Atlantic,Petroleum,188,megawatthours
OIL,2025-10-29T15,NE,New England,Petroleum,47,megawatthours
OIL,2025-10-29T14,MIDA,Mid-Atlantic,Petroleum,695,megawatthours
OIL,2025-10-29T14,NE,New England,Petroleum,47,megawatthours
OIL,2025-10-29T13,MIDA,Mid-Atlantic,Petroleum,762,megawatthours
OIL,2025-10-29T13,NE,New England,Petroleum,48,megawatthours
OIL,2025-10-29T12,MIDA,Mid-Atlantic,Petroleum,765,megawatthours
OIL,2025-10-29T12,NE,New England,Petroleum,47,megawatthours
OIL,2025-10-29T11,MIDA,Mid-Atlantic,Petroleum,710,megawatthours
OIL,2025-10-29T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T10,MIDA,Mid-Atlantic,Petroleum,396,megawatthours
OIL,2025-10-29T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T09,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2025-10-29T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T08,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-29T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T07,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-29T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T06,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2025-10-29T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T05,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-29T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-29T04,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-29T04,NE,New England,Petroleum,1,megawatthours
OIL,2025-10-29T03,MIDA,Mid-Atlantic,Petroleum,249,megawatthours
OIL,2025-10-29T03,NE,New England,Petroleum,1,megawatthours
OIL,2025-10-29T02,MIDA,Mid-Atlantic,Petroleum,1068,megawatthours
OIL,2025-10-29T02,NE,New England,Petroleum,1,megawatthours
OIL,2025-10-29T01,MIDA,Mid-Atlantic,Petroleum,1500,megawatthours
OIL,2025-10-29T01,NE,New England,Petroleum,1,megawatthours
OIL,2025-10-29T00,MIDA,Mid-Atlantic,Petroleum,1648,megawatthours
OIL,2025-10-29T00,NE,New England,Petroleum,1,megawatthours
OIL,2025-10-28T23,MIDA,Mid-Atlantic,Petroleum,1597,megawatthours
OIL,2025-10-28T23,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T22,MIDA,Mid-Atlantic,Petroleum,989,megawatthours
OIL,2025-10-28T22,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T21,MIDA,Mid-Atlantic,Petroleum,319,megawatthours
OIL,2025-10-28T21,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T20,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-28T20,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T19,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2025-10-28T19,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T18,MIDA,Mid-Atlantic,Petroleum,178,megawatthours
OIL,2025-10-28T18,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T17,MIDA,Mid-Atlantic,Petroleum,183,megawatthours
OIL,2025-10-28T17,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T16,MIDA,Mid-Atlantic,Petroleum,225,megawatthours
OIL,2025-10-28T16,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T15,MIDA,Mid-Atlantic,Petroleum,476,megawatthours
OIL,2025-10-28T15,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T14,MIDA,Mid-Atlantic,Petroleum,1280,megawatthours
OIL,2025-10-28T14,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T13,MIDA,Mid-Atlantic,Petroleum,1457,megawatthours
OIL,2025-10-28T13,NE,New England,Petroleum,2,megawatthours
OIL,2025-10-28T12,MIDA,Mid-Atlantic,Petroleum,1431,megawatthours
OIL,2025-10-28T12,NE,New England,Petroleum,4,megawatthours
OIL,2025-10-28T11,MIDA,Mid-Atlantic,Petroleum,1174,megawatthours
OIL,2025-10-28T11,NE,New England,Petroleum,3,megawatthours
OIL,2025-10-28T10,MIDA,Mid-Atlantic,Petroleum,751,megawatthours
OIL,2025-10-28T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-28T09,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-28T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-28T08,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-10-28T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-28T07,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-28T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-28T06,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-28T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-28T05,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-28T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-28T04,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-28T04,NE,New England,Petroleum,7,megawatthours
OIL,2025-10-28T03,MIDA,Mid-Atlantic,Petroleum,420,megawatthours
OIL,2025-10-28T03,NE,New England,Petroleum,7,megawatthours
OIL,2025-10-28T02,MIDA,Mid-Atlantic,Petroleum,1245,megawatthours
OIL,2025-10-28T02,NE,New England,Petroleum,7,megawatthours
OIL,2025-10-28T01,MIDA,Mid-Atlantic,Petroleum,1311,megawatthours
OIL,2025-10-28T01,NE,New England,Petroleum,7,megawatthours
OIL,2025-10-28T00,MIDA,Mid-Atlantic,Petroleum,1251,megawatthours
OIL,2025-10-28T00,NE,New England,Petroleum,7,megawatthours
OIL,2025-10-27T23,MIDA,Mid-Atlantic,Petroleum,1309,megawatthours
OIL,2025-10-27T23,NE,New England,Petroleum,7,megawatthours
OIL,2025-10-27T22,MIDA,Mid-Atlantic,Petroleum,722,megawatthours
OIL,2025-10-27T22,NE,New England,Petroleum,16,megawatthours
OIL,2025-10-27T21,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-27T21,NE,New England,Petroleum,4,megawatthours
OIL,2025-10-27T20,MIDA,Mid-Atlantic,Petroleum,171,megawatthours
OIL,2025-10-27T20,NE,New England,Petroleum,4,megawatthours
OIL,2025-10-27T19,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-10-27T19,NE,New England,Petroleum,4,megawatthours
OIL,2025-10-27T18,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-27T18,NE,New England,Petroleum,6,megawatthours
OIL,2025-10-27T17,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2025-10-27T17,NE,New England,Petroleum,20,megawatthours
OIL,2025-10-27T16,MIDA,Mid-Atlantic,Petroleum,240,megawatthours
OIL,2025-10-27T16,NE,New England,Petroleum,58,megawatthours
OIL,2025-10-27T15,MIDA,Mid-Atlantic,Petroleum,597,megawatthours
OIL,2025-10-27T15,NE,New England,Petroleum,58,megawatthours
OIL,2025-10-27T14,MIDA,Mid-Atlantic,Petroleum,1095,megawatthours
OIL,2025-10-27T14,NE,New England,Petroleum,59,megawatthours
OIL,2025-10-27T13,MIDA,Mid-Atlantic,Petroleum,1338,megawatthours
OIL,2025-10-27T13,NE,New England,Petroleum,188,megawatthours
OIL,2025-10-27T12,MIDA,Mid-Atlantic,Petroleum,1415,megawatthours
OIL,2025-10-27T12,NE,New England,Petroleum,76,megawatthours
OIL,2025-10-27T11,MIDA,Mid-Atlantic,Petroleum,1375,megawatthours
OIL,2025-10-27T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T10,MIDA,Mid-Atlantic,Petroleum,750,megawatthours
OIL,2025-10-27T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T09,MIDA,Mid-Atlantic,Petroleum,180,megawatthours
OIL,2025-10-27T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T08,MIDA,Mid-Atlantic,Petroleum,180,megawatthours
OIL,2025-10-27T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T07,MIDA,Mid-Atlantic,Petroleum,179,megawatthours
OIL,2025-10-27T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T06,MIDA,Mid-Atlantic,Petroleum,178,megawatthours
OIL,2025-10-27T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T05,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-27T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T04,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-27T04,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T03,MIDA,Mid-Atlantic,Petroleum,242,megawatthours
OIL,2025-10-27T03,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T02,MIDA,Mid-Atlantic,Petroleum,1031,megawatthours
OIL,2025-10-27T02,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T01,MIDA,Mid-Atlantic,Petroleum,1045,megawatthours
OIL,2025-10-27T01,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-27T00,MIDA,Mid-Atlantic,Petroleum,994,megawatthours
OIL,2025-10-27T00,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T23,MIDA,Mid-Atlantic,Petroleum,1064,megawatthours
OIL,2025-10-26T23,NE,New England,Petroleum,13,megawatthours
OIL,2025-10-26T22,MIDA,Mid-Atlantic,Petroleum,777,megawatthours
OIL,2025-10-26T22,NE,New England,Petroleum,48,megawatthours
OIL,2025-10-26T21,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-26T21,NE,New England,Petroleum,48,megawatthours
OIL,2025-10-26T20,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-26T20,NE,New England,Petroleum,47,megawatthours
OIL,2025-10-26T19,MIDA,Mid-Atlantic,Petroleum,174,megawatthours
OIL,2025-10-26T19,NE,New England,Petroleum,48,megawatthours
OIL,2025-10-26T18,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-26T18,NE,New England,Petroleum,47,megawatthours
OIL,2025-10-26T17,MIDA,Mid-Atlantic,Petroleum,177,megawatthours
OIL,2025-10-26T17,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T16,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-26T16,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T15,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-26T15,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T14,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-26T14,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T13,MIDA,Mid-Atlantic,Petroleum,176,megawatthours
OIL,2025-10-26T13,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T12,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-26T12,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T11,MIDA,Mid-Atlantic,Petroleum,175,megawatthours
OIL,2025-10-26T11,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T10,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-26T10,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T09,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-26T09,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T08,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-10-26T08,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T07,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-26T07,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T06,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-26T06,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T05,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-26T05,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-26T04,MIDA,Mid-Atlantic,Petroleum,169,megawatthours
OIL,2025-10-26T04,NE,New England,Petroleum,108,megawatthours
OIL,2025-10-26T03,MIDA,Mid-Atlantic,Petroleum,170,megawatthours
OIL,2025-10-26T03,NE,New England,Petroleum,108,megawatthours
OIL,2025-10-26T02,MIDA,Mid-Atlantic,Petroleum,663,megawatthours
OIL,2025-10-26T02,NE,New England,Petroleum,112,megawatthours
OIL,2025-10-26T01,MIDA,Mid-Atlantic,Petroleum,701,megawatthours
OIL,2025-10-26T01,NE,New England,Petroleum,112,megawatthours
OIL,2025-10-26T00,MIDA,Mid-Atlantic,Petroleum,700,megawatthours
OIL,2025-10-26T00,NE,New England,Petroleum,112,megawatthours
OIL,2025-10-25T23,MIDA,Mid-Atlantic,Petroleum,716,megawatthours
OIL,2025-10-25T23,NE,New England,Petroleum,112,megawatthours
OIL,2025-10-25T22,MIDA,Mid-Atlantic,Petroleum,540,megawatthours
OIL,2025-10-25T22,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T21,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-10-25T21,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T20,MIDA,Mid-Atlantic,Petroleum,172,megawatthours
OIL,2025-10-25T20,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T19,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-25T19,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T18,MIDA,Mid-Atlantic,Petroleum,173,megawatthours
OIL,2025-10-25T18,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T17,MIDA,Mid-Atlantic,Petroleum,202,megawatthours
OIL,2025-10-25T17,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T16,MIDA,Mid-Atlantic,Petroleum,212,megawatthours
OIL,2025-10-25T16,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T15,MIDA,Mid-Atlantic,Petroleum,268,megawatthours
OIL,2025-10-25T15,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T14,MIDA,Mid-Atlantic,Petroleum,570,megawatthours
OIL,2025-10-25T14,NE,New England,Petroleum,0,megawatthours
OIL,2025-10-25T13,MIDA,Mid-Atlantic,Petroleum,614,megawatthours
OIL,2025-10-25T13,NE,New England,Petroleum,0,megawatthours
