period,hour_utc,weekday_utc,mida_ne_actual_demand_mwh,mida_ne_dayahead_demand_forecast_mwh,mida_ne_oil_generation_mwh,estimated_dfo_generation
2025-11-03T03,3,0,0.000000,0.000000,367.000000,422.051983
2025-11-03T04,4,0,0.000000,0.000000,296.000000,340.401600
2025-11-03T05,5,0,0.000000,0.000000,42.000000,48.300227
2025-11-03T06,6,0,0.000000,0.000000,172.000000,197.800930
2025-11-03T07,7,0,0.000000,0.000000,171.000000,196.650924
2025-11-03T08,8,0,0.000000,0.000000,172.000000,197.800930
2025-11-03T09,9,0,0.000000,0.000000,172.000000,197.800930
2025-11-03T10,10,0,0.000000,0.000000,173.000000,198.950935
2025-11-03T11,11,0,0.000000,0.000000,333.000000,382.951800
2025-11-03T12,12,0,0.000000,0.000000,599.000000,688.853237
2025-11-03T13,13,0,0.000000,0.000000,430.000000,494.502324
2025-11-03T14,14,0,0.000000,0.000000,389.000000,447.352102
2025-11-03T15,15,0,0.000000,0.000000,398.000000,457.702151
2025-11-03T16,16,0,0.000000,0.000000,291.000000,334.651573
2025-11-03T17,17,0,0.000000,0.000000,293.000000,336.951583
2025-11-03T18,18,0,0.000000,0.000000,255.000000,293.251378
2025-11-03T19,19,0,0.000000,0.000000,298.000000,342.701610
2025-11-03T20,20,0,0.000000,0.000000,341.000000,392.151843
2025-11-03T21,21,0,0.000000,0.000000,347.000000,399.051875
2025-11-03T22,22,0,0.000000,0.000000,436.000000,501.402356
2025-11-03T23,23,0,0.000000,0.000000,1125.000000,1293.756080
2025-11-04T00,0,1,0.000000,0.000000,1366.000000,1570.907382
2025-11-04T01,1,1,0.000000,0.000000,1212.000000,1393.806550
2025-11-04T02,2,1,0.000000,0.000000,1143.000000,1314.456177
2025-11-04T03,3,1,0.000000,0.000000,929.000000,1068.355021
2025-11-04T04,4,1,0.000000,0.000000,303.000000,348.451637
2025-11-04T05,5,1,0.000000,0.000000,188.000000,216.201016
2025-11-04T06,6,1,0.000000,0.000000,173.000000,198.950935
2025-11-04T07,7,1,0.000000,0.000000,175.000000,201.250946
2025-11-04T08,8,1,0.000000,0.000000,174.000000,200.100940
2025-11-04T09,9,1,0.000000,0.000000,173.000000,198.950935
2025-11-04T10,10,1,0.000000,0.000000,174.000000,200.100940
2025-11-04T11,11,1,0.000000,0.000000,572.000000,657.803091
2025-11-04T12,12,1,0.000000,0.000000,979.000000,1125.855291
2025-11-04T13,13,1,0.000000,0.000000,919.000000,1056.854967
2025-11-04T14,14,1,0.000000,0.000000,752.000000,864.804064
2025-11-04T15,15,1,0.000000,0.000000,873.000000,1003.954718
2025-11-04T16,16,1,0.000000,0.000000,591.000000,679.653194
2025-11-04T17,17,1,0.000000,0.000000,633.000000,727.953421
2025-11-04T18,18,1,0.000000,0.000000,604.000000,694.603264
2025-11-04T19,19,1,0.000000,0.000000,616.000000,708.403329
2025-11-04T20,20,1,0.000000,0.000000,547.000000,629.052956
2025-11-04T21,21,1,0.000000,0.000000,503.000000,578.452718
2025-11-04T22,22,1,0.000000,0.000000,845.000000,971.754567
2025-11-04T23,23,1,0.000000,0.000000,995.000000,1144.255377
2025-11-05T00,0,2,0.000000,0.000000,1044.000000,1200.605642
2025-11-05T01,1,2,0.000000,0.000000,1022.000000,1175.305523
2025-11-05T02,2,2,0.000000,0.000000,990.000000,1138.505350
2025-11-05T03,3,2,0.000000,0.000000,335.000000,385.251810
2025-11-05T04,4,2,0.000000,0.000000,189.000000,217.351021
2025-11-05T05,5,2,0.000000,0.000000,191.000000,219.651032
2025-11-05T06,6,2,0.000000,0.000000,173.000000,198.950935
2025-11-05T07,7,2,0.000000,0.000000,173.000000,198.950935
2025-11-05T08,8,2,0.000000,0.000000,173.000000,198.950935
2025-11-05T09,9,2,0.000000,0.000000,173.000000,198.950935
2025-11-05T10,10,2,0.000000,0.000000,175.000000,201.250946
2025-11-05T11,11,2,0.000000,0.000000,605.000000,695.753270
2025-11-05T12,12,2,0.000000,0.000000,801.000000,921.154329
2025-11-05T13,13,2,0.000000,0.000000,850.000000,977.504594
2025-11-05T14,14,2,0.000000,0.000000,463.000000,532.452502
2025-11-05T15,15,2,0.000000,0.000000,334.000000,384.101805
2025-11-05T16,16,2,0.000000,0.000000,316.000000,363.401708
2025-11-05T17,17,2,0.000000,0.000000,317.000000,364.551713
2025-11-05T18,18,2,0.000000,0.000000,362.000000,416.301956
2025-11-05T19,19,2,0.000000,0.000000,316.000000,363.401708
2025-11-05T20,20,2,0.000000,0.000000,223.000000,256.451205
2025-11-05T21,21,2,0.000000,0.000000,449.000000,516.352427
2025-11-05T22,22,2,0.000000,0.000000,1340.000000,1541.007242
2025-11-05T23,23,2,0.000000,0.000000,1359.000000,1562.857344
2025-11-06T00,0,3,0.000000,0.000000,1208.000000,1389.206528
2025-11-06T01,1,3,0.000000,0.000000,1010.000000,1161.505458
2025-11-06T02,2,3,0.000000,0.000000,913.000000,1049.954934
2025-11-06T03,3,3,0.000000,0.000000,290.000000,333.501567
2025-11-06T04,4,3,0.000000,0.000000,258.000000,296.701394
2025-11-06T05,5,3,0.000000,0.000000,259.000000,297.851400
2025-11-06T06,6,3,0.000000,0.000000,259.000000,297.851400
2025-11-06T07,7,3,0.000000,0.000000,173.000000,198.950935
2025-11-06T08,8,3,0.000000,0.000000,173.000000,198.950935
2025-11-06T09,9,3,0.000000,0.000000,247.000000,284.051335
2025-11-06T10,10,3,0.000000,0.000000,247.000000,284.051335
2025-11-06T11,11,3,0.000000,0.000000,436.000000,501.402356
2025-11-06T12,12,3,0.000000,0.000000,745.000000,856.754026
2025-11-06T13,13,3,0.000000,0.000000,737.000000,847.553983
2025-11-06T14,14,3,0.000000,0.000000,573.000000,658.953097
2025-11-06T15,15,3,0.000000,0.000000,548.000000,630.202962
2025-11-06T16,16,3,0.000000,0.000000,579.000000,665.853129
2025-11-06T17,17,3,0.000000,0.000000,378.000000,434.702043
2025-11-06T18,18,3,0.000000,0.000000,197.000000,226.551065
2025-11-06T19,19,3,0.000000,0.000000,192.000000,220.801038
2025-11-06T20,20,3,0.000000,0.000000,193.000000,221.951043
2025-11-06T21,21,3,0.000000,0.000000,197.000000,226.551065
2025-11-06T22,22,3,0.000000,0.000000,537.000000,617.552902
2025-11-06T23,23,3,0.000000,0.000000,1039.000000,1194.855615
2025-11-07T00,0,4,0.000000,0.000000,1026.000000,1179.905545
2025-11-07T01,1,4,0.000000,0.000000,868.000000,998.204691
2025-11-07T02,2,4,0.000000,0.000000,950.000000,1092.505134
2025-11-07T03,3,4,0.000000,0.000000,291.000000,334.651573
2025-11-07T04,4,4,0.000000,0.000000,194.000000,223.101048
2025-11-07T05,5,4,0.000000,0.000000,190.000000,218.501027
2025-11-07T06,6,4,0.000000,0.000000,190.000000,218.501027
2025-11-07T07,7,4,0.000000,0.000000,247.000000,284.051335
2025-11-07T08,8,4,0.000000,0.000000,247.000000,284.051335
2025-11-07T09,9,4,0.000000,0.000000,180.000000,207.000973
2025-11-07T10,10,4,0.000000,0.000000,193.000000,221.951043
2025-11-07T11,11,4,0.000000,0.000000,853.000000,980.954610
2025-11-07T12,12,4,0.000000,0.000000,1067.000000,1227.055766
2025-11-07T13,13,4,0.000000,0.000000,1068.000000,1228.205772
2025-11-07T14,14,4,0.000000,0.000000,982.000000,1129.305307
2025-11-07T15,15,4,0.000000,0.000000,944.000000,1085.605102
2025-11-07T16,16,4,0.000000,0.000000,304.000000,349.601643
2025-11-07T17,17,4,0.000000,0.000000,267.000000,307.051443
2025-11-07T18,18,4,0.000000,0.000000,287.000000,330.051551
2025-11-07T19,19,4,0.000000,0.000000,352.000000,404.801902
2025-11-07T20,20,4,0.000000,0.000000,317.000000,364.551713
2025-11-07T21,21,4,0.000000,0.000000,310.000000,356.501675
2025-11-07T22,22,4,0.000000,0.000000,744.000000,855.604021
2025-11-07T23,23,4,0.000000,0.000000,896.000000,1030.404842
2025-11-08T00,0,5,0.000000,0.000000,912.000000,1048.804929
2025-11-08T01,1,5,0.000000,0.000000,914.000000,1051.104940
2025-11-08T02,2,5,0.000000,0.000000,937.000000,1077.555064
2025-11-08T03,3,5,0.000000,0.000000,630.000000,724.503405
2025-11-08T04,4,5,0.000000,0.000000,472.000000,542.802551
2025-11-08T05,5,5,0.000000,0.000000,231.000000,265.651248
2025-11-08T06,6,5,0.000000,0.000000,231.000000,265.651248
2025-11-08T07,7,5,0.000000,0.000000,179.000000,205.850967
2025-11-08T08,8,5,0.000000,0.000000,180.000000,207.000973
2025-11-08T09,9,5,0.000000,0.000000,176.000000,202.400951
2025-11-08T10,10,5,0.000000,0.000000,176.000000,202.400951
2025-11-08T11,11,5,0.000000,0.000000,175.000000,201.250946
2025-11-08T12,12,5,0.000000,0.000000,174.000000,200.100940
2025-11-08T13,13,5,0.000000,0.000000,174.000000,200.100940
2025-11-08T14,14,5,0.000000,0.000000,172.000000,197.800930
2025-11-08T15,15,5,0.000000,0.000000,178.000000,204.700962
2025-11-08T16,16,5,0.000000,0.000000,172.000000,197.800930
2025-11-08T17,17,5,0.000000,0.000000,178.000000,204.700962
2025-11-08T18,18,5,0.000000,0.000000,267.000000,307.051443
2025-11-08T19,19,5,0.000000,0.000000,344.000000,395.601859
2025-11-08T20,20,5,0.000000,0.000000,387.000000,445.052091
2025-11-08T21,21,5,0.000000,0.000000,462.000000,531.302497
2025-11-08T22,22,5,0.000000,0.000000,523.000000,601.452826
2025-11-08T23,23,5,0.000000,0.000000,583.000000,670.453151
2025-11-09T00,0,6,0.000000,0.000000,512.000000,588.802767
2025-11-09T01,1,6,0.000000,0.000000,506.000000,581.902735
2025-11-09T02,2,6,0.000000,0.000000,515.000000,592.252783
2025-11-09T03,3,6,0.000000,0.000000,507.000000,583.052740
2025-11-09T04,4,6,0.000000,0.000000,211.000000,242.651140
2025-11-09T05,5,6,0.000000,0.000000,175.000000,201.250946
2025-11-09T06,6,6,0.000000,0.000000,175.000000,201.250946
2025-11-09T07,7,6,0.000000,0.000000,175.000000,201.250946
2025-11-09T08,8,6,0.000000,0.000000,177.000000,203.550957
2025-11-09T09,9,6,0.000000,0.000000,174.000000,200.100940
2025-11-09T10,10,6,0.000000,0.000000,175.000000,201.250946
2025-11-09T11,11,6,0.000000,0.000000,175.000000,201.250946
2025-11-09T12,12,6,0.000000,0.000000,173.000000,198.950935
2025-11-09T13,13,6,0.000000,0.000000,173.000000,198.950935
2025-11-09T14,14,6,0.000000,0.000000,191.000000,219.651032
2025-11-09T15,15,6,0.000000,0.000000,170.000000,195.500919
2025-11-09T16,16,6,0.000000,0.000000,242.000000,278.301308
2025-11-09T17,17,6,0.000000,0.000000,330.000000,379.501783
2025-11-09T18,18,6,0.000000,0.000000,258.000000,296.701394
2025-11-09T19,19,6,0.000000,0.000000,235.000000,270.251270
2025-11-09T20,20,6,0.000000,0.000000,168.000000,193.200908
2025-11-09T21,21,6,0.000000,0.000000,170.000000,195.500919
2025-11-09T22,22,6,0.000000,0.000000,629.000000,723.353399
2025-11-09T23,23,6,0.000000,0.000000,723.000000,831.453907
2025-11-10T00,0,0,0.000000,0.000000,743.000000,854.454015
2025-11-10T01,1,0,0.000000,0.000000,564.000000,648.603048
2025-11-10T02,2,0,0.000000,0.000000,551.000000,633.652978
2025-11-10T03,3,0,0.000000,0.000000,513.000000,589.952772
2025-11-10T04,4,0,0.000000,0.000000,203.000000,233.451097
2025-11-10T05,5,0,0.000000,0.000000,172.000000,197.800930
2025-11-10T06,6,0,0.000000,0.000000,172.000000,197.800930
2025-11-10T07,7,0,0.000000,0.000000,176.000000,202.400951
2025-11-10T08,8,0,0.000000,0.000000,175.000000,201.250946
2025-11-10T09,9,0,0.000000,0.000000,171.000000,196.650924
2025-11-10T10,10,0,0.000000,0.000000,181.000000,208.150978
2025-11-10T11,11,0,0.000000,0.000000,646.000000,742.903491
2025-11-10T12,12,0,0.000000,0.000000,1243.000000,1429.456718
2025-11-10T13,13,0,0.000000,0.000000,1312.000000,1508.807090
2025-11-10T14,14,0,0.000000,0.000000,1262.000000,1451.306820
2025-11-10T15,15,0,0.000000,0.000000,1279.000000,1470.856912
2025-11-10T16,16,0,0.000000,0.000000,1160.000000,1334.006269
2025-11-10T17,17,0,0.000000,0.000000,1246.000000,1432.906734
2025-11-10T18,18,0,0.000000,0.000000,1237.000000,1422.556685
2025-11-10T19,19,0,0.000000,0.000000,1037.000000,1192.555604
2025-11-10T20,20,0,0.000000,0.000000,1033.000000,1187.955583
2025-11-10T21,21,0,0.000000,0.000000,1157.000000,1330.556253
2025-11-10T22,22,0,0.000000,0.000000,1665.000000,1914.758998
2025-11-10T23,23,0,0.000000,0.000000,1888.000000,2171.210203
2025-11-11T00,0,1,0.000000,0.000000,2080.000000,2392.011241
2025-11-11T01,1,1,0.000000,0.000000,2260.000000,2599.012214
2025-11-11T02,2,1,0.000000,0.000000,2262.000000,2601.312224
2025-11-11T03,3,1,0.000000,0.000000,2122.000000,2440.311468
2025-11-11T04,4,1,0.000000,0.000000,1388.000000,1596.207501
2025-11-11T05,5,1,0.000000,0.000000,713.000000,819.953853
2025-11-11T06,6,1,0.000000,0.000000,713.000000,819.953853
2025-11-11T07,7,1,0.000000,0.000000,172.000000,197.800930
2025-11-11T08,8,1,0.000000,0.000000,172.000000,197.800930
2025-11-11T09,9,1,0.000000,0.000000,379.000000,435.852048
2025-11-11T10,10,1,0.000000,0.000000,402.000000,462.302173
2025-11-11T11,11,1,0.000000,0.000000,1977.000000,2273.560684
2025-11-11T12,12,1,0.000000,0.000000,2897.000000,3331.565656
2025-11-11T13,13,1,0.000000,0.000000,2851.000000,3278.665408
2025-11-11T14,14,1,0.000000,0.000000,2469.000000,2839.363343
2025-11-11T15,15,1,0.000000,0.000000,1680.000000,1932.009079
2025-11-11T16,16,1,0.000000,0.000000,1397.000000,1606.557550
2025-11-11T17,17,1,0.000000,0.000000,1218.000000,1400.706582
2025-11-11T18,18,1,0.000000,0.000000,1159.000000,1332.856264
2025-11-11T19,19,1,0.000000,0.000000,1197.000000,1376.556469
2025-11-11T20,20,1,0.000000,0.000000,1211.000000,1392.656545
2025-11-11T21,21,1,0.000000,0.000000,1204.000000,1384.606507
2025-11-11T22,22,1,0.000000,0.000000,1681.000000,1933.159085
2025-11-11T23,23,1,0.000000,0.000000,2544.000000,2925.613748
2025-11-12T00,0,2,0.000000,0.000000,2676.000000,3077.414462
2025-11-12T01,1,2,0.000000,0.000000,2376.000000,2732.412841
2025-11-12T02,2,2,0.000000,0.000000,2082.000000,2394.311252
2025-11-12T03,3,2,0.000000,0.000000,1642.000000,1888.308874
2025-11-12T04,4,2,0.000000,0.000000,1018.000000,1170.705502
2025-11-12T05,5,2,0.000000,0.000000,794.000000,913.104291
2025-11-12T06,6,2,0.000000,0.000000,794.000000,913.104291
2025-11-12T07,7,2,0.000000,0.000000,380.000000,437.002054
2025-11-12T08,8,2,0.000000,0.000000,381.000000,438.152059
2025-11-12T09,9,2,0.000000,0.000000,270.000000,310.501459
2025-11-12T10,10,2,0.000000,0.000000,279.000000,320.851508
2025-11-12T11,11,2,0.000000,0.000000,991.000000,1139.655356
2025-11-12T12,12,2,0.000000,0.000000,1547.000000,1779.058360
2025-11-12T13,13,2,0.000000,0.000000,1540.000000,1771.008323
2025-11-12T14,14,2,0.000000,0.000000,1330.000000,1529.507188
2025-11-12T15,15,2,0.000000,0.000000,1295.000000,1489.256999
2025-11-12T16,16,2,0.000000,0.000000,1161.000000,1335.156274
2025-11-12T17,17,2,0.000000,0.000000,1008.000000,1159.205448
2025-11-12T18,18,2,0.000000,0.000000,1070.000000,1230.505783
2025-11-12T19,19,2,0.000000,0.000000,886.000000,1018.904788
2025-11-12T20,20,2,0.000000,0.000000,787.000000,905.054253
2025-11-12T21,21,2,0.000000,0.000000,897.000000,1031.554848
2025-11-12T22,22,2,0.000000,0.000000,1376.000000,1582.407436
2025-11-12T23,23,2,0.000000,0.000000,1865.000000,2144.760079
2025-11-13T00,0,3,0.000000,0.000000,1676.000000,1927.409058
2025-11-13T01,1,3,0.000000,0.000000,1574.000000,1810.108506
2025-11-13T02,2,3,0.000000,0.000000,1334.000000,1534.107209
2025-11-13T03,3,3,0.000000,0.000000,1266.000000,1455.906842
2025-11-13T04,4,3,0.000000,0.000000,755.000000,868.254080
2025-11-13T05,5,3,0.000000,0.000000,311.000000,357.651681
2025-11-13T06,6,3,0.000000,0.000000,311.000000,357.651681
2025-11-13T07,7,3,0.000000,0.000000,282.000000,324.301524
2025-11-13T08,8,3,0.000000,0.000000,271.000000,311.651465
2025-11-13T09,9,3,0.000000,0.000000,167.000000,192.050903
2025-11-13T10,10,3,0.000000,0.000000,167.000000,192.050903
2025-11-13T11,11,3,0.000000,0.000000,410.000000,471.502216
2025-11-13T12,12,3,0.000000,0.000000,743.000000,854.454015
2025-11-13T13,13,3,0.000000,0.000000,1324.000000,1522.607155
2025-11-13T14,14,3,0.000000,0.000000,1123.000000,1291.456069
2025-11-13T15,15,3,0.000000,0.000000,1030.000000,1184.505566
2025-11-13T16,16,3,0.000000,0.000000,672.000000,772.803632
2025-11-13T17,17,3,0.000000,0.000000,667.000000,767.053605
2025-11-13T18,18,3,0.000000,0.000000,639.000000,734.853453
2025-11-13T19,19,3,0.000000,0.000000,621.000000,714.153356
2025-11-13T20,20,3,0.000000,0.000000,555.000000,638.252999
2025-11-13T21,21,3,0.000000,0.000000,520.000000,598.002810
2025-11-13T22,22,3,0.000000,0.000000,717.000000,824.553875
2025-11-13T23,23,3,0.000000,0.000000,1297.000000,1491.557009
2025-11-14T00,0,4,0.000000,0.000000,1301.000000,1496.157031
2025-11-14T01,1,4,0.000000,0.000000,946.000000,1087.905112
2025-11-14T02,2,4,0.000000,0.000000,733.000000,842.953961
2025-11-14T03,3,4,0.000000,0.000000,683.000000,785.453691
2025-11-14T04,4,4,0.000000,0.000000,365.000000,419.751973
2025-11-14T05,5,4,0.000000,0.000000,343.000000,394.451854
2025-11-14T06,6,4,0.000000,0.000000,343.000000,394.451854
2025-11-14T07,7,4,0.000000,0.000000,166.000000,190.900897
2025-11-14T08,8,4,0.000000,0.000000,167.000000,192.050903
2025-11-14T09,9,4,0.000000,0.000000,169.000000,194.350913
2025-11-14T10,10,4,0.000000,0.000000,169.000000,194.350913
2025-11-14T11,11,4,0.000000,0.000000,599.000000,688.853237
2025-11-14T12,12,4,0.000000,0.000000,967.000000,1112.055226
2025-11-14T13,13,4,0.000000,0.000000,1739.000000,1999.859398
2025-11-14T14,14,4,0.000000,0.000000,1793.000000,2061.959690
2025-11-14T15,15,4,0.000000,0.000000,1157.000000,1330.556253
2025-11-14T16,16,4,0.000000,0.000000,715.000000,822.253864
2025-11-14T17,17,4,0.000000,0.000000,679.000000,780.853669
2025-11-14T18,18,4,0.000000,0.000000,680.000000,782.003675
2025-11-14T19,19,4,0.000000,0.000000,582.000000,669.303145
2025-11-14T20,20,4,0.000000,0.000000,641.000000,737.153464
2025-11-14T21,21,4,0.000000,0.000000,614.000000,706.103318
2025-11-14T22,22,4,0.000000,0.000000,683.000000,785.453691
2025-11-14T23,23,4,0.000000,0.000000,937.000000,1077.555064
2025-11-15T00,0,5,0.000000,0.000000,769.000000,884.354156
2025-11-15T01,1,5,0.000000,0.000000,776.000000,892.404194
2025-11-15T02,2,5,0.000000,0.000000,802.000000,922.304334
2025-11-15T03,3,5,0.000000,0.000000,426.000000,489.902302
2025-11-15T04,4,5,0.000000,0.000000,286.000000,328.901546
2025-11-15T05,5,5,0.000000,0.000000,285.000000,327.751540
2025-11-15T06,6,5,0.000000,0.000000,285.000000,327.751540
2025-11-15T07,7,5,0.000000,0.000000,171.000000,196.650924
2025-11-15T08,8,5,0.000000,0.000000,170.000000,195.500919
2025-11-15T09,9,5,0.000000,0.000000,165.000000,189.750892
2025-11-15T10,10,5,0.000000,0.000000,165.000000,189.750892
2025-11-15T11,11,5,0.000000,0.000000,164.000000,188.600886
2025-11-15T12,12,5,0.000000,0.000000,163.000000,187.450881
2025-11-15T13,13,5,0.000000,0.000000,163.000000,187.450881
2025-11-15T14,14,5,0.000000,0.000000,163.000000,187.450881
2025-11-15T15,15,5,0.000000,0.000000,162.000000,186.300875
2025-11-15T16,16,5,0.000000,0.000000,162.000000,186.300875
2025-11-15T17,17,5,0.000000,0.000000,328.000000,377.201773
2025-11-15T18,18,5,0.000000,0.000000,541.000000,622.152924
2025-11-15T19,19,5,0.000000,0.000000,374.000000,430.102021
2025-11-15T20,20,5,0.000000,0.000000,382.000000,439.302064
2025-11-15T21,21,5,0.000000,0.000000,380.000000,437.002054
2025-11-15T22,22,5,0.000000,0.000000,522.000000,600.302821
2025-11-15T23,23,5,0.000000,0.000000,713.000000,819.953853
2025-11-16T00,0,6,0.000000,0.000000,625.000000,718.753378
2025-11-16T01,1,6,0.000000,0.000000,625.000000,718.753378
2025-11-16T02,2,6,0.000000,0.000000,572.000000,657.803091
2025-11-16T03,3,6,0.000000,0.000000,518.000000,595.702799
2025-11-16T04,4,6,0.000000,0.000000,284.000000,326.601535
2025-11-16T05,5,6,0.000000,0.000000,283.000000,325.451529
2025-11-16T06,6,6,0.000000,0.000000,165.000000,189.750892
2025-11-16T07,7,6,0.000000,0.000000,166.000000,190.900897
2025-11-16T08,8,6,0.000000,0.000000,166.000000,190.900897
2025-11-16T09,9,6,0.000000,0.000000,164.000000,188.600886
2025-11-16T10,10,6,0.000000,0.000000,165.000000,189.750892
2025-11-16T11,11,6,0.000000,0.000000,165.000000,189.750892
2025-11-16T12,12,6,0.000000,0.000000,164.000000,188.600886
2025-11-16T13,13,6,0.000000,0.000000,163.000000,187.450881
2025-11-16T14,14,6,0.000000,0.000000,163.000000,187.450881
2025-11-16T15,15,6,0.000000,0.000000,163.000000,187.450881
2025-11-16T16,16,6,0.000000,0.000000,163.000000,187.450881
2025-11-16T17,17,6,0.000000,0.000000,162.000000,186.300875
2025-11-16T18,18,6,0.000000,0.000000,162.000000,186.300875
2025-11-16T19,19,6,0.000000,0.000000,162.000000,186.300875
2025-11-16T20,20,6,0.000000,0.000000,162.000000,186.300875
2025-11-16T21,21,6,0.000000,0.000000,161.000000,185.150870
2025-11-16T22,22,6,0.000000,0.000000,505.000000,580.752729
2025-11-16T23,23,6,0.000000,0.000000,688.000000,791.203718
2025-11-17T00,0,0,0.000000,0.000000,431.000000,495.652329
2025-11-17T01,1,0,0.000000,0.000000,418.000000,480.702259
2025-11-17T02,2,0,0.000000,0.000000,491.000000,564.652653
2025-11-17T03,3,0,0.000000,0.000000,411.000000,472.652221
2025-11-17T04,4,0,0.000000,0.000000,309.000000,355.351670
2025-11-17T05,5,0,0.000000,0.000000,260.000000,299.001405
2025-11-17T06,6,0,0.000000,0.000000,260.000000,299.001405
2025-11-17T07,7,0,0.000000,0.000000,164.000000,188.600886
2025-11-17T08,8,0,0.000000,0.000000,165.000000,189.750892
2025-11-17T09,9,0,0.000000,0.000000,163.000000,187.450881
2025-11-17T10,10,0,0.000000,0.000000,163.000000,187.450881
2025-11-17T11,11,0,0.000000,0.000000,540.000000,621.002918
2025-11-17T12,12,0,0.000000,0.000000,881.000000,1013.154761
2025-11-17T13,13,0,0.000000,0.000000,1455.000000,1673.257863
2025-11-17T14,14,0,0.000000,0.000000,1426.000000,1639.907706
2025-11-17T15,15,0,0.000000,0.000000,1212.000000,1393.806550
2025-11-17T16,16,0,0.000000,0.000000,740.000000,851.003999
2025-11-17T17,17,0,0.000000,0.000000,687.000000,790.053713
2025-11-17T18,18,0,0.000000,0.000000,665.000000,764.753594
2025-11-17T19,19,0,0.000000,0.000000,642.000000,738.303470
2025-11-17T20,20,0,0.000000,0.000000,581.000000,668.153140
2025-11-17T21,21,0,0.000000,0.000000,581.000000,668.153140
2025-11-17T22,22,0,0.000000,0.000000,1442.000000,1658.307793
2025-11-17T23,23,0,0.000000,0.000000,2216.000000,2548.411976
2025-11-18T00,0,1,0.000000,0.000000,2201.000000,2531.161895
2025-11-18T01,1,1,0.000000,0.000000,2073.000000,2383.961203
2025-11-18T02,2,1,0.000000,0.000000,1907.000000,2193.060306
2025-11-18T03,3,1,0.000000,0.000000,1339.000000,1539.857236
2025-11-18T04,4,1,0.000000,0.000000,529.000000,608.352859
2025-11-18T05,5,1,0.000000,0.000000,296.000000,340.401600
2025-11-18T06,6,1,0.000000,0.000000,296.000000,340.401600
2025-11-18T07,7,1,0.000000,0.000000,163.000000,187.450881
2025-11-18T08,8,1,0.000000,0.000000,163.000000,187.450881
2025-11-18T09,9,1,0.000000,0.000000,162.000000,186.300875
2025-11-18T10,10,1,0.000000,0.000000,193.000000,221.951043
2025-11-18T11,11,1,0.000000,0.000000,1158.000000,1331.706258
2025-11-18T12,12,1,0.000000,0.000000,2338.000000,2688.712635
2025-11-18T13,13,1,0.000000,0.000000,2590.000000,2978.513997
2025-11-18T14,14,1,0.000000,0.000000,2327.000000,2676.062576
2025-11-18T15,15,1,0.000000,0.000000,1426.000000,1639.907706
2025-11-18T16,16,1,0.000000,0.000000,735.000000,845.253972
2025-11-18T17,17,1,0.000000,0.000000,997.000000,1146.555388
2025-11-18T18,18,1,0.000000,0.000000,1022.000000,1175.305523
2025-11-18T19,19,1,0.000000,0.000000,1009.000000,1160.355453
2025-11-18T20,20,1,0.000000,0.000000,1046.000000,1202.905653
2025-11-18T21,21,1,0.000000,0.000000,1187.000000,1365.056415
2025-11-18T22,22,1,0.000000,0.000000,1805.000000,2075.759755
2025-11-18T23,23,1,0.000000,0.000000,1813.000000,2084.959798
2025-11-19T00,0,2,0.000000,0.000000,1761.000000,2025.159517
2025-11-19T01,1,2,0.000000,0.000000,1676.000000,1927.409058
2025-11-19T02,2,2,0.000000,0.000000,1385.000000,1592.757485
2025-11-19T03,3,2,0.000000,0.000000,1085.000000,1247.755864
2025-11-19T04,4,2,0.000000,0.000000,524.000000,602.602832
2025-11-19T05,5,2,0.000000,0.000000,310.000000,356.501675
2025-11-19T06,6,2,0.000000,0.000000,310.000000,356.501675
2025-11-19T07,7,2,0.000000,0.000000,163.000000,187.450881
2025-11-19T08,8,2,0.000000,0.000000,162.000000,186.300875
2025-11-19T09,9,2,0.000000,0.000000,276.000000,317.401492
2025-11-19T10,10,2,0.000000,0.000000,276.000000,317.401492
2025-11-19T11,11,2,0.000000,0.000000,730.000000,839.503945
2025-11-19T12,12,2,0.000000,0.000000,1494.000000,1718.108074
2025-11-19T13,13,2,0.000000,0.000000,1437.000000,1652.557766
2025-11-19T14,14,2,0.000000,0.000000,1123.000000,1291.456069
2025-11-19T15,15,2,0.000000,0.000000,1225.000000,1408.756620
2025-11-19T16,16,2,0.000000,0.000000,1044.000000,1200.605642
2025-11-19T17,17,2,0.000000,0.000000,1156.000000,1329.406247
2025-11-19T18,18,2,0.000000,0.000000,1210.000000,1391.506539
2025-11-19T19,19,2,0.000000,0.000000,1042.000000,1198.305631
2025-11-19T20,20,2,0.000000,0.000000,1062.000000,1221.305739
2025-11-19T21,21,2,0.000000,0.000000,1182.000000,1359.306388
2025-11-19T22,22,2,0.000000,0.000000,2079.000000,2390.861235
2025-11-19T23,23,2,0.000000,0.000000,2134.000000,2454.111533
2025-11-20T00,0,3,0.000000,0.000000,1955.000000,2248.260565
2025-11-20T01,1,3,0.000000,0.000000,1759.000000,2022.859506
2025-11-20T02,2,3,0.000000,0.000000,1550.000000,1782.508377
2025-11-20T03,3,3,0.000000,0.000000,1132.000000,1301.806118
2025-11-20T04,4,3,0.000000,0.000000,659.000000,757.853561
2025-11-20T05,5,3,0.000000,0.000000,467.000000,537.052524
2025-11-20T06,6,3,0.000000,0.000000,467.000000,537.052524
2025-11-20T07,7,3,0.000000,0.000000,278.000000,319.701502
2025-11-20T08,8,3,0.000000,0.000000,277.000000,318.551497
