period,hour_utc,weekday_utc,mida_ne_actual_demand_mwh,mida_ne_dayahead_demand_forecast_mwh,mida_ne_oil_generation_mwh,estimated_dfo_generation
2025-04-11T18,18,4,0.000000,0.000000,274.000000,315.101481
2025-04-11T19,19,4,0.000000,0.000000,230.000000,264.501243
2025-04-11T20,20,4,0.000000,0.000000,231.000000,265.651248
2025-04-11T21,21,4,0.000000,0.000000,231.000000,265.651248
2025-04-11T22,22,4,0.000000,0.000000,249.000000,286.351346
2025-04-11T23,23,4,0.000000,0.000000,248.000000,285.201340
2025-04-12T00,0,5,0.000000,0.000000,247.000000,284.051335
2025-04-12T01,1,5,0.000000,0.000000,247.000000,284.051335
2025-04-12T02,2,5,0.000000,0.000000,249.000000,286.351346
2025-04-12T03,3,5,0.000000,0.000000,251.000000,288.651356
2025-04-12T04,4,5,0.000000,0.000000,250.000000,287.501351
2025-04-12T05,5,5,0.000000,0.000000,822.000000,945.304442
2025-04-12T06,6,5,0.000000,0.000000,684.000000,786.603697
2025-04-12T07,7,5,0.000000,0.000000,254.000000,292.101373
2025-04-12T08,8,5,0.000000,0.000000,214.000000,246.101157
2025-04-12T09,9,5,0.000000,0.000000,215.000000,247.251162
2025-04-12T10,10,5,0.000000,0.000000,213.000000,244.951151
2025-04-12T11,11,5,0.000000,0.000000,211.000000,242.651140
2025-04-12T12,12,5,0.000000,0.000000,211.000000,242.651140
2025-04-12T13,13,5,0.000000,0.000000,210.000000,241.501135
2025-04-12T14,14,5,0.000000,0.000000,208.000000,239.201124
2025-04-12T15,15,5,0.000000,0.000000,207.000000,238.051119
2025-04-12T16,16,5,0.000000,0.000000,207.000000,238.051119
2025-04-12T17,17,5,0.000000,0.000000,206.000000,236.901113
2025-04-12T18,18,5,0.000000,0.000000,206.000000,236.901113
2025-04-12T19,19,5,0.000000,0.000000,206.000000,236.901113
2025-04-12T20,20,5,0.000000,0.000000,205.000000,235.751108
2025-04-12T21,21,5,0.000000,0.000000,205.000000,235.751108
2025-04-12T22,22,5,0.000000,0.000000,205.000000,235.751108
2025-04-12T23,23,5,0.000000,0.000000,205.000000,235.751108
2025-04-13T00,0,6,0.000000,0.000000,203.000000,233.451097
2025-04-13T01,1,6,0.000000,0.000000,203.000000,233.451097
2025-04-13T02,2,6,0.000000,0.000000,203.000000,233.451097
2025-04-13T03,3,6,0.000000,0.000000,206.000000,236.901113
2025-04-13T04,4,6,0.000000,0.000000,249.000000,286.351346
2025-04-13T05,5,6,0.000000,0.000000,238.000000,273.701286
2025-04-13T06,6,6,0.000000,0.000000,237.000000,272.551281
2025-04-13T07,7,6,0.000000,0.000000,237.000000,272.551281
2025-04-13T08,8,6,0.000000,0.000000,237.000000,272.551281
2025-04-13T09,9,6,0.000000,0.000000,236.000000,271.401275
2025-04-13T10,10,6,0.000000,0.000000,237.000000,272.551281
2025-04-13T11,11,6,0.000000,0.000000,236.000000,271.401275
2025-04-13T12,12,6,0.000000,0.000000,235.000000,270.251270
2025-04-13T13,13,6,0.000000,0.000000,234.000000,269.101265
2025-04-13T14,14,6,0.000000,0.000000,233.000000,267.951259
2025-04-13T15,15,6,0.000000,0.000000,234.000000,269.101265
2025-04-13T16,16,6,0.000000,0.000000,236.000000,271.401275
2025-04-13T17,17,6,0.000000,0.000000,236.000000,271.401275
2025-04-13T18,18,6,0.000000,0.000000,183.000000,210.450989
2025-04-13T19,19,6,0.000000,0.000000,173.000000,198.950935
2025-04-13T20,20,6,0.000000,0.000000,174.000000,200.100940
2025-04-13T21,21,6,0.000000,0.000000,211.000000,242.651140
2025-04-13T22,22,6,0.000000,0.000000,238.000000,273.701286
2025-04-13T23,23,6,0.000000,0.000000,239.000000,274.851292
2025-04-14T00,0,0,0.000000,0.000000,241.000000,277.151302
2025-04-14T01,1,0,0.000000,0.000000,207.000000,238.051119
2025-04-14T02,2,0,0.000000,0.000000,200.000000,230.001081
2025-04-14T03,3,0,0.000000,0.000000,200.000000,230.001081
2025-04-14T04,4,0,0.000000,0.000000,199.000000,228.851075
2025-04-14T05,5,0,0.000000,0.000000,170.000000,195.500919
2025-04-14T06,6,0,0.000000,0.000000,170.000000,195.500919
2025-04-14T07,7,0,0.000000,0.000000,169.000000,194.350913
2025-04-14T08,8,0,0.000000,0.000000,179.000000,205.850967
2025-04-14T09,9,0,0.000000,0.000000,208.000000,239.201124
2025-04-14T10,10,0,0.000000,0.000000,216.000000,248.401167
2025-04-14T11,11,0,0.000000,0.000000,218.000000,250.701178
2025-04-14T12,12,0,0.000000,0.000000,219.000000,251.851184
2025-04-14T13,13,0,0.000000,0.000000,218.000000,250.701178
2025-04-14T14,14,0,0.000000,0.000000,217.000000,249.551173
2025-04-14T15,15,0,0.000000,0.000000,217.000000,249.551173
2025-04-14T16,16,0,0.000000,0.000000,215.000000,247.251162
2025-04-14T17,17,0,0.000000,0.000000,212.000000,243.801146
2025-04-14T18,18,0,0.000000,0.000000,211.000000,242.651140
2025-04-14T19,19,0,0.000000,0.000000,210.000000,241.501135
2025-04-14T20,20,0,0.000000,0.000000,214.000000,246.101157
2025-04-14T21,21,0,0.000000,0.000000,707.000000,813.053821
2025-04-14T22,22,0,0.000000,0.000000,1035.000000,1190.255593
2025-04-14T23,23,0,0.000000,0.000000,1032.000000,1186.805577
2025-04-15T00,0,1,0.000000,0.000000,1087.000000,1250.055874
2025-04-15T01,1,1,0.000000,0.000000,1246.000000,1432.906734
2025-04-15T02,2,1,0.000000,0.000000,867.000000,997.054686
2025-04-15T03,3,1,0.000000,0.000000,840.000000,966.004540
2025-04-15T04,4,1,0.000000,0.000000,746.000000,857.904032
2025-04-15T05,5,1,0.000000,0.000000,770.000000,885.504161
2025-04-15T06,6,1,0.000000,0.000000,646.000000,742.903491
2025-04-15T07,7,1,0.000000,0.000000,563.000000,647.453043
2025-04-15T08,8,1,0.000000,0.000000,562.000000,646.303037
2025-04-15T09,9,1,0.000000,0.000000,565.000000,649.753053
2025-04-15T10,10,1,0.000000,0.000000,572.000000,657.803091
2025-04-15T11,11,1,0.000000,0.000000,568.000000,653.203070
2025-04-15T12,12,1,0.000000,0.000000,492.000000,565.802659
2025-04-15T13,13,1,0.000000,0.000000,472.000000,542.802551
2025-04-15T14,14,1,0.000000,0.000000,444.000000,510.602399
2025-04-15T15,15,1,0.000000,0.000000,337.000000,387.551821
2025-04-15T16,16,1,0.000000,0.000000,343.000000,394.451854
2025-04-15T17,17,1,0.000000,0.000000,500.000000,575.002702
2025-04-15T18,18,1,0.000000,0.000000,491.000000,564.652653
2025-04-15T19,19,1,0.000000,0.000000,463.000000,532.452502
2025-04-15T20,20,1,0.000000,0.000000,560.000000,644.003026
2025-04-15T21,21,1,0.000000,0.000000,526.000000,604.902843
2025-04-15T22,22,1,0.000000,0.000000,830.000000,954.504486
2025-04-15T23,23,1,0.000000,0.000000,757.000000,870.554091
2025-04-16T00,0,2,0.000000,0.000000,737.000000,847.553983
2025-04-16T01,1,2,0.000000,0.000000,872.000000,1002.804713
2025-04-16T02,2,2,0.000000,0.000000,690.000000,793.503729
2025-04-16T03,3,2,0.000000,0.000000,698.000000,802.703772
2025-04-16T04,4,2,0.000000,0.000000,744.000000,855.604021
2025-04-16T05,5,2,0.000000,0.000000,268.000000,308.201448
2025-04-16T06,6,2,0.000000,0.000000,217.000000,249.551173
2025-04-16T07,7,2,0.000000,0.000000,285.000000,327.751540
2025-04-16T08,8,2,0.000000,0.000000,310.000000,356.501675
2025-04-16T09,9,2,0.000000,0.000000,330.000000,379.501783
2025-04-16T10,10,2,0.000000,0.000000,816.000000,938.404410
2025-04-16T11,11,2,0.000000,0.000000,1019.000000,1171.855507
2025-04-16T12,12,2,0.000000,0.000000,988.000000,1136.205339
2025-04-16T13,13,2,0.000000,0.000000,806.000000,926.904356
2025-04-16T14,14,2,0.000000,0.000000,751.000000,863.654059
2025-04-16T15,15,2,0.000000,0.000000,895.000000,1029.254837
2025-04-16T16,16,2,0.000000,0.000000,895.000000,1029.254837
2025-04-16T17,17,2,0.000000,0.000000,811.000000,932.654383
2025-04-16T18,18,2,0.000000,0.000000,773.000000,888.954178
2025-04-16T19,19,2,0.000000,0.000000,709.000000,815.353832
2025-04-16T20,20,2,0.000000,0.000000,688.000000,791.203718
2025-04-16T21,21,2,0.000000,0.000000,689.000000,792.353724
2025-04-16T22,22,2,0.000000,0.000000,752.000000,864.804064
2025-04-16T23,23,2,0.000000,0.000000,1010.000000,1161.505458
2025-04-17T00,0,3,0.000000,0.000000,1027.000000,1181.055550
2025-04-17T01,1,3,0.000000,0.000000,1230.000000,1414.506647
2025-04-17T02,2,3,0.000000,0.000000,1192.000000,1370.806442
2025-04-17T03,3,3,0.000000,0.000000,971.000000,1116.655248
2025-04-17T04,4,3,0.000000,0.000000,809.000000,930.354372
2025-04-17T05,5,3,0.000000,0.000000,278.000000,319.701502
2025-04-17T06,6,3,0.000000,0.000000,207.000000,238.051119
2025-04-17T07,7,3,0.000000,0.000000,207.000000,238.051119
2025-04-17T08,8,3,0.000000,0.000000,209.000000,240.351129
2025-04-17T09,9,3,0.000000,0.000000,331.000000,380.651789
2025-04-17T10,10,3,0.000000,0.000000,783.000000,900.454232
2025-04-17T11,11,3,0.000000,0.000000,1128.000000,1297.206096
2025-04-17T12,12,3,0.000000,0.000000,1066.000000,1225.905761
2025-04-17T13,13,3,0.000000,0.000000,702.000000,807.303794
2025-04-17T14,14,3,0.000000,0.000000,584.000000,671.603156
2025-04-17T15,15,3,0.000000,0.000000,656.000000,754.403545
2025-04-17T16,16,3,0.000000,0.000000,686.000000,788.903707
2025-04-17T17,17,3,0.000000,0.000000,653.000000,750.953529
2025-04-17T18,18,3,0.000000,0.000000,632.000000,726.803415
2025-04-17T19,19,3,0.000000,0.000000,629.000000,723.353399
2025-04-17T20,20,3,0.000000,0.000000,629.000000,723.353399
2025-04-17T21,21,3,0.000000,0.000000,625.000000,718.753378
2025-04-17T22,22,3,0.000000,0.000000,663.000000,762.453583
2025-04-17T23,23,3,0.000000,0.000000,841.000000,967.154545
2025-04-18T00,0,4,0.000000,0.000000,873.000000,1003.954718
2025-04-18T01,1,4,0.000000,0.000000,916.000000,1053.404950
2025-04-18T02,2,4,0.000000,0.000000,931.000000,1070.655031
2025-04-18T03,3,4,0.000000,0.000000,786.000000,903.904248
2025-04-18T04,4,4,0.000000,0.000000,564.000000,648.603048
2025-04-18T05,5,4,0.000000,0.000000,258.000000,296.701394
2025-04-18T06,6,4,0.000000,0.000000,214.000000,246.101157
2025-04-18T07,7,4,0.000000,0.000000,216.000000,248.401167
2025-04-18T08,8,4,0.000000,0.000000,214.000000,246.101157
2025-04-18T09,9,4,0.000000,0.000000,216.000000,248.401167
2025-04-18T10,10,4,0.000000,0.000000,218.000000,250.701178
2025-04-18T11,11,4,0.000000,0.000000,328.000000,377.201773
2025-04-18T12,12,4,0.000000,0.000000,333.000000,382.951800
2025-04-18T13,13,4,0.000000,0.000000,315.000000,362.251702
2025-04-18T14,14,4,0.000000,0.000000,215.000000,247.251162
2025-04-18T15,15,4,0.000000,0.000000,276.000000,317.401492
2025-04-18T16,16,4,0.000000,0.000000,295.000000,339.251594
2025-04-18T17,17,4,0.000000,0.000000,259.000000,297.851400
2025-04-18T18,18,4,0.000000,0.000000,238.000000,273.701286
2025-04-18T19,19,4,0.000000,0.000000,239.000000,274.851292
2025-04-18T20,20,4,0.000000,0.000000,238.000000,273.701286
2025-04-18T21,21,4,0.000000,0.000000,237.000000,272.551281
2025-04-18T22,22,4,0.000000,0.000000,237.000000,272.551281
2025-04-18T23,23,4,0.000000,0.000000,235.000000,270.251270
2025-04-19T00,0,5,0.000000,0.000000,234.000000,269.101265
2025-04-19T01,1,5,0.000000,0.000000,233.000000,267.951259
2025-04-19T02,2,5,0.000000,0.000000,235.000000,270.251270
2025-04-19T03,3,5,0.000000,0.000000,237.000000,272.551281
2025-04-19T04,4,5,0.000000,0.000000,238.000000,273.701286
2025-04-19T05,5,5,0.000000,0.000000,211.000000,242.651140
2025-04-19T06,6,5,0.000000,0.000000,212.000000,243.801146
2025-04-19T07,7,5,0.000000,0.000000,214.000000,246.101157
2025-04-19T08,8,5,0.000000,0.000000,215.000000,247.251162
2025-04-19T09,9,5,0.000000,0.000000,218.000000,250.701178
2025-04-19T10,10,5,0.000000,0.000000,218.000000,250.701178
2025-04-19T11,11,5,0.000000,0.000000,215.000000,247.251162
2025-04-19T12,12,5,0.000000,0.000000,214.000000,246.101157
2025-04-19T13,13,5,0.000000,0.000000,215.000000,247.251162
2025-04-19T14,14,5,0.000000,0.000000,216.000000,248.401167
2025-04-19T15,15,5,0.000000,0.000000,267.000000,307.051443
2025-04-19T16,16,5,0.000000,0.000000,715.000000,822.253864
2025-04-19T17,17,5,0.000000,0.000000,621.000000,714.153356
2025-04-19T18,18,5,0.000000,0.000000,630.000000,724.503405
2025-04-19T19,19,5,0.000000,0.000000,673.000000,773.953637
2025-04-19T20,20,5,0.000000,0.000000,678.000000,779.703664
2025-04-19T21,21,5,0.000000,0.000000,689.000000,792.353724
2025-04-19T22,22,5,0.000000,0.000000,668.000000,768.203610
2025-04-19T23,23,5,0.000000,0.000000,666.000000,765.903599
2025-04-20T00,0,6,0.000000,0.000000,687.000000,790.053713
2025-04-20T01,1,6,0.000000,0.000000,668.000000,768.203610
2025-04-20T02,2,6,0.000000,0.000000,673.000000,773.953637
2025-04-20T03,3,6,0.000000,0.000000,669.000000,769.353615
2025-04-20T04,4,6,0.000000,0.000000,590.000000,678.503189
2025-04-20T05,5,6,0.000000,0.000000,181.000000,208.150978
2025-04-20T06,6,6,0.000000,0.000000,175.000000,201.250946
2025-04-20T07,7,6,0.000000,0.000000,174.000000,200.100940
2025-04-20T08,8,6,0.000000,0.000000,175.000000,201.250946
2025-04-20T09,9,6,0.000000,0.000000,179.000000,205.850967
2025-04-20T10,10,6,0.000000,0.000000,188.000000,216.201016
2025-04-20T11,11,6,0.000000,0.000000,189.000000,217.351021
2025-04-20T12,12,6,0.000000,0.000000,197.000000,226.551065
2025-04-20T13,13,6,0.000000,0.000000,214.000000,246.101157
2025-04-20T14,14,6,0.000000,0.000000,191.000000,219.651032
2025-04-20T15,15,6,0.000000,0.000000,183.000000,210.450989
2025-04-20T16,16,6,0.000000,0.000000,185.000000,212.751000
2025-04-20T17,17,6,0.000000,0.000000,500.000000,575.002702
2025-04-20T18,18,6,0.000000,0.000000,706.000000,811.903815
2025-04-20T19,19,6,0.000000,0.000000,693.000000,796.953745
2025-04-20T20,20,6,0.000000,0.000000,680.000000,782.003675
2025-04-20T21,21,6,0.000000,0.000000,697.000000,801.553767
2025-04-20T22,22,6,0.000000,0.000000,685.000000,787.753702
2025-04-20T23,23,6,0.000000,0.000000,709.000000,815.353832
2025-04-21T00,0,0,0.000000,0.000000,712.000000,818.803848
2025-04-21T01,1,0,0.000000,0.000000,718.000000,825.703880
2025-04-21T02,2,0,0.000000,0.000000,708.000000,814.203826
2025-04-21T03,3,0,0.000000,0.000000,715.000000,822.253864
2025-04-21T04,4,0,0.000000,0.000000,557.000000,640.553010
2025-04-21T05,5,0,0.000000,0.000000,210.000000,241.501135
2025-04-21T06,6,0,0.000000,0.000000,212.000000,243.801146
2025-04-21T07,7,0,0.000000,0.000000,216.000000,248.401167
2025-04-21T08,8,0,0.000000,0.000000,219.000000,251.851184
2025-04-21T09,9,0,0.000000,0.000000,221.000000,254.151194
2025-04-21T10,10,0,0.000000,0.000000,223.000000,256.451205
2025-04-21T11,11,0,0.000000,0.000000,222.000000,255.301200
2025-04-21T12,12,0,0.000000,0.000000,218.000000,250.701178
2025-04-21T13,13,0,0.000000,0.000000,223.000000,256.451205
2025-04-21T14,14,0,0.000000,0.000000,390.000000,448.502108
2025-04-21T15,15,0,0.000000,0.000000,274.000000,315.101481
2025-04-21T16,16,0,0.000000,0.000000,213.000000,244.951151
2025-04-21T17,17,0,0.000000,0.000000,212.000000,243.801146
2025-04-21T18,18,0,0.000000,0.000000,211.000000,242.651140
2025-04-21T19,19,0,0.000000,0.000000,210.000000,241.501135
2025-04-21T20,20,0,0.000000,0.000000,207.000000,238.051119
2025-04-21T21,21,0,0.000000,0.000000,206.000000,236.901113
2025-04-21T22,22,0,0.000000,0.000000,206.000000,236.901113
2025-04-21T23,23,0,0.000000,0.000000,336.000000,386.401816
2025-04-22T00,0,1,0.000000,0.000000,548.000000,630.202962
2025-04-22T01,1,1,0.000000,0.000000,555.000000,638.252999
2025-04-22T02,2,1,0.000000,0.000000,487.000000,560.052632
2025-04-22T03,3,1,0.000000,0.000000,221.000000,254.151194
2025-04-22T04,4,1,0.000000,0.000000,210.000000,241.501135
2025-04-22T05,5,1,0.000000,0.000000,213.000000,244.951151
2025-04-22T06,6,1,0.000000,0.000000,215.000000,247.251162
2025-04-22T07,7,1,0.000000,0.000000,215.000000,247.251162
2025-04-22T08,8,1,0.000000,0.000000,218.000000,250.701178
2025-04-22T09,9,1,0.000000,0.000000,221.000000,254.151194
2025-04-22T10,10,1,0.000000,0.000000,221.000000,254.151194
2025-04-22T11,11,1,0.000000,0.000000,219.000000,251.851184
2025-04-22T12,12,1,0.000000,0.000000,221.000000,254.151194
2025-04-22T13,13,1,0.000000,0.000000,222.000000,255.301200
2025-04-22T14,14,1,0.000000,0.000000,220.000000,253.001189
2025-04-22T15,15,1,0.000000,0.000000,220.000000,253.001189
2025-04-22T16,16,1,0.000000,0.000000,245.000000,281.751324
2025-04-22T17,17,1,0.000000,0.000000,288.000000,331.201556
2025-04-22T18,18,1,0.000000,0.000000,327.000000,376.051767
2025-04-22T19,19,1,0.000000,0.000000,346.000000,397.901870
2025-04-22T20,20,1,0.000000,0.000000,334.000000,384.101805
2025-04-22T21,21,1,0.000000,0.000000,338.000000,388.701827
2025-04-22T22,22,1,0.000000,0.000000,359.000000,412.851940
2025-04-22T23,23,1,0.000000,0.000000,426.000000,489.902302
2025-04-23T00,0,2,0.000000,0.000000,433.000000,497.952340
2025-04-23T01,1,2,0.000000,0.000000,436.000000,501.402356
2025-04-23T02,2,2,0.000000,0.000000,393.000000,451.952124
2025-04-23T03,3,2,0.000000,0.000000,352.000000,404.801902
2025-04-23T04,4,2,0.000000,0.000000,353.000000,405.951908
2025-04-23T05,5,2,0.000000,0.000000,308.000000,354.201665
2025-04-23T06,6,2,0.000000,0.000000,216.000000,248.401167
2025-04-23T07,7,2,0.000000,0.000000,218.000000,250.701178
2025-04-23T08,8,2,0.000000,0.000000,220.000000,253.001189
2025-04-23T09,9,2,0.000000,0.000000,225.000000,258.751216
2025-04-23T10,10,2,0.000000,0.000000,225.000000,258.751216
2025-04-23T11,11,2,0.000000,0.000000,222.000000,255.301200
2025-04-23T12,12,2,0.000000,0.000000,404.000000,464.602183
2025-04-23T13,13,2,0.000000,0.000000,395.000000,454.252135
2025-04-23T14,14,2,0.000000,0.000000,401.000000,461.152167
2025-04-23T15,15,2,0.000000,0.000000,403.000000,463.452178
2025-04-23T16,16,2,0.000000,0.000000,385.000000,442.752081
2025-04-23T17,17,2,0.000000,0.000000,403.000000,463.452178
2025-04-23T18,18,2,0.000000,0.000000,631.000000,725.653410
2025-04-23T19,19,2,0.000000,0.000000,581.000000,668.153140
2025-04-23T20,20,2,0.000000,0.000000,548.000000,630.202962
2025-04-23T21,21,2,0.000000,0.000000,603.000000,693.453259
2025-04-23T22,22,2,0.000000,0.000000,633.000000,727.953421
2025-04-23T23,23,2,0.000000,0.000000,1102.000000,1267.305956
2025-04-24T00,0,3,0.000000,0.000000,1255.000000,1443.256782
2025-04-24T01,1,3,0.000000,0.000000,1586.000000,1823.908571
2025-04-24T02,2,3,0.000000,0.000000,1057.000000,1215.555712
2025-04-24T03,3,3,0.000000,0.000000,728.000000,837.203934
2025-04-24T04,4,3,0.000000,0.000000,632.000000,726.803415
2025-04-24T05,5,3,0.000000,0.000000,299.000000,343.851616
2025-04-24T06,6,3,0.000000,0.000000,221.000000,254.151194
2025-04-24T07,7,3,0.000000,0.000000,225.000000,258.751216
2025-04-24T08,8,3,0.000000,0.000000,225.000000,258.751216
2025-04-24T09,9,3,0.000000,0.000000,224.000000,257.601211
2025-04-24T10,10,3,0.000000,0.000000,223.000000,256.451205
2025-04-24T11,11,3,0.000000,0.000000,261.000000,300.151411
2025-04-24T12,12,3,0.000000,0.000000,401.000000,461.152167
2025-04-24T13,13,3,0.000000,0.000000,556.000000,639.403005
2025-04-24T14,14,3,0.000000,0.000000,538.000000,618.702907
2025-04-24T15,15,3,0.000000,0.000000,696.000000,800.403761
2025-04-24T16,16,3,0.000000,0.000000,775.000000,891.254188
2025-04-24T17,17,3,0.000000,0.000000,876.000000,1007.404734
2025-04-24T18,18,3,0.000000,0.000000,935.000000,1075.255053
2025-04-24T19,19,3,0.000000,0.000000,886.000000,1018.904788
2025-04-24T20,20,3,0.000000,0.000000,865.000000,994.754675
2025-04-24T21,21,3,0.000000,0.000000,866.000000,995.904680
2025-04-24T22,22,3,0.000000,0.000000,861.000000,990.154653
2025-04-24T23,23,3,0.000000,0.000000,735.000000,845.253972
2025-04-25T00,0,4,0.000000,0.000000,1022.000000,1175.305523
2025-04-25T01,1,4,0.000000,0.000000,1143.000000,1314.456177
2025-04-25T02,2,4,0.000000,0.000000,912.000000,1048.804929
2025-04-25T03,3,4,0.000000,0.000000,838.000000,963.704529
2025-04-25T04,4,4,0.000000,0.000000,655.000000,753.253540
2025-04-25T05,5,4,0.000000,0.000000,322.000000,370.301740
2025-04-25T06,6,4,0.000000,0.000000,218.000000,250.701178
2025-04-25T07,7,4,0.000000,0.000000,218.000000,250.701178
2025-04-25T08,8,4,0.000000,0.000000,223.000000,256.451205
2025-04-25T09,9,4,0.000000,0.000000,225.000000,258.751216
2025-04-25T10,10,4,0.000000,0.000000,225.000000,258.751216
2025-04-25T11,11,4,0.000000,0.000000,224.000000,257.601211
2025-04-25T12,12,4,0.000000,0.000000,223.000000,256.451205
2025-04-25T13,13,4,0.000000,0.000000,228.000000,262.201232
2025-04-25T14,14,4,0.000000,0.000000,297.000000,341.551605
2025-04-25T15,15,4,0.000000,0.000000,448.000000,515.202421
2025-04-25T16,16,4,0.000000,0.000000,538.000000,618.702907
2025-04-25T17,17,4,0.000000,0.000000,507.000000,583.052740
2025-04-25T18,18,4,0.000000,0.000000,507.000000,583.052740
2025-04-25T19,19,4,0.000000,0.000000,694.000000,798.103751
2025-04-25T20,20,4,0.000000,0.000000,695.000000,799.253756
2025-04-25T21,21,4,0.000000,0.000000,650.000000,747.503513
2025-04-25T22,22,4,0.000000,0.000000,664.000000,763.603588
2025-04-25T23,23,4,0.000000,0.000000,625.000000,718.753378
2025-04-26T00,0,5,0.000000,0.000000,651.000000,748.653518
2025-04-26T01,1,5,0.000000,0.000000,666.000000,765.903599
2025-04-26T02,2,5,0.000000,0.000000,653.000000,750.953529
2025-04-26T03,3,5,0.000000,0.000000,632.000000,726.803415
2025-04-26T04,4,5,0.000000,0.000000,518.000000,595.702799
2025-04-26T05,5,5,0.000000,0.000000,290.000000,333.501567
2025-04-26T06,6,5,0.000000,0.000000,223.000000,256.451205
2025-04-26T07,7,5,0.000000,0.000000,224.000000,257.601211
2025-04-26T08,8,5,0.000000,0.000000,226.000000,259.901221
2025-04-26T09,9,5,0.000000,0.000000,228.000000,262.201232
2025-04-26T10,10,5,0.000000,0.000000,226.000000,259.901221
2025-04-26T11,11,5,0.000000,0.000000,222.000000,255.301200
2025-04-26T12,12,5,0.000000,0.000000,218.000000,250.701178
2025-04-26T13,13,5,0.000000,0.000000,217.000000,249.551173
2025-04-26T14,14,5,0.000000,0.000000,266.000000,305.901438
2025-04-26T15,15,5,0.000000,0.000000,269.000000,309.351454
2025-04-26T16,16,5,0.000000,0.000000,262.000000,301.301416
2025-04-26T17,17,5,0.000000,0.000000,248.000000,285.201340
2025-04-26T18,18,5,0.000000,0.000000,223.000000,256.451205
2025-04-26T19,19,5,0.000000,0.000000,244.000000,280.601319
2025-04-26T20,20,5,0.000000,0.000000,244.000000,280.601319
2025-04-26T21,21,5,0.000000,0.000000,434.000000,499.102345
2025-04-26T22,22,5,0.000000,0.000000,662.000000,761.303578
2025-04-26T23,23,5,0.000000,0.000000,588.000000,676.203178
2025-04-27T00,0,6,0.000000,0.000000,574.000000,660.103102
2025-04-27T01,1,6,0.000000,0.000000,523.000000,601.452826
2025-04-27T02,2,6,0.000000,0.000000,462.000000,531.302497
2025-04-27T03,3,6,0.000000,0.000000,439.000000,504.852372
2025-04-27T04,4,6,0.000000,0.000000,365.000000,419.751973
2025-04-27T05,5,6,0.000000,0.000000,215.000000,247.251162
2025-04-27T06,6,6,0.000000,0.000000,219.000000,251.851184
2025-04-27T07,7,6,0.000000,0.000000,219.000000,251.851184
2025-04-27T08,8,6,0.000000,0.000000,221.000000,254.151194
2025-04-27T09,9,6,0.000000,0.000000,224.000000,257.601211
2025-04-27T10,10,6,0.000000,0.000000,225.000000,258.751216
2025-04-27T11,11,6,0.000000,0.000000,223.000000,256.451205
2025-04-27T12,12,6,0.000000,0.000000,221.000000,254.151194
2025-04-27T13,13,6,0.000000,0.000000,219.000000,251.851184
2025-04-27T14,14,6,0.000000,0.000000,219.000000,251.851184
2025-04-27T15,15,6,0.000000,0.000000,218.000000,250.701178
2025-04-27T16,16,6,0.000000,0.000000,216.000000,248.401167
2025-04-27T17,17,6,0.000000,0.000000,215.000000,247.251162
2025-04-27T18,18,6,0.000000,0.000000,214.000000,246.101157
2025-04-27T19,19,6,0.000000,0.000000,215.000000,247.251162
2025-04-27T20,20,6,0.000000,0.000000,213.000000,244.951151
2025-04-27T21,21,6,0.000000,0.000000,212.000000,243.801146
2025-04-27T22,22,6,0.000000,0.000000,213.000000,244.951151
2025-04-27T23,23,6,0.000000,0.000000,213.000000,244.951151
2025-04-28T00,0,0,0.000000,0.000000,290.000000,333.501567
2025-04-28T01,1,0,0.000000,0.000000,391.000000,449.652113
2025-04-28T02,2,0,0.000000,0.000000,316.000000,363.401708
2025-04-28T03,3,0,0.000000,0.000000,218.000000,250.701178
2025-04-28T04,4,0,0.000000,0.000000,220.000000,253.001189
2025-04-28T05,5,0,0.000000,0.000000,219.000000,251.851184
2025-04-28T06,6,0,0.000000,0.000000,222.000000,255.301200
2025-04-28T07,7,0,0.000000,0.000000,224.000000,257.601211
2025-04-28T08,8,0,0.000000,0.000000,225.000000,258.751216
2025-04-28T09,9,0,0.000000,0.000000,228.000000,262.201232
2025-04-28T10,10,0,0.000000,0.000000,227.000000,261.051227
2025-04-28T11,11,0,0.000000,0.000000,224.000000,257.601211
2025-04-28T12,12,0,0.000000,0.000000,221.000000,254.151194
2025-04-28T13,13,0,0.000000,0.000000,222.000000,255.301200
2025-04-28T14,14,0,0.000000,0.000000,221.000000,254.151194
2025-04-28T15,15,0,0.000000,0.000000,220.000000,253.001189
2025-04-28T16,16,0,0.000000,0.000000,243.000000,279.451313
2025-04-28T17,17,0,0.000000,0.000000,237.000000,272.551281
2025-04-28T18,18,0,0.000000,0.000000,232.000000,266.801254
2025-04-28T19,19,0,0.000000,0.000000,230.000000,264.501243
2025-04-28T20,20,0,0.000000,0.000000,229.000000,263.351238
2025-04-28T21,21,0,0.000000,0.000000,220.000000,253.001189
2025-04-28T22,22,0,0.000000,0.000000,515.000000,592.252783
2025-04-28T23,23,0,0.000000,0.000000,633.000000,727.953421
2025-04-29T00,0,1,0.000000,0.000000,553.000000,635.952989
2025-04-29T01,1,1,0.000000,0.000000,457.000000,525.552470
2025-04-29T02,2,1,0.000000,0.000000,313.000000,359.951692
2025-04-29T03,3,1,0.000000,0.000000,317.000000,364.551713
2025-04-29T04,4,1,0.000000,0.000000,288.000000,331.201556
2025-04-29T05,5,1,0.000000,0.000000,217.000000,249.551173
