period,respondent,respondent-name,type,type-name,value,value-units
2026-09-19T18,NE,New England,NG,Net generation,10322,megawatthours
2026-09-19T18,NE,New England,TI,Total interchange,1802,megawatthours
2026-09-19T17,MIDA,Mid-Atlantic,D,Demand,96368,megawatthours
2026-09-19T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98182,megawatthours
2026-09-19T17,MIDA,Mid-Atlantic,NG,Net generation,101112,megawatthours
2026-09-19T17,MIDA,Mid-Atlantic,TI,Total interchange,801,megawatthours
2026-09-19T17,NE,New England,D,Demand,8274,megawatthours
2026-09-19T17,NE,New England,DF,Day-ahead demand forecast,7330,megawatthours
2026-09-19T17,NE,New England,NG,Net generation,9860,megawatthours
2026-09-19T17,NE,New England,TI,Total interchange,1586,megawatthours
2026-09-19T16,MIDA,Mid-Atlantic,D,Demand,94457,megawatthours
2026-09-19T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,96038,megawatthours
2026-09-19T16,MIDA,Mid-Atlantic,NG,Net generation,99482,megawatthours
2026-09-19T16,MIDA,Mid-Atlantic,TI,Total interchange,793,megawatthours
2026-09-19T16,NE,New England,D,Demand,8428,megawatthours
2026-09-19T16,NE,New England,DF,Day-ahead demand forecast,7330,megawatthours
2026-09-19T16,NE,New England,NG,Net generation,10150,megawatthours
2026-09-19T16,NE,New England,TI,Total interchange,1722,megawatthours
2026-09-19T15,MIDA,Mid-Atlantic,D,Demand,92258,megawatthours
2026-09-19T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,93694,megawatthours
2026-09-19T15,MIDA,Mid-Atlantic,NG,Net generation,96811,megawatthours
2026-09-19T15,MIDA,Mid-Atlantic,TI,Total interchange,925,megawatthours
2026-09-19T15,NE,New England,D,Demand,8509,megawatthours
2026-09-19T15,NE,New England,DF,Day-ahead demand forecast,7620,megawatthours
2026-09-19T15,NE,New England,NG,Net generation,10602,megawatthours
2026-09-19T15,NE,New England,TI,Total interchange,2093,megawatthours
2026-09-19T14,MIDA,Mid-Atlantic,D,Demand,90406,megawatthours
2026-09-19T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,91383,megawatthours
2026-09-19T14,MIDA,Mid-Atlantic,NG,Net generation,94978,megawatthours
2026-09-19T14,MIDA,Mid-Atlantic,TI,Total interchange,1119,megawatthours
2026-09-19T14,NE,New England,D,Demand,8599,megawatthours
2026-09-19T14,NE,New England,DF,Day-ahead demand forecast,8330,megawatthours
2026-09-19T14,NE,New England,NG,Net generation,10819,megawatthours
2026-09-19T14,NE,New England,TI,Total interchange,2220,megawatthours
2026-09-19T13,MIDA,Mid-Atlantic,D,Demand,87596,megawatthours
2026-09-19T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,88741,megawatthours
2026-09-19T13,MIDA,Mid-Atlantic,NG,Net generation,92147,megawatthours
2026-09-19T13,MIDA,Mid-Atlantic,TI,Total interchange,1096,megawatthours
2026-09-19T13,NE,New England,D,Demand,9344,megawatthours
2026-09-19T13,NE,New England,DF,Day-ahead demand forecast,9330,megawatthours
2026-09-19T13,NE,New England,NG,Net generation,11257,megawatthours
2026-09-19T13,NE,New England,TI,Total interchange,1913,megawatthours
2026-09-19T12,MIDA,Mid-Atlantic,D,Demand,85920,megawatthours
2026-09-19T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,86074,megawatthours
2026-09-19T12,MIDA,Mid-Atlantic,NG,Net generation,90435,megawatthours
2026-09-19T12,MIDA,Mid-Atlantic,TI,Total interchange,1147,megawatthours
2026-09-19T12,NE,New England,D,Demand,10256,megawatthours
2026-09-19T12,NE,New England,DF,Day-ahead demand forecast,10190,megawatthours
2026-09-19T12,NE,New England,NG,Net generation,11099,megawatthours
2026-09-19T12,NE,New England,TI,Total interchange,843,megawatthours
2026-09-19T11,MIDA,Mid-Atlantic,D,Demand,84312,megawatthours
2026-09-19T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,83633,megawatthours
2026-09-19T11,MIDA,Mid-Atlantic,NG,Net generation,88969,megawatthours
2026-09-19T11,MIDA,Mid-Atlantic,TI,Total interchange,1213,megawatthours
2026-09-19T11,NE,New England,D,Demand,10479,megawatthours
2026-09-19T11,NE,New England,DF,Day-ahead demand forecast,10230,megawatthours
2026-09-19T11,NE,New England,NG,Net generation,11202,megawatthours
2026-09-19T11,NE,New England,TI,Total interchange,723,megawatthours
2026-09-19T10,MIDA,Mid-Atlantic,D,Demand,82840,megawatthours
2026-09-19T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,82254,megawatthours
2026-09-19T10,MIDA,Mid-Atlantic,NG,Net generation,88455,megawatthours
2026-09-19T10,MIDA,Mid-Atlantic,TI,Total interchange,1270,megawatthours
2026-09-19T10,NE,New England,D,Demand,10482,megawatthours
2026-09-19T10,NE,New England,DF,Day-ahead demand forecast,9790,megawatthours
2026-09-19T10,NE,New England,NG,Net generation,11093,megawatthours
2026-09-19T10,NE,New England,TI,Total interchange,611,megawatthours
2026-09-19T09,MIDA,Mid-Atlantic,D,Demand,82525,megawatthours
2026-09-19T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,80831,megawatthours
2026-09-19T09,MIDA,Mid-Atlantic,NG,Net generation,87893,megawatthours
2026-09-19T09,MIDA,Mid-Atlantic,TI,Total interchange,1280,megawatthours
2026-09-19T09,NE,New England,D,Demand,10377,megawatthours
2026-09-19T09,NE,New England,DF,Day-ahead demand forecast,9570,megawatthours
2026-09-19T09,NE,New England,NG,Net generation,10966,megawatthours
2026-09-19T09,NE,New England,TI,Total interchange,589,megawatthours
2026-09-19T08,MIDA,Mid-Atlantic,D,Demand,83628,megawatthours
2026-09-19T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,80415,megawatthours
2026-09-19T08,MIDA,Mid-Atlantic,NG,Net generation,88922,megawatthours
2026-09-19T08,MIDA,Mid-Atlantic,TI,Total interchange,947,megawatthours
2026-09-19T08,NE,New England,D,Demand,10239,megawatthours
2026-09-19T08,NE,New England,DF,Day-ahead demand forecast,9630,megawatthours
2026-09-19T08,NE,New England,NG,Net generation,10995,megawatthours
2026-09-19T08,NE,New England,TI,Total interchange,756,megawatthours
2026-09-19T07,MIDA,Mid-Atlantic,D,Demand,85871,megawatthours
2026-09-19T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,81545,megawatthours
2026-09-19T07,MIDA,Mid-Atlantic,NG,Net generation,91119,megawatthours
2026-09-19T07,MIDA,Mid-Atlantic,TI,Total interchange,-3046,megawatthours
2026-09-19T07,NE,New England,D,Demand,10487,megawatthours
2026-09-19T07,NE,New England,DF,Day-ahead demand forecast,9880,megawatthours
2026-09-19T07,NE,New England,NG,Net generation,11332,megawatthours
2026-09-19T07,NE,New England,TI,Total interchange,845,megawatthours
2026-09-19T06,MIDA,Mid-Atlantic,D,Demand,87970,megawatthours
2026-09-19T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,83611,megawatthours
2026-09-19T06,MIDA,Mid-Atlantic,NG,Net generation,92697,megawatthours
2026-09-19T06,MIDA,Mid-Atlantic,TI,Total interchange,-2621,megawatthours
2026-09-19T06,NE,New England,D,Demand,10855,megawatthours
2026-09-19T06,NE,New England,DF,Day-ahead demand forecast,10210,megawatthours
2026-09-19T06,NE,New England,NG,Net generation,11600,megawatthours
2026-09-19T06,NE,New England,TI,Total interchange,745,megawatthours
2026-09-19T05,MIDA,Mid-Atlantic,D,Demand,90976,megawatthours
2026-09-19T05,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,86685,megawatthours
2026-09-19T05,MIDA,Mid-Atlantic,NG,Net generation,95024,megawatthours
2026-09-19T05,MIDA,Mid-Atlantic,TI,Total interchange,-3187,megawatthours
2026-09-19T05,NE,New England,D,Demand,11453,megawatthours
2026-09-19T05,NE,New England,DF,Day-ahead demand forecast,10870,megawatthours
2026-09-19T05,NE,New England,NG,Net generation,11781,megawatthours
2026-09-19T05,NE,New England,TI,Total interchange,328,megawatthours
2026-09-19T04,MIDA,Mid-Atlantic,D,Demand,95557,megawatthours
2026-09-19T04,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90237,megawatthours
2026-09-19T04,MIDA,Mid-Atlantic,NG,Net generation,100320,megawatthours
2026-09-19T04,MIDA,Mid-Atlantic,TI,Total interchange,-101,megawatthours
2026-09-19T04,NE,New England,D,Demand,12248,megawatthours
2026-09-19T04,NE,New England,DF,Day-ahead demand forecast,11980,megawatthours
2026-09-19T04,NE,New England,NG,Net generation,12384,megawatthours
2026-09-19T04,NE,New England,TI,Total interchange,136,megawatthours
2026-09-19T03,MIDA,Mid-Atlantic,D,Demand,100968,megawatthours
2026-09-19T03,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,95270,megawatthours
2026-09-19T03,MIDA,Mid-Atlantic,NG,Net generation,107137,megawatthours
2026-09-19T03,MIDA,Mid-Atlantic,TI,Total interchange,-551,megawatthours
2026-09-19T03,NE,New England,D,Demand,13129,megawatthours
2026-09-19T03,NE,New England,DF,Day-ahead demand forecast,12970,megawatthours
2026-09-19T03,NE,New England,NG,Net generation,12796,megawatthours
2026-09-19T03,NE,New England,TI,Total interchange,-333,megawatthours
2026-09-19T02,MIDA,Mid-Atlantic,D,Demand,106350,megawatthours
2026-09-19T02,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,101434,megawatthours
2026-09-19T02,MIDA,Mid-Atlantic,NG,Net generation,112144,megawatthours
2026-09-19T02,MIDA,Mid-Atlantic,TI,Total interchange,-506,megawatthours
2026-09-19T02,NE,New England,D,Demand,14148,megawatthours
2026-09-19T02,NE,New England,DF,Day-ahead demand forecast,14110,megawatthours
2026-09-19T02,NE,New England,NG,Net generation,13941,megawatthours
2026-09-19T02,NE,New England,TI,Total interchange,-207,megawatthours
2026-09-19T01,MIDA,Mid-Atlantic,D,Demand,111049,megawatthours
2026-09-19T01,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107226,megawatthours
2026-09-19T01,MIDA,Mid-Atlantic,NG,Net generation,117263,megawatthours
2026-09-19T01,MIDA,Mid-Atlantic,TI,Total interchange,-186,megawatthours
2026-09-19T01,NE,New England,D,Demand,15007,megawatthours
2026-09-19T01,NE,New England,DF,Day-ahead demand forecast,15110,megawatthours
2026-09-19T01,NE,New England,NG,Net generation,14330,megawatthours
2026-09-19T01,NE,New England,TI,Total interchange,-677,megawatthours
2026-09-19T00,MIDA,Mid-Atlantic,D,Demand,114250,megawatthours
2026-09-19T00,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,111845,megawatthours
2026-09-19T00,MIDA,Mid-Atlantic,NG,Net generation,120076,megawatthours
2026-09-19T00,MIDA,Mid-Atlantic,TI,Total interchange,-62,megawatthours
2026-09-19T00,NE,New England,D,Demand,15705,megawatthours
2026-09-19T00,NE,New England,DF,Day-ahead demand forecast,15800,megawatthours
2026-09-19T00,NE,New England,NG,Net generation,15064,megawatthours
2026-09-19T00,NE,New England,TI,Total interchange,-641,megawatthours
2026-09-18T23,MIDA,Mid-Atlantic,D,Demand,118298,megawatthours
2026-09-18T23,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,114839,megawatthours
2026-09-18T23,MIDA,Mid-Atlantic,NG,Net generation,122381,megawatthours
2026-09-18T23,MIDA,Mid-Atlantic,TI,Total interchange,-2,megawatthours
2026-09-18T23,NE,New England,D,Demand,15971,megawatthours
2026-09-18T23,NE,New England,DF,Day-ahead demand forecast,15850,megawatthours
2026-09-18T23,NE,New England,NG,Net generation,15280,megawatthours
2026-09-18T23,NE,New England,TI,Total interchange,-691,megawatthours
2026-09-18T22,MIDA,Mid-Atlantic,D,Demand,121368,megawatthours
2026-09-18T22,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,118627,megawatthours
2026-09-18T22,MIDA,Mid-Atlantic,NG,Net generation,126544,megawatthours
2026-09-18T22,MIDA,Mid-Atlantic,TI,Total interchange,331,megawatthours
2026-09-18T22,NE,New England,D,Demand,15659,megawatthours
2026-09-18T22,NE,New England,DF,Day-ahead demand forecast,15690,megawatthours
2026-09-18T22,NE,New England,NG,Net generation,15019,megawatthours
2026-09-18T22,NE,New England,TI,Total interchange,-640,megawatthours
2026-09-18T21,MIDA,Mid-Atlantic,D,Demand,121769,megawatthours
2026-09-18T21,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,121633,megawatthours
2026-09-18T21,MIDA,Mid-Atlantic,NG,Net generation,126546,megawatthours
2026-09-18T21,MIDA,Mid-Atlantic,TI,Total interchange,520,megawatthours
2026-09-18T21,NE,New England,D,Demand,14564,megawatthours
2026-09-18T21,NE,New England,DF,Day-ahead demand forecast,14690,megawatthours
2026-09-18T21,NE,New England,NG,Net generation,13943,megawatthours
2026-09-18T21,NE,New England,TI,Total interchange,-621,megawatthours
2026-09-18T20,MIDA,Mid-Atlantic,D,Demand,120792,megawatthours
2026-09-18T20,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,122133,megawatthours
2026-09-18T20,MIDA,Mid-Atlantic,NG,Net generation,125922,megawatthours
2026-09-18T20,MIDA,Mid-Atlantic,TI,Total interchange,349,megawatthours
2026-09-18T20,NE,New England,D,Demand,13674,megawatthours
2026-09-18T20,NE,New England,DF,Day-ahead demand forecast,13840,megawatthours
2026-09-18T20,NE,New England,NG,Net generation,13494,megawatthours
2026-09-18T20,NE,New England,TI,Total interchange,-180,megawatthours
2026-09-18T19,MIDA,Mid-Atlantic,D,Demand,119211,megawatthours
2026-09-18T19,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,121493,megawatthours
2026-09-18T19,MIDA,Mid-Atlantic,NG,Net generation,124780,megawatthours
2026-09-18T19,MIDA,Mid-Atlantic,TI,Total interchange,499,megawatthours
2026-09-18T19,NE,New England,D,Demand,12996,megawatthours
2026-09-18T19,NE,New England,DF,Day-ahead demand forecast,12910,megawatthours
2026-09-18T19,NE,New England,NG,Net generation,13354,megawatthours
2026-09-18T19,NE,New England,TI,Total interchange,358,megawatthours
2026-09-18T18,MIDA,Mid-Atlantic,D,Demand,118032,megawatthours
2026-09-18T18,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,120129,megawatthours
2026-09-18T18,MIDA,Mid-Atlantic,NG,Net generation,122473,megawatthours
2026-09-18T18,MIDA,Mid-Atlantic,TI,Total interchange,443,megawatthours
2026-09-18T18,NE,New England,D,Demand,12494,megawatthours
2026-09-18T18,NE,New England,DF,Day-ahead demand forecast,12310,megawatthours
2026-09-18T18,NE,New England,NG,Net generation,13155,megawatthours
2026-09-18T18,NE,New England,TI,Total interchange,661,megawatthours
2026-09-18T17,MIDA,Mid-Atlantic,D,Demand,115941,megawatthours
2026-09-18T17,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,117777,megawatthours
2026-09-18T17,MIDA,Mid-Atlantic,NG,Net generation,119880,megawatthours
2026-09-18T17,MIDA,Mid-Atlantic,TI,Total interchange,744,megawatthours
2026-09-18T17,NE,New England,D,Demand,12032,megawatthours
2026-09-18T17,NE,New England,DF,Day-ahead demand forecast,12250,megawatthours
2026-09-18T17,NE,New England,NG,Net generation,13102,megawatthours
2026-09-18T17,NE,New England,TI,Total interchange,1070,megawatthours
2026-09-18T16,MIDA,Mid-Atlantic,D,Demand,113364,megawatthours
2026-09-18T16,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,114662,megawatthours
2026-09-18T16,MIDA,Mid-Atlantic,NG,Net generation,116603,megawatthours
2026-09-18T16,MIDA,Mid-Atlantic,TI,Total interchange,547,megawatthours
2026-09-18T16,NE,New England,D,Demand,12027,megawatthours
2026-09-18T16,NE,New England,DF,Day-ahead demand forecast,12030,megawatthours
2026-09-18T16,NE,New England,NG,Net generation,12983,megawatthours
2026-09-18T16,NE,New England,TI,Total interchange,956,megawatthours
2026-09-18T15,MIDA,Mid-Atlantic,D,Demand,111356,megawatthours
2026-09-18T15,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,111074,megawatthours
2026-09-18T15,MIDA,Mid-Atlantic,NG,Net generation,114141,megawatthours
2026-09-18T15,MIDA,Mid-Atlantic,TI,Total interchange,148,megawatthours
2026-09-18T15,NE,New England,D,Demand,12227,megawatthours
2026-09-18T15,NE,New England,DF,Day-ahead demand forecast,12320,megawatthours
2026-09-18T15,NE,New England,NG,Net generation,12938,megawatthours
2026-09-18T15,NE,New England,TI,Total interchange,711,megawatthours
2026-09-18T14,MIDA,Mid-Atlantic,D,Demand,109094,megawatthours
2026-09-18T14,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,107527,megawatthours
2026-09-18T14,MIDA,Mid-Atlantic,NG,Net generation,112493,megawatthours
2026-09-18T14,MIDA,Mid-Atlantic,TI,Total interchange,343,megawatthours
2026-09-18T14,NE,New England,D,Demand,12675,megawatthours
2026-09-18T14,NE,New England,DF,Day-ahead demand forecast,12620,megawatthours
2026-09-18T14,NE,New England,NG,Net generation,13134,megawatthours
2026-09-18T14,NE,New England,TI,Total interchange,459,megawatthours
2026-09-18T13,MIDA,Mid-Atlantic,D,Demand,105664,megawatthours
2026-09-18T13,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,104176,megawatthours
2026-09-18T13,MIDA,Mid-Atlantic,NG,Net generation,108729,megawatthours
2026-09-18T13,MIDA,Mid-Atlantic,TI,Total interchange,840,megawatthours
2026-09-18T13,NE,New England,D,Demand,13183,megawatthours
2026-09-18T13,NE,New England,DF,Day-ahead demand forecast,13360,megawatthours
2026-09-18T13,NE,New England,NG,Net generation,12961,megawatthours
2026-09-18T13,NE,New England,TI,Total interchange,-222,megawatthours
2026-09-18T12,MIDA,Mid-Atlantic,D,Demand,102658,megawatthours
2026-09-18T12,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,101288,megawatthours
2026-09-18T12,MIDA,Mid-Atlantic,NG,Net generation,105440,megawatthours
2026-09-18T12,MIDA,Mid-Atlantic,TI,Total interchange,922,megawatthours
2026-09-18T12,NE,New England,D,Demand,13739,megawatthours
2026-09-18T12,NE,New England,DF,Day-ahead demand forecast,13610,megawatthours
2026-09-18T12,NE,New England,NG,Net generation,13152,megawatthours
2026-09-18T12,NE,New England,TI,Total interchange,-587,megawatthours
2026-09-18T11,MIDA,Mid-Atlantic,D,Demand,98787,megawatthours
2026-09-18T11,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,98427,megawatthours
2026-09-18T11,MIDA,Mid-Atlantic,NG,Net generation,101253,megawatthours
2026-09-18T11,MIDA,Mid-Atlantic,TI,Total interchange,1014,megawatthours
2026-09-18T11,NE,New England,D,Demand,13400,megawatthours
2026-09-18T11,NE,New England,DF,Day-ahead demand forecast,13180,megawatthours
2026-09-18T11,NE,New England,NG,Net generation,13060,megawatthours
2026-09-18T11,NE,New England,TI,Total interchange,-340,megawatthours
2026-09-18T10,MIDA,Mid-Atlantic,D,Demand,94532,megawatthours
2026-09-18T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,94782,megawatthours
2026-09-18T10,MIDA,Mid-Atlantic,NG,Net generation,97766,megawatthours
2026-09-18T10,MIDA,Mid-Atlantic,TI,Total interchange,1138,megawatthours
2026-09-18T10,NE,New England,D,Demand,12970,megawatthours
2026-09-18T10,NE,New England,DF,Day-ahead demand forecast,11980,megawatthours
2026-09-18T10,NE,New England,NG,Net generation,12421,megawatthours
2026-09-18T10,NE,New England,TI,Total interchange,-549,megawatthours
2026-09-18T09,MIDA,Mid-Atlantic,D,Demand,91815,megawatthours
2026-09-18T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,90012,megawatthours
2026-09-18T09,MIDA,Mid-Atlantic,NG,Net generation,96169,megawatthours
2026-09-18T09,MIDA,Mid-Atlantic,TI,Total interchange,919,megawatthours
2026-09-18T09,NE,New England,D,Demand,12146,megawatthours
2026-09-18T09,NE,New England,DF,Day-ahead demand forecast,11370,megawatthours
2026-09-18T09,NE,New England,NG,Net generation,12413,megawatthours
2026-09-18T09,NE,New England,TI,Total interchange,267,megawatthours
2026-09-18T08,MIDA,Mid-Atlantic,D,Demand,92173,megawatthours
2026-09-18T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,87666,megawatthours
2026-09-18T08,MIDA,Mid-Atlantic,NG,Net generation,96663,megawatthours
2026-09-18T08,MIDA,Mid-Atlantic,TI,Total interchange,278,megawatthours
2026-09-18T08,NE,New England,D,Demand,12301,megawatthours
2026-09-18T08,NE,New England,DF,Day-ahead demand forecast,11220,megawatthours
2026-09-18T08,NE,New England,NG,Net generation,12538,megawatthours
2026-09-18T08,NE,New England,TI,Total interchange,237,megawatthours
2026-09-18T07,MIDA,Mid-Atlantic,D,Demand,94053,megawatthours
2026-09-18T07,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,87807,megawatthours
2026-09-18T07,MIDA,Mid-Atlantic,NG,Net generation,98109,megawatthours
2026-09-18T07,MIDA,Mid-Atlantic,TI,Total interchange,2874,megawatthours
2026-09-18T07,NE,New England,D,Demand,12329,megawatthours
2026-09-18T07,NE,New England,DF,Day-ahead demand forecast,11550,megawatthours
2026-09-18T07,NE,New England,NG,Net generation,12429,megawatthours
2026-09-18T07,NE,New England,TI,Total interchange,100,megawatthours
2026-09-18T06,MIDA,Mid-Atlantic,D,Demand,96809,megawatthours
2026-09-18T06,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,89729,megawatthours
