week_ending,commodity,padd1_imports_total_kbd,padd1_imports_canada_kbd,padd1_imports_non_canada_kbd,padd1_exports_total_kbd,padd1ab_imports_total_kbd,padd1ab_imports_canada_kbd,padd1ab_imports_non_canada_kbd,padd1ab_exports_total_kbd,padd1ab_exports_europe_kbd,padd1ab_exports_other_kbd,padd1c_imports_total_kbd,padd1c_imports_canada_kbd,padd1c_imports_non_canada_kbd,padd1c_imports_intra_us_kbd,padd1c_exports_total_kbd,padd3_to_padd1_kbd,padd3_to_padd1ab_kbd,padd3_to_padd1c_kbd,padd3_to_padd5_kbd,padd3_exports_total_kbd,padd3_exports_africa_kbd,padd3_exports_europe_kbd,padd3_exports_latin_america_kbd,padd3_exports_other_kbd,padd5_imports_total_kbd,padd5_exports_total_kbd,us_imports_total_kbd,us_imports_canada_kbd,us_imports_non_canada_kbd,us_exports_total_kbd,us_exports_europe_kbd,us_exports_latin_america_kbd
2018-10-05,jet,112.69,46.67,66.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.23,0.0,14.57,186.66,0.0,71.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-12,jet,4.57,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.62,0.0,0.0,0.0,223.87,0.0,181.37,41.63,0.8699999999999974,52.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-19,jet,106.43,0.0,106.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,0.0,0.0,0.0,253.17000000000002,0.0,28.87,174.96,49.34,82.2,65.64,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-26,jet,43.36,0.0,43.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0,234.27,46.71,14.44,82.41,90.71000000000001,67.82,45.29,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-02,jet,49.25,49.25,0.0,40.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.45,46.47,46.05,80.93,0.0,116.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-09,jet,38.91,0.0,38.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,223.08999999999997,0.0,0.0,123.1,99.98999999999998,44.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-16,jet,64.25,17.14,47.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.29999999999998,0.0,19.7,133.26,49.34,86.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-23,jet,44.99,6.43,38.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.57999999999998,0.0,13.28,178.81,46.48999999999998,44.72,30.25,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-30,jet,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0,136.48,0.0,0.0,136.48,0.0,90.18,23.11,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,jet,104.3,48.16,56.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,190.81,0.0,0.0,140.27,50.53999999999999,44.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-14,jet,17.14,17.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,146.15,0.0,0.0,121.48,24.67,44.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-21,jet,4.59,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.03,0.0,0.0,0.0,165.67,0.0,0.0,116.57,49.099999999999994,81.22,48.83,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-28,jet,46.230000000000004,0.0,46.230000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,177.85,0.0,0.0,128.62,49.22999999999999,47.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,jet,66.48,18.76,47.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0,0.0,281.27,46.05,89.78,121.39,24.04999999999997,105.62,21.71,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-11,jet,93.42,0.0,93.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,208.73,0.0,3.4,159.69,45.639999999999986,68.05,32.82,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-18,jet,39.34,0.0,39.34,22.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.73,0.0,0.0,0.0,235.92,0.0,0.0,185.95,49.97,32.16,28.41,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-25,jet,80.63,24.38,56.25,39.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,185.17000000000002,0.0,0.0,138.25,46.920000000000016,102.96,5.2,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,jet,110.52000000000001,41.46,69.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.96,0.0,0.0,163.96,0.0,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
