week_ending,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2022-03-11,jet,149.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,177.161,0.0,0.0,0.0,0.0,0.0,0.0,177.161,-28.161,28.161
2022-03-18,jet,139.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,177.161,0.0,0.0,0.0,0.0,0.0,0.0,177.161,-38.161,38.161
2022-03-25,jet,163.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,177.161,0.0,0.0,0.0,0.0,0.0,0.0,177.161,-14.161000000000001,14.161000000000001
2022-04-01,jet,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,181.06657142857142,0.0,0.0,0.0,0.0,0.0,0.0,181.06657142857142,-132.06657142857142,132.06657142857142
2022-04-08,jet,72.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,204.5,-132.5,132.5
2022-04-15,jet,102.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,204.5,-102.5,102.5
2022-04-22,jet,134.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,204.5,-70.5,70.5
2022-04-29,jet,214.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,204.5,0.0,0.0,0.0,0.0,0.0,0.0,204.5,9.5,-9.5
2022-05-06,jet,145.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,162.20942857142856,0.0,0.0,0.0,0.0,0.0,0.0,162.20942857142856,-17.20942857142857,17.20942857142857
2022-05-13,jet,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,155.161,0.0,0.0,0.0,0.0,0.0,0.0,155.161,-85.16099999999999,85.16099999999999
2022-05-20,jet,85.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,155.161,0.0,0.0,0.0,0.0,0.0,0.0,155.161,-70.161,70.161
2022-05-27,jet,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,155.161,0.0,0.0,0.0,0.0,0.0,0.0,155.161,94.83900000000001,-94.83900000000001
2022-06-03,jet,206.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,170.97785714285715,0.0,0.0,0.0,0.0,0.0,0.0,170.97785714285715,35.02214285714285,-35.02214285714285
2022-06-10,jet,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,192.067,0.0,0.0,0.0,0.0,0.0,0.0,192.067,-185.067,185.067
2022-06-17,jet,231.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,192.067,0.0,0.0,0.0,0.0,0.0,0.0,192.067,38.93299999999999,-38.93299999999999
2022-06-24,jet,151.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,192.067,0.0,0.0,0.0,0.0,0.0,0.0,192.067,-41.06700000000001,41.06700000000001
2022-07-01,jet,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,193.12657142857142,0.0,0.0,0.0,0.0,0.0,0.0,193.12657142857142,-168.12657142857142,168.12657142857142
2022-07-08,jet,126.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,199.484,0.0,0.0,0.0,0.0,0.0,0.0,199.484,-73.48400000000001,73.48400000000001
2022-07-15,jet,83.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,199.484,0.0,0.0,0.0,0.0,0.0,0.0,199.484,-116.48400000000001,116.48400000000001
2022-07-22,jet,133.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,199.484,0.0,0.0,0.0,0.0,0.0,0.0,199.484,-66.48400000000001,66.48400000000001
2022-07-29,jet,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,199.484,0.0,0.0,0.0,0.0,0.0,0.0,199.484,-79.48400000000001,79.48400000000001
2022-08-05,jet,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,203.56185714285715,0.0,0.0,0.0,0.0,0.0,0.0,203.56185714285715,-123.56185714285714,123.56185714285714
2022-08-12,jet,88.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,205.19299999999998,0.0,0.0,0.0,0.0,0.0,0.0,205.19299999999998,-117.19299999999998,117.19299999999998
2022-08-19,jet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,205.19299999999998,0.0,0.0,0.0,0.0,0.0,0.0,205.19299999999998,-204.19299999999998,204.19299999999998
2022-08-26,jet,207.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,205.19299999999998,0.0,0.0,0.0,0.0,0.0,0.0,205.19299999999998,1.8070000000000164,-1.8070000000000164
