month,commodity,padd1_imports_total_kbd,padd1_imports_canada_kbd,padd1_imports_non_canada_kbd,padd1_exports_total_kbd,padd1ab_imports_total_kbd,padd1ab_imports_canada_kbd,padd1ab_imports_non_canada_kbd,padd1ab_exports_total_kbd,padd1ab_exports_europe_kbd,padd1ab_exports_other_kbd,padd1c_imports_total_kbd,padd1c_imports_canada_kbd,padd1c_imports_non_canada_kbd,padd1c_imports_intra_us_kbd,padd1c_exports_total_kbd,padd3_to_padd1_kbd,padd3_to_padd1ab_kbd,padd3_to_padd1c_kbd,padd3_to_padd5_kbd,padd3_exports_total_kbd,padd3_exports_africa_kbd,padd3_exports_europe_kbd,padd3_exports_latin_america_kbd,padd3_exports_other_kbd,padd5_imports_total_kbd,padd5_exports_total_kbd,us_imports_total_kbd,us_imports_canada_kbd,us_imports_non_canada_kbd,us_exports_total_kbd,us_exports_europe_kbd,us_exports_latin_america_kbd
2022-06,jet,15.129999999999999,5.26,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,0.0,189.51000000000002,0.0,10.41,158.05,21.05000000000001,131.06,8.97,0.0,0.0,0.0,0.0,0.0,0.0
2022-07,jet,27.439999999999998,12.02,15.419999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,0.0,174.5,0.0,0.0,162.05,12.449999999999989,127.26,26.67,0.0,0.0,0.0,0.0,0.0,0.0
2022-08,jet,23.77,5.81,17.96,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,168.25,0.0,9.78,125.22,33.25,95.53,11.85,0.0,0.0,0.0,0.0,0.0,0.0
2022-09,jet,19.59,11.6,7.99,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.0,0.0,0.0,194.06999999999996,0.0,43.2,130.7,20.16999999999996,90.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10,jet,90.84,5.16,85.68,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,141.69,0.0,8.93,115.44,17.319999999999993,96.64,2.89,0.0,0.0,0.0,0.0,0.0,0.0
2022-11,jet,75.92999999999999,4.04,71.88999999999999,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,0.0,0.0,0.0,129.88,0.0,21.61,90.92,17.349999999999994,101.06,51.68,0.0,0.0,0.0,0.0,0.0,0.0
2022-12,jet,64.93,6.48,58.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,172.41,0.0,0.0,133.72,38.69,83.82,19.57,0.0,0.0,0.0,0.0,0.0,0.0
2023-01,jet,43.25,6.71,36.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,159.35,0.0,0.0,146.44,12.909999999999997,95.62,10.75,0.0,0.0,0.0,0.0,0.0,0.0
2023-02,jet,124.79999999999998,4.64,120.15999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.74,0.0,0.0,0.0,125.39,0.0,11.48,107.96,5.950000000000003,136.17,10.41,0.0,0.0,0.0,0.0,0.0,0.0
2023-03,jet,52.92,5.39,47.53,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.39,0.0,0.0,0.0,148.34,0.0,0.0,138.47,9.870000000000005,104.43,25.76,0.0,0.0,0.0,0.0,0.0,0.0
2023-04,jet,100.84,12.31,88.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,115.74000000000001,0.0,0.0,113.08,2.660000000000011,92.22,15.55,0.0,0.0,0.0,0.0,0.0,0.0
2023-05,jet,77.71000000000001,17.18,60.53000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43,0.0,0.0,0.0,101.75,0.0,21.75,72.73,7.269999999999996,109.81,5.16,0.0,0.0,0.0,0.0,0.0,0.0
2023-06,jet,35.35,4.07,31.28,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02,0.0,0.0,0.0,154.81,0.0,0.0,127.39,27.42,113.53,7.03,0.0,0.0,0.0,0.0,0.0,0.0
2023-07,jet,47.11,20.37,26.74,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.0,0.0,0.0,147.57999999999998,0.0,10.42,113.83,23.33,87.78,8.15,0.0,0.0,0.0,0.0,0.0,0.0
2023-08,jet,30.62,12.77,17.85,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.24,0.0,0.0,0.0,150.42999999999998,0.0,0.0,128.23,22.19999999999999,101.26,13.55,0.0,0.0,0.0,0.0,0.0,0.0
2023-09,jet,90.38,4.17,86.21,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11,0.0,0.0,0.4,110.74,0.0,10.91,81.33,18.5,79.44,30.19,0.0,0.0,0.0,0.0,0.0,0.0
2023-10,jet,10.549999999999999,1.45,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22,0.0,0.0,0.0,129.06,0.0,0.0,86.59,42.47,127.64,13.88,0.0,0.0,0.0,0.0,0.0,0.0
2023-11,jet,40.86000000000001,9.0,31.860000000000007,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,0.0,0.0,0.0,130.39,0.0,0.0,105.38,25.00999999999999,93.11,21.62,0.0,0.0,0.0,0.0,0.0,0.0
2023-12,jet,74.15,10.16,63.99000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.01,0.0,0.0,0.0,189.77,0.0,40.55,132.43,16.79000000000002,98.54,16.58,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,jet,41.29,7.51,33.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.0,186.51,0.0,17.61,137.64,31.25999999999999,105.22,26.3,0.0,0.0,0.0,0.0,0.0,0.0
2024-02,jet,24.93,6.62,18.31,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59,0.0,0.0,0.0,180.71999999999997,0.0,22.02,124.24,34.459999999999965,93.79,8.14,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,jet,42.82,11.29,31.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61,0.0,0.0,0.0,141.73000000000002,0.0,0.0,122.37,19.360000000000014,139.23,17.84,0.0,0.0,0.0,0.0,0.0,0.0
2024-04,jet,28.439999999999998,4.4,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,143.62000000000003,0.0,10.74,113.98,18.90000000000002,121.17,6.44,0.0,0.0,0.0,0.0,0.0,0.0
2024-05,jet,75.35000000000001,8.89,66.46000000000001,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,145.93,0.0,7.57,123.65,14.710000000000008,105.47,18.42,0.0,0.0,0.0,0.0,0.0,0.0
2024-06,jet,43.03999999999999,3.93,39.10999999999999,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45,0.0,0.0,0.0,170.8,0.0,0.0,157.91,12.890000000000015,115.46,32.54,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,jet,31.62,6.82,24.8,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0,0.0,163.66,0.0,12.56,135.39,15.710000000000008,119.35,19.28,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,jet,28.94,11.52,17.42,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0.0,0.0,0.0,179.92000000000002,4.28,32.34,108.69,34.610000000000014,131.74,18.42,0.0,0.0,0.0,0.0,0.0,0.0
2024-09,jet,4.1,4.1,0.0,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,0.0,0.0,0.0,157.61,0.0,32.72,121.89,3.000000000000014,94.67,9.01,0.0,0.0,0.0,0.0,0.0,0.0
