month,commodity,padd1_imports_total_kbd,padd1_imports_canada_kbd,padd1_imports_non_canada_kbd,padd1_exports_total_kbd,padd1ab_imports_total_kbd,padd1ab_imports_canada_kbd,padd1ab_imports_non_canada_kbd,padd1ab_exports_total_kbd,padd1ab_exports_europe_kbd,padd1ab_exports_other_kbd,padd1c_imports_total_kbd,padd1c_imports_canada_kbd,padd1c_imports_non_canada_kbd,padd1c_imports_intra_us_kbd,padd1c_exports_total_kbd,padd3_to_padd1_kbd,padd3_to_padd1ab_kbd,padd3_to_padd1c_kbd,padd3_to_padd5_kbd,padd3_exports_total_kbd,padd3_exports_africa_kbd,padd3_exports_europe_kbd,padd3_exports_latin_america_kbd,padd3_exports_other_kbd,padd5_imports_total_kbd,padd5_exports_total_kbd,us_imports_total_kbd,us_imports_canada_kbd,us_imports_non_canada_kbd,us_exports_total_kbd,us_exports_europe_kbd,us_exports_latin_america_kbd
2023-11,diesel,0.0,0.0,0.0,0.0,90.24000000000001,69.12,21.120000000000005,,0.0,0.0,86.02,14.5,71.52,71.52,,65.36,,65.36,0.0,866.47,,0.0,667.71,198.76,9.31,77.47,114.83000000000001,83.62,31.210000000000008,943.9300000000001,0.0,744.19
2023-12,diesel,0.0,0.0,0.0,0.0,204.76,124.13,80.63,,0.0,0.0,57.31,,57.31,57.31,,54.32,4.67,49.65,0.0,1085.1799999999998,,0.0,639.18,445.9999999999999,1.26,131.83,207.04999999999998,124.13,82.91999999999999,1217.0099999999998,0.0,751.35
2024-01,diesel,0.0,0.0,0.0,0.0,114.78,114.78,0.0,2.99,0.0,2.99,71.33000000000001,,71.33000000000001,52.84,,53.209999999999994,2.23,50.98,0.0,843.2500000000001,,0.0,582.7,260.55000000000007,1.61,106.78,137.90000000000003,114.78,23.120000000000033,953.0200000000001,0.0,689.48
2024-02,diesel,0.0,0.0,0.0,0.0,153.22,142.72,10.5,42.33,0.0,42.33,39.63,,39.63,37.34,,50.9,,50.9,0.0,696.06,,0.0,497.99,198.06999999999994,6.5,117.81,162.01,147.9,14.109999999999985,856.1999999999999,0.0,615.8
2024-03,diesel,0.0,0.0,0.0,0.0,136.65,131.49,5.159999999999997,48.62,0.0,48.62,90.91,,90.91,90.91,,96.33,3.69,92.64,0.0,815.04,,0.0,596.71,218.32999999999993,0.37,89.96,137.02,131.49,5.530000000000001,953.6199999999999,0.0,686.67
2024-04,diesel,0.0,0.0,0.0,0.0,103.66,103.66,0.0,34.19,0.0,34.19,65.42,,65.42,65.42,,55.809999999999995,4.55,51.26,0.0,904.5600000000001,,0.0,633.83,270.73,1.24,87.54,117.55999999999999,103.66,13.899999999999991,1026.28,0.0,721.37
2024-05,diesel,0.0,0.0,0.0,0.0,78.19,78.19,0.0,4.61,0.0,4.61,71.49,8.27,63.22,63.22,,75.17999999999999,3.69,71.49,0.0,988.0400000000001,,0.0,773.21,214.83000000000004,4.55,113.37,91.00999999999999,86.46,4.549999999999997,1106.02,0.0,886.58
2024-06,diesel,0.0,0.0,0.0,0.0,91.13,91.13,0.0,55.96,0.0,55.96,75.34,,75.34,75.34,,64.56,,64.56,0.0,1105.38,,0.0,815.45,289.93000000000006,8.6,97.47,105.35999999999999,101.21,4.1499999999999915,1258.83,0.0,912.92
2024-07,diesel,0.0,0.0,0.0,0.0,78.6,78.6,0.0,41.14,0.0,41.14,29.23,,29.23,29.23,,45.9,5.53,40.37,0.0,1063.64,,0.0,653.58,410.06000000000006,10.84,111.05,89.45,86.03,3.4200000000000017,1215.8300000000002,0.0,748.55
2024-08,diesel,0.0,0.0,0.0,0.0,102.03,102.03,0.0,81.41,0.0,81.41,60.980000000000004,8.06,52.92,52.92,,86.55,5.53,81.02,0.0,1127.5500000000004,,0.0,682.7,444.85000000000036,12.26,123.81,129.05,121.55,7.500000000000014,1332.7800000000004,0.0,792.51
2024-09,diesel,0.0,0.0,0.0,0.0,88.23,88.23,0.0,92.38999999999999,0.0,92.38999999999999,87.48,,87.48,87.48,,65.47999999999999,11.43,54.05,0.0,1049.58,,0.0,724.29,325.28999999999996,31.78,76.96,122.61,119.04,3.569999999999993,1218.93,0.0,801.24
2024-10,diesel,0.0,0.0,0.0,0.0,97.06,97.06,0.0,3.25,0.0,3.25,67.51,,67.51,67.51,,69.13,,69.13,0.0,976.9100000000002,,0.0,634.69,342.22000000000014,3.15,104.5,101.05000000000001,97.06,3.990000000000009,1084.66,0.0,742.44
2024-11,diesel,0.0,0.0,0.0,0.0,69.76,69.76,0.0,,0.0,0.0,83.69,,83.69,83.69,,97.34,,97.34,0.0,1221.95,,0.0,869.84,352.11,2.68,131.73,72.44000000000001,69.76,2.680000000000007,1353.6799999999998,0.0,995.28
2024-12,diesel,0.0,0.0,0.0,0.0,127.21,127.21,0.0,10.700000000000001,0.0,10.700000000000001,112.03,,112.03,112.03,,98.85,2.55,96.3,0.0,1170.31,,0.0,788.78,381.53,2.81,137.91,133.51,130.7,2.8100000000000023,1318.93,0.0,928.44
2025-01,diesel,0.0,0.0,0.0,0.0,139.4,126.04,13.36,3.3,0.0,3.3,61.02,,61.02,61.02,,61.33,,61.33,0.0,903.51,,0.0,716.78,186.73000000000002,11.61,132.22,155.39999999999998,130.42,24.97999999999999,1039.0200000000002,0.0,847.77
2025-02,diesel,0.0,0.0,0.0,0.0,240.57999999999996,114.91,125.66999999999996,10.71,0.0,10.71,92.33,,92.33,92.33,,96.23,,96.23,0.0,691.4499999999999,,0.0,608.49,82.95999999999992,6.29,103.97,249.85,116.96,132.89,806.13,0.0,708.44
2025-03,diesel,0.0,0.0,0.0,0.0,131.48,94.75,36.72999999999999,28.31,0.0,28.31,72.8,10.17,62.629999999999995,62.63,,67.92999999999999,2.55,65.38,0.0,798.78,,0.0,635.11,163.66999999999996,10.62,131.98,155.48,116.03,39.44999999999999,959.0699999999999,0.0,767.09
2025-04,diesel,0.0,0.0,0.0,0.0,64.3,64.3,0.0,,0.0,0.0,61.19,,61.19,56.72,,46.59,2.85,43.74,0.0,1018.4399999999999,,0.0,770.0,248.43999999999994,11.77,33.07,81.78999999999999,64.3,17.489999999999995,1051.51,0.0,798.07
2025-05,diesel,0.0,0.0,0.0,0.0,91.66000000000001,81.18,10.480000000000004,,0.0,0.0,88.21,2.66,85.55,78.78,,100.64,5.11,95.53,0.0,1121.9799999999998,,0.0,798.3,323.67999999999984,13.0,42.99,114.1,93.28,20.819999999999993,1164.97,0.0,839.18
2025-06,diesel,0.0,0.0,0.0,0.0,82.16,82.16,0.0,20.33,0.0,20.33,84.86000000000001,,84.86000000000001,78.29,,112.43,7.04,105.39,0.0,1124.07,,0.0,808.4,315.66999999999996,1.87,49.52,90.6,82.16,8.439999999999998,1193.9399999999998,0.0,857.93
2025-07,diesel,0.0,0.0,0.0,0.0,105.31,105.31,0.0,13.5,0.0,13.5,98.25,,98.25,98.25,,67.69,1.96,65.73,0.0,1140.1299999999999,,0.0,786.3,353.8299999999999,17.31,76.89,122.62,114.98,7.640000000000001,1230.5199999999998,0.0,843.84
2025-08,diesel,0.0,0.0,0.0,0.0,99.27,99.27,0.0,,0.0,0.0,94.21,,94.21,94.21,,102.44,2.27,100.17,0.0,1062.46,,0.0,762.23,300.23,2.49,46.36,109.02,106.53,2.489999999999995,1108.8100000000002,0.0,808.58
2025-09,diesel,0.0,0.0,0.0,0.0,96.06,96.06,0.0,49.879999999999995,0.0,49.879999999999995,120.05,,120.05,120.05,,122.69,,122.69,0.0,942.7900000000001,,0.0,590.97,351.82000000000005,16.47,39.27,114.19,109.23,4.959999999999994,1031.96,0.0,630.25
2025-10,diesel,0.0,0.0,0.0,0.0,58.89,58.89,0.0,27.070000000000004,0.0,27.070000000000004,119.93,,119.93,119.93,,125.27000000000001,3.4,121.87,0.0,990.8100000000001,,0.0,837.45,153.36,9.61,80.38,68.95,66.56,2.3900000000000006,1098.27,0.0,907.96
2025-11,diesel,0.0,0.0,0.0,0.0,105.75,105.75,0.0,13.24,0.0,13.24,163.85,,163.85,162.19,,166.85,5.1,161.75,0.0,1104.33,,0.0,768.89,335.43999999999994,1.41,84.17,114.13999999999999,111.07,3.069999999999993,1201.74,0.0,852.25
2025-12,diesel,0.0,0.0,0.0,0.0,179.71,146.35,33.360000000000014,,0.0,0.0,178.2,,178.2,151.25,,150.56,,150.56,0.0,1051.3999999999999,,0.0,728.15,323.2499999999999,1.27,147.53,219.44,146.67,72.77000000000001,1198.9299999999998,0.0,866.97
2026-01,diesel,0.0,0.0,0.0,0.0,179.45,142.35,37.099999999999994,2.26,0.0,2.26,155.17999999999998,9.57,145.60999999999999,136.45,,134.17,10.43,123.74,0.0,1010.6999999999998,,0.0,540.02,470.67999999999984,7.56,127.45,250.59,169.16,81.43,1140.41,0.0,648.12
2026-02,diesel,0.0,0.0,0.0,0.0,230.81,130.87,99.94,,0.0,0.0,87.0,10.24,76.76,76.76,,84.69,,84.69,0.0,844.0500000000001,,0.0,555.73,288.32000000000005,3.05,150.57,251.48000000000002,148.49,102.99000000000001,994.6100000000002,0.0,686.58
2026-03,diesel,0.0,0.0,0.0,0.0,116.53,116.53,0.0,44.33,0.0,44.33,130.29,0.34,129.95,126.77,,114.34,,114.34,0.0,989.1099999999999,88.89,0.0,557.33,342.8899999999999,10.91,114.46,158.79000000000002,123.77,35.020000000000024,1147.91,0.0,625.95
2026-04,diesel,0.0,0.0,0.0,0.0,97.25,97.25,0.0,140.74,0.0,140.74,168.42000000000002,10.56,157.86,145.83,,167.82999999999998,2.64,165.19,0.0,1211.5,42.04,0.0,761.38,408.08000000000004,1.4,84.45,121.24000000000001,107.81,13.430000000000007,1436.6899999999998,0.0,816.97
2026-05,diesel,0.0,0.0,0.0,0.0,115.85,115.85,0.0,107.73,0.0,107.73,160.73,,160.73,160.73,2.26,151.67999999999998,7.39,144.29,0.0,1286.6099999999997,44.06,0.0,841.61,400.9399999999997,,61.12,118.71000000000001,118.17,0.5400000000000063,1457.72,0.0,896.81
2026-06,diesel,0.0,0.0,0.0,0.0,86.15,86.15,0.0,4.68,0.0,4.68,137.88,,137.88,137.88,,190.65,23.72,166.93,0.0,1205.53,3.97,0.0,893.62,307.93999999999994,8.38,72.99,97.48,92.04,5.439999999999998,1283.2000000000003,0.0,966.07
2026-07,diesel,0.0,0.0,0.0,0.0,32.39,21.31,11.080000000000002,,0.0,0.0,61.33,,61.33,61.33,,28.06,,28.06,0.0,274.27,,0.0,122.28,151.98999999999998,5.68,21.05,54.709999999999994,23.54,31.169999999999995,306.46,0.0,154.47
2026-08,diesel,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,1.74,,1.74,22.240000000000002,0.0,11.11
