month,commodity,padd1_imports_total_kbd,padd1_imports_canada_kbd,padd1_imports_non_canada_kbd,padd1_exports_total_kbd,padd1ab_imports_total_kbd,padd1ab_imports_canada_kbd,padd1ab_imports_non_canada_kbd,padd1ab_exports_total_kbd,padd1ab_exports_europe_kbd,padd1ab_exports_other_kbd,padd1c_imports_total_kbd,padd1c_imports_canada_kbd,padd1c_imports_non_canada_kbd,padd1c_imports_intra_us_kbd,padd1c_exports_total_kbd,padd3_to_padd1_kbd,padd3_to_padd1ab_kbd,padd3_to_padd1c_kbd,padd3_to_padd5_kbd,padd3_exports_total_kbd,padd3_exports_africa_kbd,padd3_exports_europe_kbd,padd3_exports_latin_america_kbd,padd3_exports_other_kbd,padd5_imports_total_kbd,padd5_exports_total_kbd,us_imports_total_kbd,us_imports_canada_kbd,us_imports_non_canada_kbd,us_exports_total_kbd,us_exports_europe_kbd,us_exports_latin_america_kbd
2023-01,diesel,0.0,0.0,0.0,0.0,269.00999999999993,149.79,119.21999999999994,7.61,0.0,7.61,70.46000000000001,2.85,67.61000000000001,57.59,,67.50999999999999,5.53,61.98,0.0,769.78,,0.0,671.37,98.40999999999997,1.68,113.4,288.07,157.15,130.92,890.79,0.0,792.38
2023-02,diesel,0.0,0.0,0.0,0.0,204.44,103.55,100.89,12.34,0.0,12.34,99.53,,99.53,88.11,,83.26,,83.26,0.0,654.4200000000001,,0.0,616.34,38.08000000000004,11.03,56.69,226.89000000000001,103.55,123.34000000000002,723.4300000000001,0.0,682.69
2023-03,diesel,0.0,0.0,0.0,0.0,115.42999999999999,105.44,9.989999999999995,39.79,0.0,39.79,35.96,8.06,27.9,27.9,,34.19,,34.19,0.0,901.55,,0.0,822.91,78.63999999999999,9.96,53.35,138.71,119.61,19.10000000000001,994.69,0.0,872.49
2023-04,diesel,0.0,0.0,0.0,0.0,106.32000000000001,96.65,9.670000000000002,7.3100000000000005,0.0,7.3100000000000005,89.1,13.04,76.06,76.06,,93.78,5.72,88.06,0.0,769.9799999999999,,0.0,638.3,131.67999999999995,1.24,78.15,122.25,109.69,12.560000000000002,855.4399999999999,0.0,717.67
2023-05,diesel,0.0,0.0,0.0,0.0,104.31,104.31,0.0,9.15,0.0,9.15,75.65,18.07,57.580000000000005,57.58,,63.24,8.71,54.53,0.0,938.8100000000002,,0.0,629.64,309.1700000000002,10.15,81.12,132.68,122.53,10.150000000000006,1029.0800000000002,0.0,710.64
2023-06,diesel,0.0,0.0,0.0,0.0,79.68,79.68,0.0,18.57,0.0,18.57,88.26,4.95,83.31,83.31,,81.83,5.72,76.11,0.0,944.1400000000001,,0.0,707.86,236.2800000000001,15.83,97.65,101.71000000000001,95.34,6.3700000000000045,1060.35,0.0,805.51
2023-07,diesel,0.0,0.0,0.0,0.0,80.63,80.63,0.0,21.22,0.0,21.22,65.35,,65.35,65.35,,61.48,,61.48,0.0,1067.54,,0.0,775.51,292.03,21.77,83.04,109.72,89.82,19.900000000000006,1171.8000000000002,0.0,857.84
2023-08,diesel,0.0,0.0,0.0,0.0,91.05,91.05,0.0,20.08,0.0,20.08,86.03,,86.03,84.42,,86.64,3.3,83.34,0.0,1098.92,,0.0,891.6,207.32000000000005,2.5,81.45,101.71000000000001,91.05,10.66000000000001,1200.44,0.0,969.12
2023-09,diesel,0.0,0.0,0.0,0.0,76.88,66.57,10.310000000000002,34.85,0.0,34.85,58.629999999999995,,58.629999999999995,36.79,,46.05,3.14,42.91,0.0,908.6999999999999,,0.0,793.16,115.53999999999996,26.54,79.89,125.27000000000001,84.99,40.280000000000015,1023.4399999999999,0.0,874.03
2023-10,diesel,0.0,0.0,0.0,0.0,64.0,64.0,0.0,9.620000000000001,0.0,9.620000000000001,61.19,,61.19,61.19,,67.8,,67.8,0.0,997.24,,0.0,759.75,237.49,1.11,116.38,65.17999999999999,64.0,1.1799999999999926,1123.2600000000002,0.0,874.24
