month,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2022-03-01,diesel,176.3548387096774,0.0,0.0,0.0,0.0,0.0,0.0,176.3548387096774,1216.5483870967741,0.0,0.0,0.0,0.0,0.0,0.0,1216.5483870967741,-1040.1935483870968,1040.1935483870968
2022-04-01,diesel,117.6,0.0,0.0,0.0,0.0,0.0,0.0,117.6,1417.9666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1417.9666666666667,-1300.3666666666666,1300.3666666666666
2022-05-01,diesel,155.19354838709677,0.0,0.0,0.0,0.0,0.0,0.0,155.19354838709677,1203.1935483870968,0.0,0.0,0.0,0.0,0.0,0.0,1203.1935483870968,-1048.0,1048.0
2022-06-01,diesel,124.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,124.46666666666667,1296.3,0.0,0.0,0.0,0.0,0.0,0.0,1296.3,-1171.8333333333333,1171.8333333333333
2022-07-01,diesel,155.83870967741936,0.0,0.0,0.0,0.0,0.0,0.0,155.83870967741936,1545.5483870967741,0.0,0.0,0.0,0.0,0.0,0.0,1545.5483870967741,-1389.7096774193549,1389.7096774193549
2022-08-01,diesel,183.70967741935485,0.0,0.0,0.0,0.0,0.0,0.0,183.70967741935485,1461.516129032258,0.0,0.0,0.0,0.0,0.0,0.0,1461.516129032258,-1277.8064516129032,1277.8064516129032
2022-09-01,diesel,106.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,106.43333333333334,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,-1423.5666666666666,1423.5666666666666
2022-10-01,diesel,133.3548387096774,0.0,0.0,0.0,0.0,0.0,0.0,133.3548387096774,1143.8709677419354,0.0,0.0,0.0,0.0,0.0,0.0,1143.8709677419354,-1010.516129032258,1010.516129032258
2022-11-01,diesel,195.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,195.33333333333334,1250.9666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1250.9666666666667,-1055.6333333333334,1055.6333333333334
2022-12-01,diesel,197.38709677419354,0.0,0.0,0.0,0.0,0.0,0.0,197.38709677419354,1397.516129032258,0.0,0.0,0.0,0.0,0.0,0.0,1397.516129032258,-1200.1290322580646,1200.1290322580646
2023-01-01,diesel,306.0967741935484,0.0,0.0,0.0,0.0,0.0,0.0,306.0967741935484,1059.258064516129,0.0,0.0,0.0,0.0,0.0,0.0,1059.258064516129,-753.1612903225806,753.1612903225806
2023-02-01,diesel,302.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,302.2857142857143,1018.4642857142857,0.0,0.0,0.0,0.0,0.0,0.0,1018.4642857142857,-716.1785714285714,716.1785714285714
2023-03-01,diesel,157.70967741935485,0.0,0.0,0.0,0.0,0.0,0.0,157.70967741935485,1146.9032258064517,0.0,0.0,0.0,0.0,0.0,0.0,1146.9032258064517,-989.1935483870968,989.1935483870968
2023-04-01,diesel,143.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,143.43333333333334,1117.2333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1117.2333333333333,-973.8,973.8
2023-05-01,diesel,154.70967741935485,0.0,0.0,0.0,0.0,0.0,0.0,154.70967741935485,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.0,-1006.2903225806451,1006.2903225806451
2023-06-01,diesel,130.93333333333334,0.0,0.0,0.0,0.0,0.0,0.0,130.93333333333334,1277.5666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1277.5666666666666,-1146.6333333333334,1146.6333333333334
2023-07-01,diesel,98.19354838709677,0.0,0.0,0.0,0.0,0.0,0.0,98.19354838709677,1369.9354838709678,0.0,0.0,0.0,0.0,0.0,0.0,1369.9354838709678,-1271.741935483871,1271.741935483871
2023-08-01,diesel,119.35483870967742,0.0,0.0,0.0,0.0,0.0,0.0,119.35483870967742,1243.0645161290322,0.0,0.0,0.0,0.0,0.0,0.0,1243.0645161290322,-1123.7096774193549,1123.7096774193549
2023-09-01,diesel,117.3,0.0,0.0,0.0,0.0,0.0,0.0,117.3,1095.7,0.0,0.0,0.0,0.0,0.0,0.0,1095.7,-978.4,978.4
2023-10-01,diesel,110.70967741935483,0.0,0.0,0.0,0.0,0.0,0.0,110.70967741935483,1076.8709677419354,0.0,0.0,0.0,0.0,0.0,0.0,1076.8709677419354,-966.1612903225806,966.1612903225806
2023-11-01,diesel,113.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,113.13333333333334,1140.9333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1140.9333333333334,-1027.8,1027.8
2023-12-01,diesel,214.96774193548387,0.0,0.0,0.0,0.0,0.0,0.0,214.96774193548387,1204.9032258064517,0.0,0.0,0.0,0.0,0.0,0.0,1204.9032258064517,-989.9354838709677,989.9354838709677
2024-01-01,diesel,167.03225806451613,0.0,0.0,0.0,0.0,0.0,0.0,167.03225806451613,1096.258064516129,0.0,0.0,0.0,0.0,0.0,0.0,1096.258064516129,-929.2258064516129,929.2258064516129
